imdbID,tmdbID,Genre
tt1270797,335983,Science Fiction
tt1270797,335983,Action
tt0025452,8208,Crime
tt0025452,8208,Drama
tt0025452,8208,Thriller
tt3863870,361403,Comedy
tt3863870,361403,Drama
tt0804505,8060,Crime
tt0804505,8060,Drama
tt0804505,8060,Romance
tt0043801,47184,Drama
tt0365514,21513,Horror
tt0365514,21513,Action
tt0365514,21513,Thriller
tt0365514,21513,Science Fiction
tt4211044,390592,Comedy
tt4211044,390592,Drama
tt0074254,42233,Western
tt0074254,42233,Comedy
tt0185481,37433,Horror
tt0185481,37433,Science Fiction
tt0185481,37433,Animation
tt0185481,37433,Adventure
tt0185481,37433,Fantasy
tt0081590,16026,Comedy
tt0095715,18917,Fantasy
tt0095715,18917,Animation
tt0095715,18917,Horror
tt0095715,18917,Adventure
tt0052572,896,Drama
tt0267129,6935,Action
tt0267129,6935,Crime
tt0267129,6935,Drama
tt2717860,270302,Drama
tt2717860,270302,Thriller
tt0112922,10722,Action
tt0112922,10722,Comedy
tt0112922,10722,Horror
tt0112922,10722,Crime
tt2301592,137698,Drama
tt2301592,137698,Fantasy
tt0031067,36488,Comedy
tt0031067,36488,Romance
tt3687186,285024,Drama
tt3687186,285024,Crime
tt2002868,262973,Comedy
tt2002868,262973,Mystery
tt2002868,262973,Romance
tt2002868,262973,Thriller
tt0064855,32575,Comedy
tt0064855,32575,Drama
tt0083580,71524,Adventure
tt0083580,71524,Comedy
tt0189981,13892,Comedy
tt0189981,13892,Thriller
tt10431500,637920,Drama
tt10431500,637920,Comedy
tt10431500,637920,Family
tt5158522,413762,Drama
tt0054821,20778,Drama
tt0054821,20778,Action
tt0054821,20778,Thriller
tt0054821,20778,Crime
tt1421048,67198,Drama
tt1421048,67198,Romance
tt9900782,587030,Action
tt9900782,587030,Thriller
tt0983213,38142,Animation
tt0983213,38142,Drama
tt0983213,38142,Romance
tt3305316,254200,Thriller
tt3305316,254200,Drama
tt0189584,15723,Comedy
tt0189584,15723,Drama
tt0115650,25518,Comedy
tt0079501,9659,Adventure
tt0079501,9659,Action
tt0079501,9659,Thriller
tt0079501,9659,Science Fiction
tt2636124,196750,Action
tt2636124,196750,Animation
tt2636124,196750,Crime
tt2636124,196750,Science Fiction
tt11655202,663870,Action
tt11655202,663870,Comedy
tt11655202,663870,Drama
tt0075824,5781,Comedy
tt0075824,5781,Drama
tt0075824,5781,Romance
tt0067227,10309,Drama
tt6727296,485789,Thriller
tt6727296,485789,Horror
tt6727296,485789,Crime
tt6727296,485789,Mystery
tt1839494,79707,Animation
tt1839494,79707,Adventure
tt1839494,79707,Drama
tt1839494,79707,Fantasy
tt0220631,41425,War
tt0220631,41425,Drama
tt0248408,8366,Comedy
tt0248408,8366,Western
tt1196204,36801,Drama
tt1196204,36801,Comedy
tt4569240,296865,Drama
tt4569240,296865,Thriller
tt0036699,81751,Comedy
tt4003440,398173,Drama
tt4003440,398173,Horror
tt4003440,398173,Crime
tt4003440,398173,Thriller
tt5308322,440021,Horror
tt5308322,440021,Mystery
tt5308322,440021,Comedy
tt0988982,20982,Animation
tt0988982,20982,Action
tt0988982,20982,Fantasy
tt1650453,79382,Drama
tt0026056,43886,Comedy
tt0026056,43886,Drama
tt0026056,43886,Romance
tt5287168,408435,Drama
tt6336356,430447,Fantasy
tt6336356,430447,Adventure
tt6336356,430447,Animation
tt3499048,256057,Drama
tt3499048,256057,Comedy
tt0019702,543,Drama
tt0019702,543,Thriller
tt0308280,108248,Family
tt0308280,108248,Drama
tt0308280,108248,Comedy
tt0062767,32831,Comedy
tt0062767,32831,Romance
tt0059646,11481,Drama
tt0059646,11481,Thriller
tt0059646,11481,Horror
tt0052738,2576,Drama
tt0052738,2576,History
tt0222150,43776,Drama
tt0222150,43776,Comedy
tt0222150,43776,Romance
tt0057681,42988,Comedy
tt0416471,15366,Drama
tt0108394,108,Drama
tt0405296,3509,Animation
tt0405296,3509,Science Fiction
tt0405296,3509,Thriller
tt0290210,13560,War
tt0290210,13560,Drama
tt0049043,104607,Drama
tt0027948,43875,Drama
tt0027948,43875,History
tt0027948,43875,Romance
tt7142506,518497,Drama
tt7142506,518497,Romance
tt2085002,127901,Drama
tt0087821,27102,Drama
tt0087821,27102,Romance
tt0091983,11300,Crime
tt0091983,11300,Comedy
tt0091983,11300,Romance
tt0065086,66488,Drama
tt1508290,46106,Drama
tt1508290,46106,War
tt0031359,55207,Thriller
tt0031359,55207,Mystery
tt0075467,77660,Drama
tt0075467,77660,War
tt6730898,472054,Science Fiction
tt6730898,472054,Action
tt6730898,472054,Adventure
tt6730898,472054,Comedy
tt0226874,39872,Action
tt0226874,39872,Crime
tt0226874,39872,Drama
tt0226874,39872,Thriller
tt0419279,6934,Drama
tt0275230,919,Animation
tt0275230,919,Fantasy
tt0275230,919,Horror
tt0472160,7985,Fantasy
tt0472160,7985,Comedy
tt0472160,7985,Romance
tt4076058,302376,Drama
tt0785035,16353,Adventure
tt0785035,16353,Action
tt0785035,16353,Thriller
tt0356922,37351,Comedy
tt0356922,37351,Crime
tt0356922,37351,Mystery
tt0097770,9972,Action
tt0097770,9972,Crime
tt0104155,5237,Horror
tt0104155,5237,Mystery
tt0104155,5237,Thriller
tt8191502,483297,Drama
tt8191502,483297,Romance
tt0381442,20200,Comedy
tt0084649,11704,Family
tt0084649,11704,Animation
tt0084649,11704,Fantasy
tt0084649,11704,Adventure
tt0250125,44081,Drama
tt0972544,465929,Thriller
tt0972544,465929,Drama
tt0972544,465929,Crime
tt0338348,5255,Animation
tt0338348,5255,Family
tt0338348,5255,Adventure
tt0338348,5255,Fantasy
tt0338348,5255,Comedy
tt0892318,37056,Comedy
tt0892318,37056,Drama
tt0892318,37056,Romance
tt0439533,15981,Animation
tt0439533,15981,Comedy
tt0439533,15981,Crime
tt0439533,15981,Science Fiction
tt0906778,72049,Drama
tt0906778,72049,Romance
tt0120122,25719,Crime
tt0120122,25719,Comedy
tt0120122,25719,Romance
tt0026073,43887,Drama
tt0026073,43887,Western
tt1845838,158091,Crime
tt1845838,158091,Thriller
tt1845838,158091,Drama
tt1845838,158091,Action
tt0119347,35113,Thriller
tt0119347,35113,Crime
tt0119347,35113,Drama
tt0119347,35113,Music
tt0119347,35113,Romance
tt3186318,244536,Thriller
tt3186318,244536,Drama
tt0107920,62463,Comedy
tt0107920,62463,Drama
tt0085900,12504,Action
tt0085900,12504,Crime
tt0085900,12504,Drama
tt0085900,12504,Thriller
tt0985694,23631,Action
tt0985694,23631,Comedy
tt0985694,23631,Thriller
tt0431979,12455,Drama
tt0431979,12455,Crime
tt1618434,514999,Comedy
tt0039826,43464,Adventure
tt0996605,14448,Drama
tt0996605,14448,Romance
tt0072976,42254,Drama
tt0072976,42254,Romance
tt4919484,373473,Drama
tt1891769,98162,Fantasy
tt1891769,98162,Animation
tt4258292,300983,Thriller
tt4258292,300983,Action
tt0125659,1902,Drama
tt0125659,1902,Thriller
tt0040512,22925,Drama
tt0040512,22925,Crime
tt0040512,22925,Romance
tt0040512,22925,Thriller
tt0078780,19247,Comedy
tt0078780,19247,Animation
tt0078780,19247,Family
tt0078780,19247,TV Movie
tt0448206,11763,Comedy
tt0448206,11763,Crime
tt0448206,11763,Romance
tt0376890,18711,Comedy
tt0376890,18711,Drama
tt0376890,18711,Mystery
tt0376890,18711,Thriller
tt0352230,25911,Drama
tt0352230,25911,Romance
tt0120746,9342,Action
tt0120746,9342,Adventure
tt0098412,16159,Comedy
tt0098412,16159,Horror
tt0427309,14047,Drama
tt0325596,11588,Thriller
tt0325596,11588,Mystery
tt0325596,11588,Science Fiction
tt0325596,11588,Drama
tt1124394,16166,Horror
tt1838603,201749,Drama
tt1838603,201749,Comedy
tt0838231,103902,Romance
tt0838231,103902,Drama
tt2172584,157851,Drama
tt6061074,502122,Drama
tt0787523,10190,Drama
tt0057295,52302,Horror
tt4769824,378108,Drama
tt4769824,378108,Animation
tt4769824,378108,Romance
tt4769824,378108,War
tt4769824,378108,History
tt0480083,7456,Science Fiction
tt0480083,7456,Thriller
tt0053716,18973,Comedy
tt0053716,18973,Family
tt0053716,18973,Fantasy
tt0192657,10355,Action
tt0192657,10355,Adventure
tt0192657,10355,Drama
tt0192657,10355,Thriller
tt0293662,4108,Action
tt0293662,4108,Crime
tt0293662,4108,Thriller
tt0050629,25848,Adventure
tt0077383,48318,Drama
tt0430431,15005,Drama
tt1999987,158907,Drama
tt7983894,568467,Romance
tt7983894,568467,Drama
tt0093223,26719,Crime
tt0093223,26719,Drama
tt0093223,26719,Mystery
tt0093223,26719,Thriller
tt0340377,2056,Drama
tt0340377,2056,Comedy
tt0119937,26306,Drama
tt0119937,26306,Romance
tt8430598,547017,Drama
tt8430598,547017,Thriller
tt4602066,467952,Drama
tt4602066,467952,War
tt4602066,467952,Thriller
tt6987770,489929,Romance
tt6987770,489929,Comedy
tt6987770,489929,Drama
tt0177858,3716,Adventure
tt0177858,3716,Comedy
tt0177858,3716,Romance
tt1355631,325789,Crime
tt1355631,325789,Drama
tt1355631,325789,Thriller
tt0093894,865,Science Fiction
tt0093894,865,Action
tt0093894,865,Thriller
tt0109219,16771,Comedy
tt0109219,16771,Drama
tt0109219,16771,Romance
tt0167137,18908,Comedy
tt0167137,18908,Romance
tt0073114,1829,Drama
tt0073114,1829,History
tt5247704,432087,Drama
tt5247704,432087,Comedy
tt0059776,94663,Drama
tt0059776,94663,History
tt0059776,94663,War
tt0102293,17467,Comedy
tt0102293,17467,Action
tt0102293,17467,Thriller
tt0033727,31309,Animation
tt0033727,31309,Comedy
tt0033727,31309,Family
tt0168629,16,Drama
tt0168629,16,Crime
tt1185616,8885,Drama
tt1185616,8885,Animation
tt1185616,8885,War
tt1185616,8885,Documentary
tt1580704,77864,Crime
tt1580704,77864,Drama
tt1580704,77864,Mystery
tt1580704,77864,Thriller
tt1233301,38543,Romance
tt1233301,38543,Adventure
tt1233301,38543,Action
tt1233301,38543,History
tt0022694,72495,Drama
tt0022694,72495,Fantasy
tt0022694,72495,Mystery
tt0435651,227156,Drama
tt0435651,227156,Science Fiction
tt5369484,378695,Drama
tt1233381,8905,Drama
tt1233381,8905,Thriller
tt0468489,7859,Drama
tt0988595,6557,Comedy
tt0988595,6557,Romance
tt0044811,69544,Drama
tt0044811,69544,Comedy
tt0068718,46059,Crime
tt0068718,46059,Action
tt0068718,46059,Comedy
tt0082045,11340,Action
tt0082045,11340,Comedy
tt1343046,28764,Animation
tt1343046,28764,Crime
tt1343046,28764,Mystery
tt1343046,28764,Thriller
tt0064747,55152,Horror
tt0208032,29866,Drama
tt1609168,37941,Drama
tt1609168,37941,Romance
tt0043625,25738,Crime
tt0043625,25738,Drama
tt0043625,25738,Thriller
tt1895587,314365,Drama
tt1895587,314365,Thriller
tt1895587,314365,History
tt3661798,266058,Drama
tt0236019,27444,Romance
tt0236019,27444,Drama
tt0236019,27444,Comedy
tt3077108,249916,Comedy
tt3077108,249916,Drama
tt3077108,249916,Romance
tt1566601,35396,Comedy
tt0042053,84364,Mystery
tt0042053,84364,Drama
tt0117008,10830,Comedy
tt0117008,10830,Family
tt0117008,10830,Fantasy
tt0038268,45965,Action
tt0038268,45965,Drama
tt0038268,45965,Adventure
tt0408777,276,Drama
tt0408777,276,Comedy
tt0197042,81365,Comedy
tt7545566,491474,Drama
tt0021409,54419,Music
tt0021409,54419,Comedy
tt0021409,54419,Drama
tt0021409,54419,Romance
tt0114916,8391,Drama
tt0114916,8391,Romance
tt0326450,54474,War
tt0326450,54474,Drama
tt4048668,333675,Adventure
tt4048668,333675,Comedy
tt4048668,333675,Crime
tt4048668,333675,Thriller
tt3090670,308457,Science Fiction
tt3090670,308457,Drama
tt2584018,288980,Drama
tt2584018,288980,Music
tt1280558,19703,Drama
tt1280558,19703,Thriller
tt0054345,85926,Romance
tt1464580,52015,Drama
tt1464580,52015,Horror
tt1464580,52015,Science Fiction
tt2063781,84341,Comedy
tt2063781,84341,Drama
tt0085267,36832,Drama
tt0085267,36832,Science Fiction
tt0042898,43438,Drama
tt2392326,209350,Comedy
tt2392326,209350,Drama
tt0047136,26596,Drama
tt0047136,26596,Western
tt0047136,26596,Romance
tt1891974,91694,Crime
tt1891974,91694,Mystery
tt1891974,91694,Drama
tt1891974,91694,Thriller
tt1891974,91694,Comedy
tt2472432,193418,Drama
tt3433632,307103,Drama
tt3433632,307103,Crime
tt5073642,548473,Horror
tt5073642,548473,Mystery
tt5073642,548473,Science Fiction
tt5073642,548473,Thriller
tt0060438,17768,Comedy
tt0060438,17768,Music
tt0068638,5916,Action
tt0068638,5916,Crime
tt0068638,5916,Thriller
tt0050112,80521,Drama
tt0050112,80521,Romance
tt0050112,80521,Family
tt4080728,348678,Comedy
tt4080728,348678,Drama
tt0419749,9950,Drama
tt0419749,9950,Crime
tt4686844,402897,Comedy
tt4686844,402897,Drama
tt4686844,402897,History
tt8722346,536743,Drama
tt8722346,536743,Romance
tt8722346,536743,Crime
tt0083611,86404,Drama
tt0083611,86404,Thriller
tt4714782,340676,Drama
tt4714782,340676,Mystery
tt4714782,340676,Thriller
tt0025586,43905,Drama
tt1691323,62321,Drama
tt3508840,253450,Action
tt3508840,253450,Drama
tt3508840,253450,History
tt0253616,327935,Romance
tt0253616,327935,Comedy
tt0253616,327935,Drama
tt4225622,419479,Horror
tt4225622,419479,Comedy
tt0102816,68004,Drama
tt0102816,68004,Romance
tt2331047,395814,Science Fiction
tt2331047,395814,Drama
tt2331047,395814,Mystery
tt0089927,1374,Drama
tt0064793,42602,Drama
tt1542482,91073,Drama
tt1542482,91073,Romance
tt0119715,6283,Comedy
tt0119715,6283,Family
tt3316384,344113,Romance
tt3316384,344113,Comedy
tt3316384,344113,Drama
tt0435625,9392,Adventure
tt0435625,9392,Horror
tt5918028,408620,Action
tt5918028,408620,Crime
tt0420238,10199,Adventure
tt0420238,10199,Animation
tt0420238,10199,Family
tt0204946,1588,Comedy
tt8130968,581361,Crime
tt8130968,581361,Drama
tt8130968,581361,Mystery
tt8130968,581361,Thriller
tt2375574,179111,Drama
tt2375574,179111,History
tt2375574,179111,Horror
tt2375574,179111,Thriller
tt4315956,313628,Comedy
tt4315956,313628,Romance
tt7763020,493655,Drama
tt2082180,86000,Romance
tt2082180,86000,Drama
tt2082180,86000,Adventure
tt0954981,14524,Crime
tt0954981,14524,Drama
tt0038151,55872,Action
tt0038151,55872,Adventure
tt0038151,55872,Romance
tt2639336,471506,Drama
tt2639336,471506,Mystery
tt2639336,471506,Thriller
