imdbID,imdbDirectorID,DirectorName,tmdbDirectorID,Gender
tt4169250,nm3109770,Neeraj Pandey,123219,2
tt0073812,nm0001692,Ken Russell,32327,2
tt0072417,nm0001023,John Cassavetes,11147,2
tt0070328,nm0357891,Guy Hamilton,9915,2
tt0437230,nm1168135,Ricardo Trogi,557603,2
tt1654829,nm0002218,Claude Miller,18209,2
tt0072235,nm0538445,Dusan Makavejev,17554,2
tt4805316,nm2201016,Liam Gavin,1660374,2
tt0093578,nm0001408,Shekhar Kapur,37630,2
tt0042707,nm0270765,Felix E. Feist,103910,2
tt1408972,nm3014420,Marco Berger,935102,2
tt2404639,nm0000391,Rupert Everett,4757,2
tt0118756,nm0003606,Philippe de Broca,34613,2
tt0030643,nm0138893,Marcel Carné,25161,2
tt1431181,nm0005139,Mike Leigh,65452,2
tt0055233,nm0462030,Masaki Kobayashi,76978,2
tt0435761,nm0881279,Lee Unkrich,8,2
tt0064612,nm0006445,Éric Rohmer,28615,2
tt0087027,nm0069833,María Luisa Bemberg,1066960,1
tt3097204,nm1720648,Damon Beesley,84739,2
tt3097204,nm0606597,Iain Morris,84740,2
tt0064041,nm0001415,Elia Kazan,2746,2
tt5613484,nm1706767,Jonah Hill,21007,2
tt0066390,nm0625680,Ralph Nelson,16888,2
tt0065839,nm0707597,Alvin Rakoff,105984,2
tt0091537,nm0769421,Johannes Schaaf,23357,2
tt0105824,nm0050597,Carroll Ballard,68212,2
tt0061780,nm0000581,Joseph L. Mankiewicz,10601,2
tt0180749,nm0419485,Yorgos Tzavellas,91455,2
tt0384504,nm1226108,Alice Wu,84461,1
tt0059358,nm0285302,Bryan Forbes,31439,2
tt12763920,nm2974384,Won-Chan Hong,75918,2
tt2202607,nm1257492,Radu Jude,588822,2
tt0091810,nm0872062,Brian Trenchard-Smith,84981,2
tt6731636,nm2541369,Tae-Yun Kim,1294930,2
tt7278824,nm2100536,Matteo Rovere,1108174,2
tt0099939,nm0001206,Abel Ferrara,39104,2
tt7334342,nm2383508,Sacha Polak,1060223,1
tt0118843,nm0001437,Emir Kusturica,15254,2
tt0080439,nm0144689,Franco Castellano,67971,2
tt0080439,nm0595063,Giuseppe Moccia,67972,2
tt0120202,nm0000519,David Mamet,1255,2
tt2852432,nm0225010,Lav Diaz,1051381,2
tt0379889,nm0705535,Michael Radford,28898,2
tt1672214,nm0848992,SABU,58614,2
tt0113677,nm0001139,Tom DiCillo,6400,2
tt0040798,nm0802862,Douglas Sirk,46712,2
tt0023935,nm0547446,Edwin L. Marin,78053,2
tt0051879,nm0724798,Tony Richardson,32765,2
tt0338135,nm0000780,Denys Arcand,38516,2
tt2195548,nm0337773,David Gordon Green,64141,2
tt0095869,nm0000905,Roberto Benigni,4818,2
tt1605717,nm1049433,Lenny Abrahamson,83281,2
tt0373883,nm0957772,Rob Zombie,16848,2
tt0029850,nm0001178,Sergei M. Eisenstein,9603,2
tt0029850,nm0890565,Dmitriy Vasilev,1187223,2
tt0318627,nm0936838,Alexander Witt,17649,2
tt0289320,nm1090998,Cristi Puiu,107533,2
tt0926759,nm1462495,Rémi Bezançon,71506,2
tt4276752,nm4069612,Wuershan,232685,2
tt0041859,nm0936404,Robert Wise,1744,2
tt8390612,nm1963886,Grímur Hákonarson,938618,2
tt0117797,nm0412517,Shunji Iwai,55785,2
tt0466893,nm0518836,Kenneth Lonergan,30711,2
tt4980272,nm1069826,Gautham Vasudev Menon,120953,2
tt0089108,nm0233608,Alejandro Doria,74893,2
tt0109306,nm0724798,Tony Richardson,32765,2
tt3680410,nm0801327,Jeremy Sims,75544,2
tt1323973,nm0597673,Karen Moncrieff,74638,1
tt1535101,nm0358327,Nick Hamm,6361,2
tt0340163,nm0802807,Florent-Emilio Siri,1011158,2
tt0082361,nm0772905,Eckhart Schmidt,584480,2
tt2368749,nm1633015,Michel Franco,1082434,2
tt0120863,nm0000517,Terrence Malick,30715,2
tt0070895,nm0439597,Phil Karlson,29907,2
tt2617676,nm1777967,A.L. Vijay,238340,2
tt0298388,nm1007740,Mike Nawrocki,78298,2
tt0298388,nm1008415,Phil Vischer,78297,2
tt9261218,nm1079781,Prentice Penny,1535915,2
tt0033491,nm0002190,Anthony Asquith,32919,2
tt0092085,nm0200597,David Winters,29700,2
tt2459022,nm1905770,Zheng Xu,118711,2
tt0339230,nm0267244,Josef Fares,57022,2
tt0039912,nm0107854,Howard Bretherton,120796,2
tt0177698,nm0227460,Dinos Dimopoulos,1121068,2
tt0098436,nm0809321,Mel Smith,141450,2
tt0298148,nm0011470,Andrew Adamson,5524,2
tt0298148,nm0038432,Kelly Asbury,12079,2
tt0298148,nm0970447,Conrad Vernon,12080,2
tt2624704,nm2677913,Vasanthabalan,587997,2
tt0160611,nm0642823,Thaddeus O'Sullivan,72467,2
tt5322168,nm0563039,Melanie Mayron,83313,1
tt5304992,nm0768957,Claire Scanlon,1296522,1
tt3841866,nm0703265,Gracia Querejeta,212674,1
tt0117221,nm0219136,Claire Denis,9888,1
tt2571502,nm1288712,Cécile Telerman,69403,1
tt1205535,nm0294505,Bart Freundlich,86203,2
tt0403455,nm0002700,Malcolm D. Lee,72024,2
tt0100049,nm0720000,Norman René,26487,2
tt0057490,nm0521334,Joseph Losey,39009,2
tt7947470,nm0824785,Paprika Steen,4458,1
tt0312843,nm0814469,Sion Sono,67075,2
tt0282768,nm0851930,Alan Taylor,47005,2
tt2797242,nm0015295,Zoya Akhtar,80386,1
tt2797242,nm0424103,Karan Johar,35736,2
tt0071396,nm0404754,Willard Huyck,686,2
tt0071396,nm0441718,Gloria Katz,687,1
tt0114323,nm0001331,Todd Haynes,16863,2
tt5691226,nm8120704,Dipendra K. Khanal,1850678,2
tt0870195,nm0007144,Santosh Sivan,37236,2
tt1554091,nm0919363,Chris Weitz,3288,2
tt0389738,nm0753912,Oskar Roehler,672,2
tt0365847,nm0867262,Stanley Tong,44916,2
tt0058888,nm0000041,Akira Kurosawa,5026,2
tt0081182,nm0851724,Bertrand Tavernier,20556,2
tt0091757,nm0000591,Roman Polanski,3556,2
tt0038823,nm0744023,Roberto Rossellini,4410,2
tt0048488,nm0439597,Phil Karlson,29907,2
tt0086410,nm0274659,Marco Ferreri,34264,2
tt0051666,nm0542649,Anthony Mann,40199,2
tt0090130,nm0671957,Arthur Penn,6448,2
tt0094056,nm0770234,Jerry Schatzberg,98199,2
tt0122648,nm0899501,Paolo Virzì,83189,2
tt0050709,nm0237836,Jean-Paul Le Chanois,37126,2
tt0040444,nm0782804,Steve Sekely,94069,2
tt0040444,nm0002134,Paul Henreid,4112,2
tt0063679,nm0678101,Giulio Petroni,32831,2
tt0216165,nm0864775,Johnnie To,25236,2
tt0026393,nm0445033,William Keighley,67426,2
tt0961066,nm0873296,Jan Troell,27014,2
tt0120679,nm0853380,Julie Taymor,16391,1
tt0092603,nm0002196,Gabriel Axel,70636,2
tt0436697,nm0001241,Stephen Frears,3224,2
tt1120945,nm1976116,Gerard Johnson,109837,2
tt0053666,nm0001031,Claude Chabrol,19069,2
tt1533749,nm0150802,Benny Chan,70109,2
tt0023960,nm0188669,John Cromwell,31497,2
tt0084267,nm0477035,Corey Yuen,35452,2
tt0085951,nm0346640,Chih-Hung Kuei,1041643,2
tt0061791,nm0842582,David Swift,29715,2
tt3488710,nm0000709,Robert Zemeckis,24,2
tt2330322,nm2804532,Christopher MacBride,1097098,2
tt0058262,nm0796923,Don Siegel,14773,2
tt4110568,nm0015295,Zoya Akhtar,80386,1
tt0102536,nm0000464,Jim Jarmusch,4429,2
tt4846232,nm1509478,Benny Safdie,227564,2
tt4846232,nm1343394,Josh Safdie,129561,2
tt2172935,nm0030735,Nimród Antal,41671,2
tt0218839,nm0001302,Christopher Guest,13524,2
tt2378281,nm0220240,Eugenio Derbez,239574,2
tt0094715,nm0005190,Garry Marshall,1201,2
tt0482473,nm0379872,Antonio Hernández,78996,2
tt0187115,nm0890060,Ram Gopal Varma,76813,2
tt1742336,nm1119645,Lynn Shelton,90492,1
tt0066093,nm0005710,William A. Fraker,12846,2
tt2036416,nm3321182,Giddens Ko,1012319,2
tt1772424,nm1701024,Nadine Labaki,53431,1
tt2103267,nm0284774,Anne Fontaine,48583,1
tt1549920,nm0453518,Jee-woon Kim,69081,2
tt0084719,nm0002086,Lucio Fulci,29433,2
tt8364368,nm0014960,Alexandre Aja,59291,2
tt5348236,nm0699095,Martin Provost,76832,2
tt1002966,nm0078704,Éric Besnard,72266,2
tt1049413,nm0230032,Pete Docter,12890,2
tt1049413,nm0677037,Bob Peterson,10,2
tt8526872,nm0108132,Craig Brewer,53267,2
tt2844798,nm0610960,Kornél Mundruczó,56206,2
tt0067361,nm0002086,Lucio Fulci,29433,2
tt0407246,nm0251774,Fernando Eimbcke,112132,2
tt0067047,nm0375224,Olle Hellbom,55006,2
tt0296845,nm0872316,Blair Treu,226552,2
tt3387266,nm1392994,Amma Asante,1193597,1
tt0067327,nm0000454,Dennis Hopper,2778,2
tt0368658,nm0264236,Richard Eyre,36693,2
tt0056141,nm0772259,John Schlesinger,19304,2
tt0245238,nm0690794,Léa Pool,135534,1
tt0372824,nm0056725,Christophe Barratier,43993,2
tt0388473,nm0464804,Satoshi Kon,40333,2
tt7158430,nm1417640,Brett Haley,932759,2
tt0128239,nm0000277,Richard Attenborough,4786,2
tt0079668,nm0000887,Harold Becker,23213,2
tt0061328,nm0521334,Joseph Losey,39009,2
tt0222851,nm0001429,Takeshi Kitano,3317,2
tt2404217,nm0945724,Takashi Yamazaki,43652,2
tt8359816,nm0516360,Ken Loach,15488,2
tt0047550,nm0850895,Frank Tashlin,47399,2
tt0060143,nm0049728,Ferdinando Baldi,41159,2
tt0079351,nm0956953,Italo Zingarelli,56721,2
tt3433358,nm0380831,Jeanne Herry,19066,1
tt0246677,nm0878756,Tom Tykwer,1071,2
tt0809407,nm1717949,Corneliu Porumboiu,109293,2
tt0020697,nm0903049,Josef von Sternberg,2891,2
tt0024747,nm0000033,Alfred Hitchcock,2636,2
tt2351310,nm1226290,Sung-su Kim,17119,2
tt6164762,nm1248824,Mark O'Rowe,77268,2
tt9234450,nm2507695,Rodrigo Sorogoyen,96690,2
tt0067814,nm0538652,Károly Makk,923620,2
tt0074258,nm0193303,Dan Curtis,29648,2
tt6116856,nm3464186,Timo Tjahjanto,235430,2
tt0086619,nm0000659,Barbra Streisand,10400,1
tt2153963,nm0326937,Miguel Gomes,150512,2
tt9684220,nm0757318,Kitao Sakurai,922344,2
tt0397619,nm1104118,Kim Ki-duk,1188,2
tt0050781,nm0216381,Jean Delannoy,70854,2
tt0070085,nm0840651,Norifumi Suzuki,95588,2
tt1850419,nm0315842,Bahman Ghobadi,54607,2
tt0089009,nm0238621,David Drury,21839,2
tt0087250,nm0958558,Andrzej Zulawski,32082,2
tt0041796,nm0542649,Anthony Mann,40199,2
tt2059255,nm1883257,Pablo Larraín,225009,2
tt1091722,nm0609549,Greg Mottola,54733,2
tt0067388,nm0764781,Richard C. Sarafian,21544,2
tt0485976,nm0150802,Benny Chan,70109,2
tt2910904,nm0602104,Jocelyn Moorhouse,3047,1
tt0795421,nm1630273,Phyllida Lloyd,71068,1
tt0304638,nm0002006,Thomas Haden Church,19159,2
tt1843287,nm0452102,Abbas Kiarostami,119294,2
tt0844319,nm0620378,Hideo Nakata,26875,2
tt0119054,nm0205157,Michael Davis,24949,2
tt5071886,nm3163794,Pa. Ranjith,1114576,2
tt1433108,nm0863387,George Tillman Jr.,66121,2
tt0385887,nm0001570,Edward Norton,819,2
tt4692234,nm0326937,Miguel Gomes,150512,2
tt0069029,nm0033005,Vicente Aranda,105153,2
tt2474958,nm2787176,Owen Harris,220702,2
tt0313670,nm0516360,Ken Loach,15488,2
tt0090142,nm0199722,Rod Daniel,64877,2
tt0035966,nm0000485,Fritz Lang,68,2
tt0055499,nm0000005,Ingmar Bergman,6648,2
tt0021542,nm0655065,Georg Wilhelm Pabst,13899,2
tt0114709,nm0005124,John Lasseter,7879,2
tt1307068,nm1032521,Lorene Scafaria,71551,1
tt0070444,nm0404606,Brian G. Hutton,54451,2
tt0079517,nm0767022,Carlos Saura,96369,2
tt0057237,nm0927090,Bo Widerberg,96934,2
tt0049006,nm0000485,Fritz Lang,68,2
tt0120824,nm0002120,Lasse Hallström,5306,2
tt5541240,nm0637497,Marti Noxon,149495,1
tt10243992,nm1257352,Julia Hart,1421414,1
tt0056331,nm0001537,Ray Milland,7124,2
tt0053226,nm0002338,Jack Clayton,25630,2
tt0026029,nm0000033,Alfred Hitchcock,2636,2
tt1658801,nm0813164,Peter Sollett,71548,2
tt0079641,nm0001348,Werner Herzog,6818,2
tt0780492,nm0337471,Joseph Greco,978850,2
tt7343740,nm3020713,Simon Bird,218948,2
tt0046353,nm0694090,Dick Powell,19328,2
tt0054936,nm0514822,Anatole Litvak,37361,2
tt2534634,nm0405605,Klaus Härö,109891,2
tt0067778,nm0001501,Louis Malle,15389,2
tt7212754,nm1397301,Anurag Basu,119819,2
tt0165874,nm0009488,Jeff Abugov,81421,2
tt2170299,nm0000867,Jason Bateman,23532,2
tt0105885,nm0237292,Anthony Drazan,1219488,2
tt4466544,nm0268999,Philippe Faucon,1100729,2
tt6927152,nm6530002,Sung-hoon Kim,1863287,2
tt1064932,nm0200702,Dany Boon,37627,2
tt0076257,nm0000484,John Landis,4610,2
tt0176250,nm0217433,Gaby Dellal,285385,1
tt0176250,nm0394280,Stephen Hopkins,2042,2
tt0176250,nm0001364,Bob Hoskins,382,2
tt1412386,nm0006960,John Madden,18844,2
tt0077288,nm0596850,Édouard Molinaro,24380,2
tt0995031,nm0698184,Priyadarshan,80387,2
tt0064952,nm0006452,Stanley Kramer,4081,2
tt1704573,nm0000500,Richard Linklater,564,2
tt0054743,nm0943758,William Wyler,10001,2
tt0991243,nm0586281,Takashi Miike,17282,2
tt5925772,nm2039170,Amal Neerad,587720,2
tt0149573,nm0080315,Mahesh Bhatt,85894,2
tt1117386,nm0467942,Jim Kouf,21155,2
tt6170954,nm2243602,Shivam Nair,1513024,2
tt0089981,nm0339264,David Greenwalt,87590,2
tt0409345,nm0528337,Jennifer Lynch,14800,1
tt0122541,nm0662529,Oliver Parker,56710,2
tt0099731,nm0772522,Volker Schlöndorff,10249,2
tt9089294,nm0994244,Noriyuki Abe,90048,2
tt0061037,nm0006615,Mauro Bolognini,227520,2
tt0061037,nm0001120,Vittorio De Sica,12329,2
tt0061037,nm0001596,Pier Paolo Pasolini,5970,2
tt1255953,nm0898288,Denis Villeneuve,137427,2
tt0100046,nm0669004,Richard Pearce,73496,2
tt1736633,nm1258686,Joachim Trier,71609,2
tt0119677,nm0449431,András Kern,64412,2
tt0119677,nm0464417,Róbert Koltai,125361,2
tt7715202,nm1436693,A.R. Murugadoss,81085,2
tt0216625,nm0359734,Michael Haneke,6011,2
tt0346631,nm0708870,Ben Ramsey,58037,2
tt6857376,nm0001770,Fisher Stevens,26473,2
tt0302674,nm0001814,Gus Van Sant,5216,2
tt0110922,nm0458251,Cédric Klapisch,17520,2
tt0056370,nm0180369,Hubert Cornfield,116133,2
tt0056370,nm0006452,Stanley Kramer,4081,2
tt0050749,nm0952761,Mario Zampi,142936,2
tt0279783,nm0576987,Fernando Meirelles,8557,2
tt0491162,nm1697112,Adam Green,70890,2
tt0491162,nm0601376,Joel David Moore,59231,2
tt0258068,nm0637518,Phillip Noyce,13015,2
tt0059619,nm0069166,Marco Bellocchio,105866,2
tt0485851,nm0497528,Jieho Lee,74872,2
tt0425235,nm0649117,Niels Arden Oplev,19346,2
tt0445922,nm0853380,Julie Taymor,16391,1
tt0050359,nm0612914,Andrzej Munk,238433,2
tt0083906,nm0001676,Nicolas Roeg,14132,2
tt0072860,nm0007181,Yash Chopra,35770,2
tt0481797,nm0000338,Francis Ford Coppola,1776,2
tt0041737,nm0180191,Henry Cornelius,107454,2
tt0183659,nm0000438,Ed Harris,228,2
tt0073541,nm0826642,Steno,67924,2
tt10199640,nm8921482,Kantemir Balagov,1705624,2
tt7758160,nm3481620,Sashi Kiran Tikka,2098924,2
tt2368553,nm0093051,Uwe Boll,23799,2
tt0061429,nm0198765,Damiano Damiani,35256,2
tt0070861,nm0125904,Leonid Bykov,1190179,2
tt0235712,nm0875468,Norio Tsuruta,58677,2
tt6285944,nm1079776,George Nolfi,1921,2
tt0038769,nm0823906,Wolfgang Staudte,14158,2
tt0066530,nm0037130,Fernando Arrabal,233493,2
tt0039748,nm0542649,Anthony Mann,40199,2
tt2226437,nm2043473,Arild Andresen,1042524,2
tt1038110,nm1954072,Jae-rim Han,1059129,2
tt0446750,nm0000425,Peter Greenaway,30309,2
tt2226417,nm1490123,James Wan,2127,2
tt2458314,nm0939147,Jing Wong,548474,2
tt5022702,nm1093039,Mike Flanagan,551463,2
tt4944658,nm1942303,Gerardo Olivares,229873,2
tt1234654,nm0000876,Noah Baumbach,5656,2
tt0081796,nm0301145,Leonid Gaidai,1190421,2
tt0081796,nm0649910,Risto Orko,1094237,2
tt0346094,nm0149196,Nuri Bilge Ceylan,56214,2
tt0265018,nm0351335,Hiroaki Gôda,98263,2
tt1485749,nm0011470,Andrew Adamson,5524,2
tt3086442,nm3868633,Severin Fiala,1347619,2
tt3086442,nm1072411,Veronika Franz,40509,1
tt0098282,nm0002137,Arthur Hiller,133259,2
tt9760504,nm1077423,Yoshiyuki Momose,1207896,2
tt0037576,nm0498174,Rowland V. Lee,30146,2
tt0053796,nm0724798,Tony Richardson,32765,2
tt1226681,nm0567680,Bruce McDonald,55189,2
tt1263750,nm0575523,Julio Medem,16435,2
tt0058700,nm0706575,Ubaldo Ragona,91788,2
tt0058700,nm0758508,Sidney Salkow,91789,2
tt0052997,nm0213136,Basil Dearden,29504,2
tt0064990,nm0000076,François Truffaut,1650,2
tt0073705,nm0000343,David Cronenberg,224,2
tt5635086,nm0497274,Francis Lee,192852,2
tt0040427,nm0921288,Alfred L. Werker,81930,2
tt0040427,nm0542649,Anthony Mann,40199,2
tt0376479,nm0000191,Ewan McGregor,3061,2
tt0095468,nm0001425,Krzysztof Kieslowski,1126,2
tt0103064,nm0000116,James Cameron,2710,2
tt0095530,nm0250489,Christine Edzard,138330,1
tt0878674,nm1049433,Lenny Abrahamson,83281,2
tt2369205,nm0804408,Erik Skjoldbjærg,95760,2
tt0289043,nm0000965,Danny Boyle,2034,2
tt0074706,nm0588964,Michael Miller,88096,2
tt0118996,nm0468007,Jan Kounen,56401,2
tt0300270,nm0551506,Lucrecia Martel,56208,1
tt0120731,nm0868153,Giuseppe Tornatore,65314,2
tt0472399,nm0922346,Simon West,12786,2
tt1023441,nm0468007,Jan Kounen,56401,2
tt0101273,nm0000382,Atom Egoyan,56205,2
tt7090638,nm0438597,Dean Kapsalis,2336590,2
tt1979388,nm0812307,Peter Sohn,21198,2
tt1650048,nm0230859,Xavier Dolan,143593,2
tt0012938,nm0939992,Sam Wood,10790,2
tt0048393,nm0000080,Orson Welles,40,2
tt0298482,nm0622112,Vincenzo Natali,5877,2
tt0028021,nm0003226,Kenji Mizoguchi,97202,2
tt0117791,nm0412465,James Ivory,54441,2
tt0069341,nm0005711,Freddie Francis,5629,2
tt0476735,nm1463981,Cagan Irmak,142857,2
tt8237172,nm1322135,Joko Anwar,121798,2
tt0109028,nm0296144,Friðrik Þór Friðriksson,6759,2
tt0382625,nm0000165,Ron Howard,6159,2
tt4450396,nm2154278,Ishi Rudell,1363227,2
tt4450396,nm2149505,Jayson Thiessen,1363226,2
tt0086874,nm0553941,Sergio Martino,21227,2
tt6385856,nm0796119,Shyamaprasad,931521,2
tt0044008,nm0221423,Brian Desmond Hurst,261224,2
tt0045094,nm0907779,Hal Walker,102601,2
tt0115067,nm0922520,Robert Jan Westdijk,91518,2
tt2085795,nm4047350,Masaya Fujimori,937799,2
tt0022485,nm0654868,Yasujirô Ozu,95501,2
tt3176980,nm5936328,Adrian Tofei,1434042,2
tt0264395,nm0001532,John McTiernan,1090,2
tt3765078,nm0003400,Joram Lürsen,54874,2
tt13722764,nm0446622,Machine Gun Kelly,1276759,2
tt13722764,nm8615156,Mod Sun,2805883,2
tt0087268,nm0849587,William Tannen,1339821,2
tt2294965,nm3202310,Katie Graham,966933,1
tt2294965,nm3268710,Andrew Matthews,1153445,2
tt0063740,nm0396136,Robert Hossein,14246,2
tt1291580,nm0001752,Steven Soderbergh,1884,2
tt0078187,nm0948991,Sôji Yoshikawa,554360,2
tt0078187,nm0652997,Yasuo Ôtsuka,929972,2
tt5439812,nm1891632,Janicza Bravo,1176379,1
tt0084867,nm0527350,William Lustig,44765,2
tt2277860,nm0004056,Andrew Stanton,7,2
tt2277860,nm0533691,Angus MacLane,7929,2
tt0071790,nm0164083,Jim Clark,8970,2
tt1959409,nm1514493,Stobe Harju,574149,2
tt1959409,nm0004161,Mark Roper,532757,2
tt0084237,nm0060072,Jules Bass,16410,2
tt0084237,nm0710230,Arthur Rankin Jr.,16411,2
tt0063206,nm0766207,Hajime Satô,571505,2
tt0193355,nm0647055,Héctor Olivera,52121,2
tt7046974,nm3292009,Hyeong-Cheol Kang,84976,2
tt0410377,nm0280814,Jennifer Flackett,66218,1
tt0410377,nm0505662,Mark Levin,66219,2
tt0039895,nm0146709,Alberto Cavalcanti,74697,2
tt2140507,nm0004234,Alfonso Gomez-Rejon,1224031,2
tt0076637,nm0283500,John Flynn,38689,2
tt0043727,nm0952761,Mario Zampi,142936,2
tt0029957,nm0719756,Jean Renoir,11528,2
tt0082464,nm0614276,Geoff Murphy,32277,2
tt1567609,nm0344496,Adrian Grunberg,589402,2
tt3146360,nm1534640,Nicolas Vanier,139818,2
tt2072220,nm0950553,Ronny Yu,17268,2
tt0089297,nm0024013,Suzana Amaral,1173933,1
tt0047417,nm0796923,Don Siegel,14773,2
tt0071690,nm0001901,Chantal Akerman,130030,1
tt5294966,nm0466153,Hirokazu Koreeda,25645,2
tt3787590,nm3273000,Max Joseph,1257827,2
tt0100161,nm0785998,Philippe Setbon,99332,2
tt0040321,nm0718321,Irving Reis,94880,2
tt0825239,nm2389602,Franck Mancuso,52343,2
tt2241116,nm0564928,Tim McCann,99859,2
tt5859238,nm0002253,John Carroll Lynch,3911,2
tt1971352,nm0957505,Craig Zobel,79434,2
tt0073864,nm0257992,Robert Enrico,32012,2
tt0052600,nm0161055,Grigoriy Chukhray,231414,2
tt0163563,nm0875354,Shin'ya Tsukamoto,58608,2
tt0090192,nm0023929,Charles Band,19707,2
tt0099763,nm0573796,John McNaughton,9200,2
tt13491620,nm0012541,Nikkhil Advani,35735,2
tt13491620,nm4075058,Avinash Arun,1348503,2
tt13491620,nm1318578,Tannishtha Chatterjee,87297,1
tt4016942,nm1556115,Susumu Kudo,571455,2
tt4016942,nm0457124,Kazuchika Kise,16142,2
tt0488478,nm0586482,Nikita Mikhalkov,82796,2
tt1798188,nm2066439,Gorô Miyazaki,1414,2
tt0079522,nm0000095,Woody Allen,1243,2
tt0096163,nm0806293,George Sluizer,18335,2
tt0159784,nm0152640,Joe Chappelle,55116,2
tt0081427,nm0873385,Massimo Troisi,67792,2
tt3845670,nm3613566,Sang-ho Yeon,939147,2
tt3398052,nm1964923,Habib Faisal,147709,2
tt0034478,nm0167241,Henri-Georges Clouzot,2559,2
tt0028201,nm0347589,Sacha Guitry,148082,2
tt7025976,nm0724938,Jean-François Richet,58324,2
tt0048535,nm0924065,Tim Whelan,71788,2
tt0087222,nm0496746,J. Lee Thompson,18669,2
tt8983202,nm9227039,Sandeep Reddy Vanga,1879517,2
tt0471359,nm1040181,Aigars Grauba,1153617,2
tt0106335,nm0000425,Peter Greenaway,30309,2
tt7690016,nm1435438,Augustine Frizzell,1285848,1
tt0845046,nm1134029,Garth Jennings,52842,2
tt0418362,nm0223522,David Dhawan,90454,2
tt0084445,nm0000338,Francis Ford Coppola,1776,2
tt0069897,nm0384335,Jack Hill,31310,2
tt0113720,nm0927090,Bo Widerberg,96934,2
tt0038990,nm0880618,Edgar G. Ulmer,5030,2
tt0038990,nm0802862,Douglas Sirk,46712,2
tt0455782,nm0791672,Richard Shepard,44740,2
tt0021079,nm0503777,Mervyn LeRoy,9054,2
tt0106307,nm0001437,Emir Kusturica,15254,2
tt12749596,nm3699074,Rob Savage,1129908,2
tt4939066,nm0497565,John H. Lee,78866,2
tt4054952,nm2951802,Tomonori Sudô,1196401,2
tt0061495,nm0006445,Éric Rohmer,28615,2
tt2357377,nm0753423,Seung-wan Ryoo,86325,2
tt0331338,nm0423428,Richard Jobson,129825,2
tt0067148,nm0052419,Yoshimitsu Banno,235715,2
tt0067148,nm0393094,Ishirô Honda,18598,2
tt6335734,nm1482702,Masaaki Yuasa,93107,2
tt0116191,nm0569790,Douglas McGrath,32983,2
tt0040418,nm0000005,Ingmar Bergman,6648,2
tt0385056,nm0000114,Steve Buscemi,884,2
tt0093754,nm0002156,Tengiz Abuladze,934994,2
tt0065820,nm0340981,Tom Gries,18592,2
tt0086946,nm0490133,Stan Lathan,60473,2
tt0077381,nm0281507,Richard Fleischer,2087,2
tt0041998,nm0000005,Ingmar Bergman,6648,2
tt0075222,nm0000316,Mel Brooks,14639,2
tt0332136,nm0432627,Gil Junger,40243,2
tt1924273,nm1027519,Javier Ruiz Caldera,114464,2
tt0756648,nm0415207,Luc Jacquet,18525,2
tt2388819,nm3312722,Mahmut Fazil Coskun,144177,2
tt0443543,nm1139726,Neil Burger,17329,2
tt0064208,nm0678101,Giulio Petroni,32831,2
tt0061680,nm0858873,Gerald Thomas,40940,2
tt0169222,nm0411002,Katsuhito Ishii,107668,2
tt0085303,nm0000877,Lamberto Bava,44955,2
tt4328934,nm3591496,Ram,1054394,2
tt0442236,nm1883257,Pablo Larraín,225009,2
tt0057697,nm0840671,Seijun Suzuki,82461,2
tt0090693,nm0001274,Paul Michael Glaser,12988,2
tt0050246,nm0027183,Michael Anderson,20412,2
tt9072352,nm4013000,Natalie Erika James,1661916,1
tt4844288,nm0590855,Kyu-dong Min,150150,2
tt0020298,nm0002233,Erich von Stroheim,8630,2
tt0020298,nm0092915,Richard Boleslawski,145968,2
tt0125454,nm0731253,John Roberts,120218,2
tt0345853,nm0423804,Jannik Johansen,68554,2
tt3253930,nm0735705,Alberto Rodríguez,6521,2
tt1714210,nm0354091,Andrew Haigh,586002,2
tt5133392,nm6592335,Ivan I. Tverdovskiy,1349251,2
tt0116250,nm0000570,Alan Parker,9168,2
tt0344604,nm0759270,Pierre Salvadori,51116,2
tt4958448,nm2091911,Alonso Ruizpalacios,1305360,2
tt0075686,nm0000095,Woody Allen,1243,2
tt0420206,nm0471086,Marco Kreuzpaintner,5192,2
tt6054290,nm1229124,Derek Tsang,125105,2
tt0471834,nm0960025,Kentarô Ohtani,114722,2
tt6999052,nm0321112,Marcel Gisler,1276281,2
tt2947832,nm1473091,Steffen Haars,147531,2
tt0815245,nm0345294,Charles Guard,81201,2
tt0815245,nm0345307,Thomas Guard,223886,2
tt1174042,nm1379002,David Robert Mitchell,558929,2
tt0066141,nm0070670,Laslo Benedek,89981,2
tt3517044,nm2381911,Jason Lew,139357,2
tt0221073,nm0231596,Andrew Dominik,37618,2
tt7095654,nm1536498,Hae-Young Lee,1293710,2
tt1700845,nm0000146,Ralph Fiennes,5469,2
tt8116428,nm1420683,Yong-hwa Kim,84969,2
tt0161860,nm0512862,Caroline Link,4522,1
tt0249241,nm0850601,Béla Tarr,85637,2
tt0249241,nm0398555,Ágnes Hranitzky,107858,1
tt1706620,nm0094435,Bong Joon Ho,21684,2
tt0066735,nm0000783,Dario Argento,4955,2
tt0030396,nm0419265,Leigh Jason,1225777,2
tt0096438,nm0000709,Robert Zemeckis,24,2
tt0081114,nm0527350,William Lustig,44765,2
tt1573482,nm1154600,Chandan Arora,122496,2
