imdbID,imdbDirectorID,DirectorName,tmdbDirectorID,Gender
tt0808279,nm0359734,Michael Haneke,6011,2
tt1107319,nm0843281,Abe Sylvia,559299,2
tt1023111,nm0905592,Jeff Wadlow,55075,2
tt3296908,nm1473428,Cédric Jimenez,1002647,2
tt2321502,nm0505075,Matthew Leutwyler,70301,2
tt2325853,nm2422911,Nicholas Gyeney,1173162,2
tt0244000,nm0562645,Les Mayfield,56911,2
tt0228786,nm0440913,Mathieu Kassovitz,2406,2
tt0258816,nm0006476,Paul McGuigan,2291,2
tt4401704,nm2428673,Wesley Chan,144282,2
tt2418558,nm1385075,Felix Fuchssteiner,239235,2
tt0042700,nm0000180,David Lean,12238,2
tt0187078,nm0784061,Dominic Sena,58498,2
tt0088044,nm0826164,Danny Steinmann,58822,2
tt0088044,nm0221265,Tom DeSimone,100616,2
tt2677722,nm1026778,Brad Furman,144221,2
tt0047682,nm0621540,Mikio Naruse,125690,2
tt0103241,nm0000568,Frank Oz,7908,2
tt0462338,nm0002120,Lasse Hallström,5306,2
tt0808399,nm0015359,Fatih Akin,5125,2
tt0808399,nm0040939,Yvan Attal,2245,2
tt0808399,nm0051157,Randall Balsmeyer,15435,2
tt6958212,nm0861610,Warwick Thornton,94342,2
tt0048975,nm0268513,John Farrow,50300,2
tt1668200,nm0660707,Gilles Paquet-Brenner,144519,2
tt0093505,nm0001031,Claude Chabrol,19069,2
tt7026672,nm1302591,Michael Sucsy,566328,2
tt0397582,nm0035404,Montxo Armendáriz,583118,2
tt7984734,nm3211470,Robert Eggers,138781,2
tt0118799,nm0000905,Roberto Benigni,4818,2
tt4042818,nm0230859,Xavier Dolan,143593,2
tt1375669,nm0645038,Lisa Ohlin,232123,1
tt1183921,nm1767218,Lee Toland Krieger,109745,2
tt1808454,nm1717924,Jan Komasa,566109,2
tt0292246,nm0080143,Bhadran,1027350,2
tt3469964,nm0521601,Ye Lou,71056,2
tt0038300,nm0562845,Archie Mayo,81165,2
tt0030442,nm0572851,Norman Z. McLeod,82389,2
tt0383020,nm0613645,Kira Muratova,257628,1
tt0060218,nm0789520,Melville Shavelson,16745,2
tt0053290,nm0896542,King Vidor,29962,2
tt0051525,nm0006452,Stanley Kramer,4081,2
tt3750872,nm0750275,Björn Runge,93237,2
tt0091886,nm0000231,Oliver Stone,1152,2
tt3037582,nm0762781,Oles Sanin,1313022,2
tt1016301,nm1618276,Luis Piedrahita,44263,2
tt1999910,nm1777967,A.L. Vijay,238340,2
tt0039036,nm0229424,Edward Dmytryk,64114,2
tt0430651,nm1749002,Gen Sekiguchi,79453,2
tt0314067,nm0135952,Nae Caranfil,55520,2
tt1456635,nm0236226,Michael Dowse,71280,2
tt2402101,nm0660707,Gilles Paquet-Brenner,144519,2
tt0066826,nm0000005,Ingmar Bergman,6648,2
tt0055310,nm0305557,Luis García Berlanga,37493,2
tt8884906,nm3030296,Argyris Papadimitropoulos,147811,2
tt3715320,nm0000095,Woody Allen,1243,2
tt9010738,nm0863477,Tony Tilse,152448,2
tt2889234,nm1326535,Sundar C.,584275,2
tt1937339,nm3292009,Hyeong-Cheol Kang,84976,2
tt0050213,nm0439597,Phil Karlson,29907,2
tt3034728,nm1430969,Arun Kumar,94284,2
tt0071797,nm0001692,Ken Russell,32327,2
tt7969836,nm0710277,Matthew Rankin,1291233,2
tt1636826,nm1294036,Nima Nourizadeh,1299380,2
tt1440741,nm0009287,Aluizio Abranches,130300,2
tt1528071,nm0014960,Alexandre Aja,59291,2
tt3697626,nm1826454,Seong-hun Kim,1135240,2
tt2101569,nm1067779,Brin Hill,238679,1
tt0808174,nm0233288,Tamar van den Dop,143010,1
tt0327679,nm0641373,Tommy O'Haver,62514,2
tt0455407,nm0252135,Breck Eisner,52609,2
tt0308644,nm0286975,Marc Forster,12995,2
tt5599818,nm0218547,Zeki Demirkubuz,145518,2
tt0075651,nm0000878,Mario Bava,25826,2
tt0075651,nm0000877,Lamberto Bava,44955,2
tt0057401,nm0005711,Freddie Francis,5629,2
tt0042509,nm0710924,Irving Rapper,93904,2
tt4643432,nm1465130,Safy Nebbou,72248,2
tt0301199,nm0001241,Stephen Frears,3224,2
tt1084019,nm0619170,Shunichi Nagasaki,77873,2
tt2870708,nm0103785,Zach Braff,5367,2
tt0366548,nm0004306,George Miller,20629,2
tt0366548,nm0171253,Warren Coleman,59767,2
tt0366548,nm0606688,Judy Morris,58063,1
tt1836099,nm4307147,Yoon Sunghyun,531737,2
tt0041154,nm0654868,Yasujirô Ozu,95501,2
tt0292242,nm0015359,Fatih Akin,5125,2
tt0239655,nm0848992,SABU,58614,2
tt1539997,nm0430485,Lal Jose,988292,2
tt1539997,nm0435050,Shaji Kailas,585406,2
tt4161564,nm0030681,Sólveig Anspach,1031204,1
tt0346723,nm0592583,Aziz Mirza,35805,2
tt0067991,nm0542702,Daniel Mann,90522,2
tt0445934,nm0330347,Josh Gordon,60922,2
tt0445934,nm0817447,Will Speck,60923,2
tt0119874,nm0001460,Mimi Leder,51984,1
tt0077369,nm0001603,Sam Peckinpah,7767,2
tt2480454,nm1933648,Dome Karukoski,88857,2
tt7342838,nm1970598,Kirill Serebrennikov,557984,2
tt0320691,nm0936482,Len Wiseman,3950,2
tt1014806,nm0001614,Lori Petty,15309,1
tt0100912,nm0353902,Gerhard Hahn,22164,2
tt0100912,nm0514226,Niki List,40905,2
tt0100912,nm0769405,Michael Schaack,56477,2
tt0075939,nm0476123,Diane Kurys,77005,1
tt0095379,nm0818547,Scott Spiegel,11641,2
tt0119381,nm0640466,Pat O'Connor,19969,2
tt0361693,nm0740400,Don Roos,57579,2
tt0279112,nm0437526,Shûsuke Kaneko,46366,2
tt0115571,nm0878638,David Twohy,28239,2
tt0428038,nm0783180,Ali Selim,107564,2
tt0008443,nm0869665,Maurice Tourneur,98043,2
tt1631707,nm2597331,Jack Heller,155945,2
tt1242432,nm0003458,Steven R. Monroe,88039,2
tt0415607,nm0006498,Majid Majidi,110695,2
tt6259380,nm3728712,Jeff Chan,227346,2
tt9877170,nm1887138,Mohit Suri,88800,2
tt1959332,nm3609341,Jen Soska,544130,1
tt1959332,nm3609300,Sylvia Soska,544134,1
tt2007387,nm1922242,Hun Jang,148747,2
tt0969268,nm1252754,Jin-pyo Park,568019,2
tt2385882,nm1992193,Denis Côté,236421,2
tt0291172,nm0201094,Jean-Pierre Dardenne,56209,2
tt0291172,nm0201095,Luc Dardenne,45138,2
tt0282778,nm0030791,Sathyan Anthikad,932585,2
tt0293191,nm0130714,Daniel Calparsoro,212687,2
tt1600524,nm0230859,Xavier Dolan,143593,2
tt3077214,nm0310673,Sarah Gavron,93288,1
tt0420251,nm0150897,Fruit Chan,56865,2
tt0420251,nm0661791,Park Chan-Wook,10099,2
tt0420251,nm0586281,Takashi Miike,17282,2
tt3374966,nm5068576,Pif,1274996,2
tt1235830,nm0973475,Javier Mariscal,588828,2
tt1235830,nm0874096,Fernando Trueba,37526,2
tt3793788,nm2034711,Will Slocombe,1266490,2
tt0272020,nm0527109,Rod Lurie,21526,2
tt10656188,nm3125415,Kimo Stamboel,235432,2
tt5637542,nm1473091,Steffen Haars,147531,2
tt0890882,nm1167412,Aleksi Salmenperä,93003,2
tt0040820,nm0001328,Howard Hawks,11435,2
tt0344854,nm0000108,Luc Besson,59,2
tt0261983,nm0026442,Brad Anderson,37948,2
tt0063032,nm0179281,Sergio Corbucci,49450,2
tt1426378,nm0315842,Bahman Ghobadi,54607,2
tt0373024,nm0003529,Dan Harris,11013,2
tt0054727,nm0858873,Gerald Thomas,40940,2
tt0054727,nm0859387,Ralph Thomas,21598,2
tt6137734,nm1220697,Ficarra,120652,2
tt6137734,nm1221522,Picone,120653,2
tt1628055,nm0359534,Don Handfield,108668,2
tt6107548,nm0304091,Nisha Ganatra,1239766,1
tt0036506,nm0003433,Carl Theodor Dreyer,11572,2
tt0976222,nm0333804,Todd Graff,18342,2
tt0099479,nm0410673,Eva Isaksen,68421,1
tt1148204,nm1429471,Jaume Collet-Serra,59521,2
tt0071141,nm0001202,Rainer Werner Fassbinder,2725,2
tt0913968,nm0151066,Peter Ho-Sun Chan,56739,2
tt0913968,nm0948145,Wai-Man Yip,76812,2
tt2140571,nm3706989,Natalie Krinsky,221158,1
tt2315152,nm3644812,Sung-hee Jo,1086497,2
tt1047011,nm1440314,Paul Andrew Williams,80384,2
tt0117628,nm0122653,Edward Burns,12833,2
tt1029234,nm1052791,Pascal Laugier,59611,2
tt0089960,nm0889513,Agnès Varda,6817,1
tt0904049,nm0814469,Sion Sono,67075,2
tt11107074,nm2568279,Kenji Nagasaki,1307036,2
tt1545759,nm0146991,Fred Cavayé,77008,2
tt0213682,nm0651915,Nagisa Ôshima,46230,2
tt8959820,nm5366274,Karthik Subbaraj,1123763,2
tt0060574,nm0772522,Volker Schlöndorff,10249,2
tt1054122,nm1589546,Kazuaki Kiriya,70212,2
tt2855648,nm1999473,Shoojit Sircar,1034447,2
tt1411238,nm0718645,Ivan Reitman,8858,2
tt0239670,nm0000894,Jean-Jacques Beineix,37451,2
tt3774694,nm0637615,Gaspar Noé,14597,2
tt5078134,nm0110300,Stéphane Brizé,7288,2
tt1872818,nm1102140,Josh Radnor,144009,2
tt7282468,nm0496969,Chang-dong Lee,96657,2
tt0396630,nm1531934,Dennis Iliadis,94108,2
tt0256739,nm0117929,Franziska Buch,65518,1
tt0100112,nm0496312,Patrice Leconte,37626,2
tt0317887,nm0014694,Karim Aïnouz,55018,2
tt2576852,nm0847223,Isao Takahata,628,2
tt0791188,nm0442887,Hirotsugu Kawasaki,80751,2
tt2328819,nm0801543,Osman Sinav,150259,2
tt0255643,nm0698184,Priyadarshan,80387,2
tt0076935,nm0945282,Yôji Yamada,72496,2
tt0050933,nm0517597,Joshua Logan,86051,2
tt0042949,nm0099589,John Boulting,112995,2
tt0042949,nm0099592,Roy Boulting,47517,2
tt0047119,nm0357891,Guy Hamilton,9915,2
tt0088074,nm0000265,Robert Altman,9789,2
tt0066612,nm0179281,Sergio Corbucci,49450,2
tt0091578,nm0001241,Stephen Frears,3224,2
tt0442207,nm0243355,Albert Dupontel,14606,2
tt0326143,nm0945674,Shigeyasu Yamauchi,81853,2
tt0367188,nm0205169,Mick Davis,59248,2
tt0045251,nm0000080,Orson Welles,40,2
tt0060479,nm0001486,Sidney Lumet,39996,2
tt0101318,nm0136021,Leos Carax,27977,2
tt3499096,nm0394280,Stephen Hopkins,2042,2
tt5838806,nm6576552,Midhun Manuel Thomas,1296663,2
tt1587309,nm0139905,Joan Carr-Wiggin,143966,1
tt0112778,nm0311508,Jeffrey Lau,57617,2
tt0118055,nm0000816,Jon Avnet,18250,2
tt0046345,nm0000005,Ingmar Bergman,6648,2
tt4288636,nm1317614,Josh Mond,1180074,2
tt0064588,nm0001202,Rainer Werner Fassbinder,2725,2
tt0070698,nm0000361,Brian De Palma,1150,2
tt0043955,nm0188669,John Cromwell,31497,2
tt0043955,nm0002072,Mel Ferrer,3754,2
tt0043955,nm0307819,Tay Garnett,74878,2
tt0068182,nm0001348,Werner Herzog,6818,2
tt0040522,nm0001120,Vittorio De Sica,12329,2
tt4572514,nm0000916,Peter Berg,36602,2
tt6270534,nm1672051,Régis Roinsard,1105712,2
tt0057935,nm0006249,Satyajit Ray,12160,2
tt3721954,nm0909532,Aisling Walsh,133873,1
tt0274428,nm0837839,Elia Suleiman,131685,2
tt0143428,nm0593014,Kenji Misumi,80702,2
tt2981768,nm3602074,Yasuhiro Yoshiura,131564,2
tt1640718,nm0021249,Roger Allers,15812,2
tt2735996,nm0170043,Isabel Coixet,90,1
tt10482504,nm0935863,Michael Winterbottom,172,2
tt0756729,nm0925234,Mike White,17735,2
tt0067482,nm0561938,Elaine May,58251,1
tt0099902,nm0955443,Yimou Zhang,607,2
tt0099902,nm0271835,Fengliang Yang,146095,2
tt0102592,nm0002083,Carl Franklin,21712,2
tt0333766,nm0103785,Zach Braff,5367,2
tt0070453,nm0001031,Claude Chabrol,19069,2
tt0068619,nm0348155,Bill Gunn,929202,2
tt0068619,nm0975333,Lawrence Jordan,1299424,2
tt0156887,nm0464804,Satoshi Kon,40333,2
tt0337103,nm0196860,Olivier Dahan,16919,2
tt3416532,nm1291105,J.A. Bayona,51894,2
tt1804508,nm0488715,Birger Larsen,47320,2
tt0095467,nm0001425,Krzysztof Kieslowski,1126,2
tt0038409,nm0727999,Arthur Ripley,31963,2
tt1260502,nm0651900,Mamoru Oshii,12180,2
tt0058450,nm0218840,Jacques Demy,24882,2
tt0090915,nm0872062,Brian Trenchard-Smith,84981,2
tt0056945,nm0598102,Mario Monicelli,32375,2
tt3203606,nm0005366,Jay Roach,6737,2
tt0116353,nm0371852,Annette Haywood-Carter,119310,1
tt8567342,nm5959869,Ena Sendijarevic,1340986,1
tt0102587,nm0847223,Isao Takahata,628,2
tt0296572,nm0878638,David Twohy,28239,2
tt2168180,nm0075644,Roberto Berliner,1029539,2
tt1595366,nm2979103,Dmitriy Dyachenko,115122,2
tt0113142,nm0437526,Shûsuke Kaneko,46366,2
tt6616800,nm2053461,B. Unnikrishnan,1089416,2
tt0145547,nm0429964,Gregor Jordan,57030,2
tt2013293,nm0594503,Hayao Miyazaki,608,2
tt1183911,nm0741262,Bernard Rose,57851,2
tt0147004,nm0379179,Mark Herman,55299,2
tt4515684,nm1717949,Corneliu Porumboiu,109293,2
tt0066471,nm0000736,Robert Aldrich,18392,2
tt0204137,nm0000114,Steve Buscemi,884,2
tt0076893,nm0718804,Mate Relja,121454,2
tt0114095,nm0902939,Daisy von Scherler Mayer,56714,1
tt0070460,nm0000076,François Truffaut,1650,2
tt2328813,nm0314516,Aleksey German,270361,2
tt1311071,nm1045865,John Krokidas,1138699,2
tt0078788,nm0000338,Francis Ford Coppola,1776,2
tt2057931,nm0408153,Markus Imboden,234103,2
tt0120449,nm0957794,Erick Zonca,19377,2
tt0086636,nm0002194,Pupi Avati,72191,2
tt0067633,nm0914386,Peter Watkins,95568,2
tt1194607,nm2420471,Karen Oganesyan,86152,2
tt0806165,nm0010012,Robert Allan Ackerman,83588,2
tt0062262,nm0375494,Monte Hellman,20921,2
tt0115940,nm0006445,Éric Rohmer,28615,2
tt0807721,nm0311700,Shira Geffen,55045,1
tt0807721,nm0449316,Etgar Keret,55046,2
tt0210070,nm0269502,John Fawcett,43,2
tt0783234,nm2200649,Gareth Lewis,77112,2
tt2576522,nm0393254,Sang-soo Hong,150975,2
tt1067733,nm0501281,Ella Lemhagen,79272,1
tt0089118,nm0541677,Robert Mandel,43786,2
tt0074653,nm0740673,Cliff Roquemore,940789,2
tt0243931,nm0711114,Steve Rash,54590,2
tt0090366,nm0000425,Peter Greenaway,30309,2
tt2386490,nm0213450,Dean DeBlois,69797,2
tt0120735,nm0005363,Guy Ritchie,956,2
tt0036092,nm0782682,William A. Seiter,108987,2
tt6535880,nm1399714,Scott Beck,1317685,2
tt6535880,nm1456816,Bryan Woods,1317686,2
tt0061747,nm0692872,Ted Post,18635,2
tt0079859,nm0526971,Michele Lupo,33806,2
tt0400525,nm0000601,Harold Ramis,1524,2
tt0083232,nm0343260,Ulu Grosbard,140354,2
tt0246464,nm0001756,Barry Sonnenfeld,5174,2
tt0032553,nm0000122,Charles Chaplin,13848,2
tt0479647,nm0134811,Erik Canuel,32868,2
tt9356952,nm3215397,Daniel Scheinert,1317730,2
tt1720616,nm0922724,Jennifer Westfeldt,119368,1
tt0073152,nm0000694,Wim Wenders,2303,2
tt0036094,nm0920074,William A. Wellman,14643,2
tt5231812,nm0347492,Alain Guiraudie,238384,2
tt0118954,nm0000095,Woody Allen,1243,2
tt3794028,nm0305368,Nicole Garcia,24485,1
tt2539482,nm1919456,Manolo Caro,2194927,2
tt0395461,nm0451592,Nacer Khemir,134101,2
tt0084777,nm0000783,Dario Argento,4955,2
tt0038700,nm0103975,John Brahm,19396,2
tt0465188,nm0187740,Emanuele Crialese,20587,2
tt1772250,nm1223381,Andrés Baiz,444720,2
tt0342735,nm0001885,Lars von Trier,42,2
tt7263664,nm0414814,Clayton Jacobson,441784,2
tt1680058,nm0161904,Giacomo Ciarrapico,227918,2
tt1680058,nm1399392,Mattia Torre,227919,2
tt0265459,nm0738796,Mark Romanek,57446,2
tt1878870,nm2609807,Kelly Fremon Craig,983909,1
tt5985720,nm1421754,K. Selvaraghavan,91628,2
tt0864770,nm0347473,Eric Guirado,53427,2
tt6324614,nm0450975,Konstantin Khabenskiy,23440,2
tt0910559,nm0246903,Doris Dörrie,18969,1
tt0058092,nm0625680,Ralph Nelson,16888,2
tt0064536,nm0001202,Rainer Werner Fassbinder,2725,2
tt0063845,nm0796073,Mikhail Shvejtser,137002,2
tt3137630,nm0315041,Ricky Gervais,17835,2
tt0071691,nm0001348,Werner Herzog,6818,2
tt0192194,nm0005101,Harmony Korine,51918,2
tt5843990,nm0225010,Lav Diaz,1051381,2
tt0765451,nm0687964,Jeremy Podeswa,88391,2
tt0834902,nm0490487,Andrew Lau,65994,2
tt5540992,nm0001661,Rob Reiner,3026,2
tt0120275,nm0006845,Sally Potter,57206,1
tt0103919,nm0741262,Bernard Rose,57851,2
tt0325734,nm0359634,Henk Handloegten,17549,2
tt0418647,nm0309691,John Gatins,53176,2
tt2272350,nm1693690,Jeremy Gardner,1159650,2
tt2192016,nm1094036,James Napier Robertson,1226684,2
tt6929642,nm3163794,Pa. Ranjith,1114576,2
tt2248944,nm0438228,Diego Kaplan,141760,2
tt0496634,nm0000365,Julie Delpy,1146,1
tt3089778,nm0378681,Hans Herbots,128612,2
tt0074896,nm0002160,Moustapha Akkad,66203,2
tt7745068,nm2568279,Kenji Nagasaki,1307036,2
tt7058080,nm2040537,Kim Farrant,219961,1
tt0042579,nm0000485,Fritz Lang,68,2
tt0325655,nm0659380,Danny Pang,21905,2
tt0325655,nm0161152,Oxide Chun Pang,31033,2
tt0072446,nm0906667,Andrzej Wajda,2801,2
tt8637428,nm2304675,Lulu Wang,1371324,1
tt1477837,nm0037708,Miguel Arteta,61069,2
tt0023686,nm0002030,George Cukor,14674,2
tt0056371,nm0000934,Bernardo Bertolucci,4956,2
tt0049012,nm0406728,Kon Ichikawa,97205,2
tt0066927,nm0005131,Norman Lear,170497,2
tt0081760,nm0581303,Kieth Merrill,75590,2
tt0079813,nm0035106,Allan Arkush,83198,2
tt0079813,nm0001102,Joe Dante,4600,2
tt0199727,nm0025823,Dominic Anciano,82804,2
tt0199727,nm0120987,Ray Burdis,82805,2
tt0249462,nm0197636,Stephen Daldry,468,2
tt0901475,nm1104118,Kim Ki-duk,1188,2
tt0086979,nm0001054,Joel Coen,1223,2
tt0086979,nm0001053,Ethan Coen,1224,2
tt0038991,nm0000080,Orson Welles,40,2
tt0790623,nm2214893,Melisa Wallack,74342,1
tt1176954,nm0099521,Bouli Lanners,47822,2
tt3622592,nm1500577,Jake Schreier,836732,2
tt0464071,nm1953633,N. Krishna,1054353,2
tt0063671,nm0000953,Peter Bogdanovich,39012,2
tt6195094,nm1052791,Pascal Laugier,59611,2
tt0049784,nm0654868,Yasujirô Ozu,95501,2
tt0421082,nm0179221,Anton Corbijn,45052,2
tt0419773,nm0678857,Christian Petzold,2332,2
tt5205210,nm0225869,Katherine Dieckmann,89395,1
tt9398640,nm0042006,Scott Aukerman,162371,2
tt1450321,nm1580671,Jon S. Baird,76965,2
tt0104839,nm0001532,John McTiernan,1090,2
tt2165735,nm0864775,Johnnie To,25236,2
tt0059079,nm0002254,King Hu,83698,2
tt0049471,nm0623768,Ronald Neame,7501,2
tt1033575,nm0668247,Alexander Payne,13235,2
tt1034385,nm1164755,Xavier Gens,18184,2
tt5460658,nm7920254,Saeed Roustayi,2370829,2
tt0119098,nm0769703,Eric Schaeffer,68185,2
tt2151915,nm3255587,Shûichi Okita,1050610,2
tt0116378,nm0001206,Abel Ferrara,39104,2
tt0462023,nm0746896,Richard Roxburgh,12206,2
tt0060794,nm0000878,Mario Bava,25826,2
tt2290397,nm1528905,Claudio Cupellini,88467,2
tt0427543,nm0853374,Sam Taylor-Johnson,1137903,1
tt0065651,nm0000076,François Truffaut,1650,2
tt0817544,nm1346562,Gina Kim,145359,1
tt0307453,nm0074426,Bibo Bergeron,65629,2
tt0307453,nm0421776,Vicky Jenson,12058,1
tt0307453,nm1224299,Rob Letterman,65630,2
tt0361818,nm0754184,S.J. Suryah,292250,2
tt0307681,nm0626090,Jack Neo,225055,2
tt0054795,nm0001603,Sam Peckinpah,7767,2
tt1609790,nm1235145,Amir Chamdin,105464,2
tt2217458,nm0000853,Bruno Barreto,69719,2
tt1441395,nm0322242,Jonathan Glazer,66728,2
tt2635622,nm0890060,Ram Gopal Varma,76813,2
tt3046062,nm1065588,João Jardim,237137,2
tt0105916,nm0638324,Colin Nutley,22323,2
tt0053717,nm0370868,Sidney Hayers,43792,2
tt0817177,nm0001661,Rob Reiner,3026,2
tt1632547,nm0814469,Sion Sono,67075,2
tt0099951,nm0575389,Peter Medak,21377,2
tt0105839,nm0007139,Hark Tsui,26760,2
tt0062480,nm0000419,Jean-Luc Godard,3776,2
tt0130827,nm0878756,Tom Tykwer,1071,2
tt0867334,nm0006959,Dan Ireland,69099,2
tt0163978,nm0000965,Danny Boyle,2034,2
tt0151691,nm0516360,Ken Loach,15488,2
tt0039677,nm0715346,Carol Reed,15378,2
tt0063991,nm0003836,Michael Powell,68424,2
tt0058135,nm0320833,Jean Girault,39138,2
tt1720182,nm3401779,Andrew Erwin,909318,2
tt1720182,nm2296528,Jon Erwin,844266,2
tt1227787,nm0098953,Rachid Bouchareb,20665,2
tt1078188,nm1259871,John Crowley,77269,2
tt0056556,nm0496746,J. Lee Thompson,18669,2
tt0162426,nm0015359,Fatih Akin,5125,2
tt0037644,nm0636494,Max Nosseck,51607,2
tt0386064,nm0437625,Je-kyu Kang,64883,2
tt0060714,nm0718554,Karel Reisz,72709,2
tt0084228,nm0000264,Pedro Almodóvar,309,2
tt0093779,nm0001661,Rob Reiner,3026,2
tt0056452,nm0718243,Harald Reinl,33542,2
tt0055024,nm0002206,Kevin Brownlow,228856,2
tt0055024,nm0597081,Andrew Mollo,1061537,2
tt5254640,nm3821224,Andrew Ahn,1554277,2
tt0074123,nm0479721,Philippe Labro,69681,2
tt0382205,nm0700090,Eros Puglielli,1014914,2
tt1964773,nm1926336,Daniel Patrick Carbone,1145328,2
tt2877108,nm5650589,Nalan Kumarasamy,1170612,2
tt0168987,nm0923768,Anne Wheeler,97773,1
tt1702014,nm2406154,Daniel Ribeiro,115174,2
tt0098360,nm0001429,Takeshi Kitano,3317,2
tt0079429,nm0853546,Lewis Teague,21819,2
tt5340300,nm0354091,Andrew Haigh,586002,2
tt5834036,nm0257471,Yan England,149828,2
tt0064132,nm0858873,Gerald Thomas,40940,2
tt1600196,nm1742427,Michaël R. Roskam,236859,2
tt0111835,nm0477035,Corey Yuen,35452,2
tt0072288,nm0001047,Michael Cimino,12114,2
tt0800325,nm0871860,Jeff Tremaine,56578,2
tt0053925,nm0000339,Roger Corman,102429,2
tt0100557,nm0894201,Michael Verhoeven,26595,2
tt0092693,nm0191109,José Luis Cuerda,19842,2
tt0044926,nm0001379,John Huston,6593,2
tt0300015,nm0299563,Tim Fywell,125544,2
tt1221188,nm0304879,Jesús Garay,131084,2
tt1001526,nm0569891,Tom McGrath,18864,2
tt3756788,nm0466153,Hirokazu Koreeda,25645,2
tt0295238,nm0589182,Rebecca Miller,41670,1
tt0034175,nm0903049,Josef von Sternberg,2891,2
tt0236640,nm0804408,Erik Skjoldbjærg,95760,2
tt0884732,nm1275670,Jeremy Garelick,59027,2
tt0787474,nm0820934,Anthony Stacchi,52691,2
tt0294252,nm1045946,Si-myung Lee,89796,2
tt0089656,nm0246903,Doris Dörrie,18969,1
tt0071788,nm0174068,Richard Compton,15959,2
tt0312773,nm0284677,José Henrique Fonseca,54974,2
tt1847731,nm1780037,Céline Sciamma,68813,1
tt4460792,nm5116688,Nick Rowland,1264777,2
tt0024264,nm0002030,George Cukor,14674,2
tt0051418,nm0947105,Irvin S. Yeaworth Jr.,56141,2
tt0051418,nm0234893,Russell S. Doughten Jr.,1023352,2
tt0396746,nm0594151,Marcus Mittermeier,39861,2
tt10717738,nm6576552,Midhun Manuel Thomas,1296663,2
tt0119780,nm0331606,Bob Gosse,36187,2
tt6121444,nm0444244,Abdellatif Kechiche,17458,2
tt0283534,nm0241090,John Duigan,72624,2
tt1828995,nm2271931,David Foenkinos,1008366,2
tt1828995,nm0283810,Stéphane Foenkinos,10907,2
tt0092576,nm0811714,Michele Soavi,87680,2
tt0300214,nm0708903,Lynne Ramsay,83287,1
tt5662932,nm0440604,Anurag Kashyap,85670,2
tt3346824,nm0357584,Bent Hamer,56377,2
tt0365289,nm0912334,Alex van Warmerdam,27875,2
tt0861689,nm0576987,Fernando Meirelles,8557,2
tt0099422,nm0000886,Warren Beatty,6449,2
tt3430548,nm0004541,David Blair,112833,2
tt0208874,nm0527109,Rod Lurie,21526,2
tt6704776,nm0850173,Mar Targarona,51896,1
tt1748278,nm1035719,Hitoshi Matsumoto,71080,2
tt0108624,nm0939147,Jing Wong,548474,2
tt0108624,nm0005033,Sammo Kam-Bo Hung,62410,2
tt5301662,nm0399737,Reginald Hudlin,68215,2
tt0057051,nm0320833,Jean Girault,39138,2
tt0093051,nm0163706,Bob Clark,12698,2
tt0094025,nm0000824,John Badham,12840,2
tt2004432,nm0572562,Greg McLean,59998,2
tt0031398,nm0828419,George Stevens,18738,2
tt0058279,nm0462030,Masaki Kobayashi,76978,2
tt6213362,nm0064741,Xavier Beauvois,72320,2
tt0059678,nm0836328,John Sturges,14520,2
tt0085234,nm0427880,David Hugh Jones,78514,2
tt0431417,nm0488715,Birger Larsen,47320,2
tt1117385,nm0006846,Ric Roman Waugh,76422,2
tt0056160,nm0299586,Zoltán Fábri,55969,2
tt10272386,nm1725469,Florian Zeller,1150548,2
tt1509787,nm1591542,Brian Crano,229380,2
tt0047572,nm0477702,Helmut Käutner,26436,2
tt6175820,nm0745131,Marc Rothemund,21737,2
tt0089832,nm0001031,Claude Chabrol,19069,2
tt3566788,nm2125482,Chloé Zhao,1395183,1
tt2358412,nm2349060,Bejoy Nambiar,557210,2
tt0339135,nm0482681,Ringo Lam,26767,2
tt2405182,nm0393345,Pirjo Honkasalo,1091507,1
tt4995790,nm1128037,Ruben Östlund,56370,2
tt0460812,nm0831847,Ed Stone,124688,2
tt0309872,nm0133899,Guillaume Canet,19866,2
tt7304824,nm2692858,Fernando González Molina,82724,2
tt0237534,nm0304521,Christophe Gans,8296,2
tt11698630,nm1738082,Dani de la Orden,1200444,2
tt0068457,nm0163706,Bob Clark,12698,2
tt0120626,nm0210218,Maria de Medeiros,2319,1
tt6400166,nm1389105,Martín Deus,1340156,2
tt0244297,nm0160952,Lyndon Chubbuck,148658,2
tt0065955,nm0027815,Roy Andersson,45791,2
tt0268995,nm0001104,Frank Darabont,4027,2
tt0093389,nm0000934,Bernardo Bertolucci,4956,2
tt0458481,nm0588340,Frank Miller,2293,2
tt0458481,nm0001675,Robert Rodriguez,2294,2
tt0037508,nm0374702,Stuart Heisler,81285,2
tt0038429,nm0718321,Irving Reis,94880,2
tt0246592,nm0698119,Greg Pritikin,82482,2
tt7131870,nm0943104,Jing Wu,78871,2
tt0485241,nm0513371,Philippe Lioret,21669,2
tt0040458,nm0828419,George Stevens,18738,2
tt0079182,nm0408076,Shohei Imamura,20025,2
tt0042477,nm0744023,Roberto Rossellini,4410,2
tt1068641,nm0037247,Guillermo Arriaga,273,2
tt2289538,nm0073384,Emmanuelle Bercot,25340,1
tt0097202,nm0000247,John Woo,11401,2
tt0480269,nm0000114,Steve Buscemi,884,2
tt2356464,nm0902290,Katja von Garnier,62872,1
