tmdb_id,imdb_id,title,production_companies
30432,tt1258120,Army of Crime,"France 3 Cinéma, CinéCinéma, France 3, CNC, Agence Nationale pour la Cohésion Sociale et l'Egalité des Chances (ACSE), Région Ile-de-France, PROCIREP, Angoa-Agicoa, Soficapital, Canal+, StudioCanal, Agat Films & Cie / Ex Nihilo, MEDIA Programme of the European Union"
60534,tt1361835,The Silence,"Lüthje & Schneider Filmproduktion, Cine Plus Filmproduktion, ZDF"
45899,tt0116851,Leila,Farabi Cinema
34594,tt0479230,Crossing Borders,Adivina Producciones S.L.
47848,tt0072037,Scent of a Woman,Dean Film
23717,tt1068956,In the Name of God,Percept Picture Company
418680,tt1653665,Goodbye Christopher Robin,"Fox Searchlight Pictures, DJ Films"
361064,tt0252388,Doktor Civanım,Uğur Film
456431,tt7322850,Raja the Great,Sri Venkateswara Creations
289984,tt4129876,Winter Potato Dumplings,"Constantin Film, Constantin Television, Bayerischer Rundfunk, ARD/Degeto Film"
85559,tt0099053,Archangel,"Ordnance Pictures, Cinephile, Winnipeg Film Group, Téléfilm Canada, The Manitoba Arts Council, The Canada Manitoba Cultural Industries Development Office (CIDO), The Canada Council For The Arts."
212721,tt1815717,Gerontophilia,"1976 Productions, New Real Films"
64635,tt1386703,Total Recall,"Total Recall, Original Film, Prime Focus, Rekall Productions"
2117,tt0426578,Sophie Scholl: The Final Days,"Goldkind Filmproduktion, Broth Film, ARD"
477428,tt1667354,The Painted Bird,"Silver Screen, Česká televize, innogy Česká republika, Directory Films, PubRes, RTVS, CertiCon, Monte Rosso Production"
25939,tt0054159,Passenger,"Zespol Filmowy ""Kamera"""
13515,tt0790686,Mirrors,"Regency Enterprises, New Regency Pictures, Luna Pictures, ASAF, Castel Film"
513111,tt6886080,To the Stars,"Northern Lights Films, Foton Pictures, Rockhill Studios, Prowess Pictures"
15813,tt0244479,Dark Blue World,"Portobello Pictures, Helkon Media, Fandango, Biograf Jan Svěrák, Česká televize, Phoenix Film Investments, Tmavomodrý svět"
4734,tt0103190,Van Gogh,Cofimage 2
9317,tt0083109,Cabbage Soup,Les Films Christian Fechner
36392,tt0097676,Kogel-mogel,"Zespól Filmowy ""Oko"""
113479,tt0079854,Every Man for Himself,"Saga-Productions, MK2 Productions, Sara Films"
78177,tt0085838,Lianna,Winwood Company
63813,tt1382339,Santosh Subramaniam,AGS Entertainment
682,tt0071807,The Man with the Golden Gun,"United Artists, Eon Productions, Danjaq"
63859,tt0066256,Pufnstuf,Sid and Marty Krofft Enterprises
411638,tt4771896,The Fury of a Patient Man,La Canica Films
11515,tt0455957,Goya's Ghosts,"Xuxa Producciones S.L., The Saul Zaentz Company, Kanzaman, Atresmedia"
31111,tt1213926,The Sicilian Girl,"R&C Produzioni, Euro Film, Roissy Films, RAI"
26865,tt0049967,X: The Unknown,Hammer Film Productions
369865,tt5086104,Chhello Divas,Belvedere Films
11427,tt0308152,Dead End,"Sagittaire Films, Captain Movies"
13830,tt0281190,Shottas,"Access Pictures, Jean Silvera Films"
378064,tt5323662,A Silent Voice: The Movie,"Kyoto Animation, ABC Animation, Kodansha, Pony Canyon, Quaras, Shochiku Co., Ltd."
7873,tt0433387,Harsh Times,Andrea Sperling Productions
28697,tt0109872,Fatal Fury: The Motion Picture,"NAS, Studio Wombat, Fuji Television Network, Pony Canyon"
13616,tt0486219,Children of Glory,"Flashback Productions, C-2 Pictures, Cinergi"
78479,tt0448909,Jackpot,Jackpot Films Oy
73818,tt1650535,The Entitled,"South Creek Pictures, Dynan Productions, Foundation Features"
506558,tt7897102,O.G.,"HBO Films, Maven Pictures"
39828,tt0116456,Young and Dangerous,"Art Top Movie Productions, Jing's Production Limited"
31936,tt0045554,Welcome Mr. Marshall!,Unión Industrial Cinematográfica
338189,tt4645368,It's Only the End of the World,"Téléfilm Canada, Sons of Manual, MK2 Productions"
463236,tt7301070,Na Maloom Afraad 2,"Excellency Films, Filmwala Pictures"
196892,tt0122234,Meeting Place,"Avala Film, Centar film, Art film 80"
19152,tt1264914,Zift,"Miramar Film, Bulgarian National Television, Bulgarian National Film Center"
497179,tt7862330,Stranger in My Pocket,"Frigo Film, BKM, Imaj Film"
44067,tt0309565,Low Heights,
240566,tt2808986,Tokyo Tribe,Nikkatsu Corporation
186929,tt1954315,Borgman,"Angel films, Graniet Film, Epidemic"
47186,tt0150143,Claire Dolan,"Serene Films, MK2 Productions"
183244,tt0114790,A French Woman,
310307,tt4276820,The Founder,"Speedie Distribution, FilmNation Entertainment, Faliro House Productions, The Combine, The Weinstein Company"
22657,tt0029855,Algiers,"United Artists, Walter Wagner Productions"
65967,tt0401488,Up and Down,
30237,tt0119079,Onegin,"CanWest Global Communications Corporationt, Onegin Productions"
9450,tt0115744,Brassed Off,"Channel Four Films, Miramax, Prominent Features"
105983,tt1925446,Once Upon a Time in the North,Yellow Film & TV
23478,tt0392465,Mozart and the Whale,"Equity Pictures Medienfonds GmbH & Co. KG II, Millennium Films"
31742,tt0055320,Il Posto,"24 Horses, Titanus"
103396,tt0050746,The Devil Strikes at Night,Divina-Film
336201,tt4636042,The Chosen Ones,"Krafty Films, Manny Films, Televisa, Canana"
330764,tt3792960,The Brand New Testament,"Caviar, Le Pacte, Climax Films, OCS, Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles, VOO, Le Tax Shelter du Gouvernement Fédéral de Belgique, Casa Kafka Pictures, Orange Studio, Fonds National de Soutien à la Production Audiovisuelle du Luxembourg, La Wallonie, Vlaams Audiovisueel Fonds, Juliette Films, Terra Incognita Films, Après le Déluge, BNP Paribas Fortis Film Finance, Belga Productions, Screen Flanders, Belga Films Fund, RTBF, BeTV"
503314,tt7961060,Dragon Ball Super: Broly,"Toei Animation, Fox International Productions, Shueisha, Fuji Television Network, Bandai Namco Entertainment"
571265,tt9507234,Digimon Adventure: Last Evolution Kizuna,"Toei Animation, Yumeta Company"
615667,tt10514222,Ma Rainey's Black Bottom,"Escape Artists, Mundy Lane Entertainment"
31451,tt0840322,Forever Strong,"Go Films, Picture Rock Entertainment"
71308,tt0099652,Ghayal,Vijayta Films
161805,tt2415964,Çanakkale 1915,Fida Film
453270,tt6802896,A Ciambra,"Haut et Court, DCM Pictures, Filmgate Films, Sikelia Productions, RT Features, Stayblack, Film i Väst, Lucana Film Commission, RAI"
267,tt0118819,Live Flesh,"France 3 Cinéma, El Deseo, CiBy 2000"
29811,tt0101649,Thalapathi,G. V. Films
361083,tt5016442,Gujjubhai the Great,PVR Pictures
44750,tt1293842,The Winning Season,"Gigi Productions, Sneaky Pete Productions"
1689,tt0107426,Little Buddha,Miramax
4266,tt0066318,The Breach,Ciné Vog Films
25157,tt0347457,Daybreak,Film i Väst
568021,tt9124428,One Love,"Ay Yapım, CJ Entertainment Turkey, MEDYAPIM"
42252,tt0074906,The Missouri Breaks,"United Artists, Devon/Persky-Bright"
18166,tt0395424,3 Needles,
9098,tt0116164,Regular Guys,Cobra Film GmbH
42454,tt0072368,"Vincent, Francois, Paul and the Others","President Produzioni, Lira Films"
55721,tt1478338,Bridesmaids,"Apatow Productions, Relativity Media"
535692,tt7605922,My Masterpiece,"Arco Libre, Hei Films, INCAA, Mediapro, Televisión Abierta"
425194,tt6153538,The Little Witch,"Claussen+Putz Filmproduktion, Zodiac Pictures, StudioCanal, SRF, Teleclub"
43519,tt0036516,We Dive at Dawn,
18320,tt0962736,The Young Victoria,GK Films
88573,tt1682186,Headshot,Office of the Contemporary Art and Culture (OCAC)
9909,tt0112792,Dangerous Minds,"Don Simpson/Jerry Bruckheimer Films, Hollywood Pictures, Via Rosa Productions"
14578,tt0125971,Outside Providence,"Eagle Beach Productions, Miramax"
348668,tt4088268,A Conspiracy of Faith,"Det Danske Filminstitut, TV 2, Film i Väst, TV4, Zentropa International Hamburg, Zentropa International Berlin, Zentropa International Norway, ZDF, TV 2, Zentropa Entertainments"
402,tt0103772,Basic Instinct,"Carolco Pictures, StudioCanal"
55130,tt0339535,The Professional,Vans
329020,tt3454574,Extraordinary Tales,"Melòn Digital, R&R Communications, The Big Farm, Melusine Productions"
535356,tt6704898,Elisa & Marcela,"Lanube Películas, Axencia Galega das Industrias Culturais (AGADIC), ICEC, Rodar y Rodar, TV3, Zenit Television, Zenit"
41792,tt0102817,Rubin & Ed,Working Title Films
49842,tt0039739,Quai des Orfèvres,Majestic Films
31656,tt0072274,Thieves Like Us,"Jerry Bick, George Litto Productions"
264644,tt3170832,Room,"Elevation Pictures, Téléfilm Canada, Element Pictures, FilmNation Entertainment, No Trace Camping, Film4 Productions, Screen Ireland"
58235,tt1587828,Confessions of a Brazilian Call Girl,"Teleimage, Damasco Filmes, TV Zero, Rio Filme"
11858,tt0110971,Renaissance Man,"Cinergi Pictures Entertainment, Touchstone Pictures"
38453,tt0021668,The Black Camel,Fox Film Corporation
205017,tt2224317,Lootera,"Balaji Motion Pictures, Phantom Films"
15761,tt0296574,Company,RGV Film Factory
720755,tt8980602,The Kid Detective,"Woods Entertainment, JoBro Productions"
450487,tt6418778,Fast Color,"LD Entertainment, Codeblack Films, Original Headquarters"
112674,tt0030018,The Cowboy and the Lady,Samuel Goldwyn Productions
34615,tt0112749,"Cry, the Beloved Country","Alpine Pty Limited, Distant Horizon, Miramax"
245844,tt2616810,Blind,"Lemming Film, Motlys"
497863,tt8122018,"Happy New Year, Colin Burstead",Rook Films
79824,tt2115388,Love Is Not Blind,Perfect World Pictures
77805,tt1426329,Lovelace,"Helios-Filmproduktion, Animus Films, Millennium Films"
32604,tt0463381,Transylvania,"Princes Films, Pyramide Productions, TPS Star, Soficinéma 2, CNC, Canal+"
60287,tt0078389,The Thirty Nine Steps,
1959,tt0120257,Swept from the Sea,"Tapson Steel Films Productions, TriStar Pictures, Phoenix Pictures"
46428,tt0373856,Gangaajal,
532869,tt8094252,NGK,"Dream Warrior Pictures, Reliance Entertainment"
319369,tt0263273,Dila Hanım,
7508,tt0986264,Taare Zameen Par,"Aamir Khan Productions, PVR Pictures"
18619,tt0783522,Ghetto,"Dragon Cine Venture Image Entertainment, Lithuanian Film Studio"
535369,tt8665746,RX 100,Kartikeya Creations Works
42713,tt0062425,Up the Down Staircase,Park Place Production
74578,tt0217119,A Matter of Taste,
188761,tt1847746,The German Doctor,"Wanda Films, Pyramide Productions, Dreamer Joint Venture Filmproduction"
23619,tt1320297,We Can Do That,Rizzoli Film
26567,tt0414344,The War Within,
297222,tt2338151,PK,"Rajkumar Hirani Films, Vinod Chopra Films, UTV Motion Pictures"
31662,tt0118564,Affliction,"JVC, Kingsgate Films, Largo Entertainment"
513310,tt7638348,Boss Level,"WarParty Films, Scott Free Productions, Highland Film Group, Ingenious Media, Paradox Film Group, EFO Films, Big Red Films, Diamond Film Productions, Edver Films, Orca Entertainment Group, River Bay Films, The Fyzz"
75562,tt2036388,Shun Li and the Poet,"JOLEFILM, RAI"
137193,tt1891845,The Day of the Crows,"Finalement, Walking The Dog, uFilm, Max Films Productions, Melusine Productions, Gébéka Films, Région Rhône-Alpes, Vezon Investissements, CNC, Canal+, Ciné+, Film Fund Luxembourg, Téléfilm Canada, SODEC, Cofinova 6, Société Radio-Canada, Cofinova 7, La Région Île-de-France, MEDIA Programme of the European Union, Région Poitou-Charentes, Département de la Charente, PROCIREP, Angoa-Agicoa, Umedia"
76996,tt0116931,Love and Other Catastrophes,"Beyond Films, New Vision Films, Screwball Five"
17358,tt1092016,My Name Ain't Johnny,Atitude Produções e Empreendimentos
245859,tt2141751,God Help the Girl,"HanWay Films, Barry Mendel Productions, British Film Company"
39857,tt0103743,The Untold Story,Uniden Investments Limited
276401,tt1531924,The Disappearance of Eleanor Rigby: Him,"Dreambridge Films, Unison Films, Myriad Pictures, Kim and Jim Productions, Division Films"
42145,tt0082173,Choice of Arms,"Sara Films, Parafrance"
62214,tt1142977,Frankenweenie,Tim Burton Productions
18153,tt0161216,Steal This Movie,Ardent Films
12205,tt0308379,Dark Water,"Office Augusta Co. Ltd., Nikkatsu Corporation, Oz Company, Kadokawa Shoten, Nippon Television Network Corporation, VAP"
487611,tt7799386,Conviction,"Delante Films, Umedia, CNC"
398421,tt5514296,My Stupid Boss,Falcon Pictures
503235,tt8434380,Hidden Man,Gravity Pictures
140212,tt2468774,Confession of Murder,"Dasepo Club, Showbox"
227975,tt2199543,Futuro Beach,"Detailfilm, Coração da Selva, Hank Levine Film, Watchmen Productions"
129850,tt2106741,The Bullet Vanishes,Emperor Motion Pictures
28249,tt0011904,The Ace of Hearts,Goldwyn Pictures Corporation
28478,tt1166810,Fat People,Tesela Producciones Cinematográficas
12480,tt0211387,Water Drops on Burning Rocks,"Studio Images 6, Fidélité Productions, Les Films Alain Sarde, Euro Space"
255647,tt1801071,See You in Montevideo,Intermedia Network
17347,tt1094241,Bride Flight,Samsa Film
69499,tt1379228,Naan Kadavul,Vasan Visual Ventures
373226,tt3662308,Belzebuth,"Pastorela Películas, Fondo de Inversión y Estímulos al Cine (FIDECINE)"
85556,tt0098368,Speaking Parts,"Academy Pictures, Ego Film Arts"
472805,tt7260048,Outside In,Duplass Brothers Productions
244264,tt2034031,Laggies,"Anonymous Content, Merced Media Partners, PenLife Media"
53872,tt0025101,Fashions of 1934,First National Pictures
449924,tt2076298,Ip Man 4: The Finale,"Mandarin Motion Pictures Limited, Tin Tin Film Production Limited, Well Go USA Entertainment"
575198,tt9663702,The Secret Men Club,Oscar Production & Distribution
11605,tt0057254,The List of Adrian Messenger,Joel Productions
44381,tt0113932,Napoleon,"Adelaide Motion Picture Company, Australian Film Finance Corporation, Film Australia, Furry Feature Films, Herald Ace, Nippon Herald Films, Samuel Goldwyn Company, Pacific Link Communications Japan, Fuji Television Network"
32015,tt0058604,I Am Cuba,"ICAIC, Mosfilm"
375262,tt5083738,The Favourite,"Waypoint Entertainment, Element Pictures, Scarlet Films, Film4 Productions, Fox Searchlight Pictures"
9545,tt0108171,Sniper,"TriStar Pictures, Iguana Producciones, Baltimore Pictures, Sniper Productions"
56743,tt1575539,Elena Undone,"FilmMcQueen, Soul Kiss Films"
42002,tt0090644,Anguish,"Samba P.C., Luna Films, Pepon Coromina"
362178,tt4613272,Kaili Blues,"Heaven Pictures (Beijing) The Movies Co., China Film (Shanghai) International Media Co., Blackfin (Beijing) Culture & Media Co."
211819,tt0110942,Raja Babu,
25048,tt1437849,Le Donk & Scor-zay-zee,
8353,tt0022080,Limite,Cinédia
42832,tt0118764,The Boys,"Gouvernement Canadien, Fonds de télévision et de câblodistribution pour la production d'émissions canadiennes, Gouvernement du Québec, Melenny Productions, Super Écran, Téléfilm Canada"
50204,tt1320239,Burke & Hare,"Quickfire Films, Ealing Studios, Fragile Films, Aegis Film Fund, Prescience"
51857,tt0074360,Cría cuervos…,Elías Querejeta Producciones Cinematográficas S.L.
10226,tt0338095,High Tension,"Lionsgate, Alexandre Films, EuropaCorp"
1416,tt0341384,The Coast Guard,"Prime Entertainment, Korea Pictures, LJ Film"
19644,tt0387596,Silmido,Hanmac Films
537526,tt8726116,A Land Imagined,"Films de Force Majeure, MM2 Entertainment, Volya Films, Akanga Film Asia"
53486,tt0772105,The Family Friend,
12130,tt0855824,I Don't Want to Sleep Alone,"Soudaine Compagnie, Homegreen Films, New Crowned Hope, EMI Music Taiwan, Dama Orchestra Malaysia, Government Information Office of the Republic of China, CNC"
358430,tt3814316,The New Kid,"D8 Films, Récifilms, Cinéfrance 1888, Mars Films"
10728,tt0016847,Faust,UFA
8618,tt0464049,The History Boys,"DNA Films, BBC Films, UK Film Council"
14608,tt0213985,Partition,Khussro Films
50225,tt0201899,A Rumor of Angels,CineTel Films
19833,tt1226774,In the Loop,"Aramid Entertainment Fund, BBC Films"
1622,tt0415932,Lemming,Diaphana Films
36872,tt0054144,When a Woman Ascends the Stairs,Toho Co.
8267,tt0482901,The Pope's Toilet,"O2 Filmes, Chaya Films, Laroux-Ciné"
641304,tt10834986,Gumnaami,SVF Entertainment
10319,tt0080149,Woyzeck,"Werner Herzog Filmproduktion, ZDF"
57106,tt1495823,Freedom,"Princes Production, France 3 Cinéma, Rhône-Alpes Cinéma"
30017,tt0100234,Close-Up,Kanoon
45156,tt1440161,A Little Bit of Heaven,"MJW Films, Davis Entertainment, The Film Department"
3865,tt0452971,Dark Blue Almost Black,Tesela Producciones Cinematográficas
266294,tt1850457,Sisters,Little Stranger
76117,tt0048432,Not as a Stranger,"Stanley Kramer Productions, United Artists"
59917,tt0065579,Cotton Comes to Harlem,Formosa Productions
92312,tt0064240,Django the Bastard,"Società Europea Produzioni Associate Cinematografiche, Tigielle 33"
15720,tt0265307,The Man from Elysian Fields,"TVA International, CineSon Entertainment, Fireworks Pictures, Gold Circle Films, Pfilmco, Shoreline Entertainment"
18317,tt0103129,Truly Madly Deeply,"Winston, BBC Films"
11848,tt0047834,Animal Farm,Halas and Batchelor Cartoon Films
26232,tt0477916,Viva Cuba,Quad Productions
59388,tt0087020,Calamari Union,Villealfa Filmproductions
21733,tt0093015,Dragons Forever,"Golden Way Films Ltd., Golden Harvest Company Ltd., Paragon Films Ltd."
1567,tt0157016,I Stand Alone,"Canal+, Les Cinémas de la Zone, Love Streams Productions"
24092,tt0362387,2LDK,"Times In, DUEL Film Partners, Micott"
18421,tt0498097,Climates,"Pyramide Films, Imaj, Co Production"
76784,tt1307859,All Stars 2: Old Stars,"All Yours Film, M&B FILM3 BV"
444431,tt6896536,Foxtrot,"Spiro Films, A.S.A.P, Pandora Film, ARTE, ARTE France Cinéma, Bord Cadre Films, CNC, Deutscher Filmförderfonds, ZDF, FFA, Medienboard Berlin-Brandenburg"
30548,tt0421090,Zerophilia,Microangelo Entertainment
30691,tt1567448,Yahsi Bati - The Ottoman Cowboys,"CMYLMZ Fikirsanat, Böcek Yapım, Fida Film"
11606,tt0345549,Last Life in the Universe,"Cinemasia, Bohemian Films"
4375,tt0061647,Triple Cross,Cineurop
488445,tt6143422,Kadvi Hawa,"Drishyam Films, Akshay Parija Productions, Eleanora Images Private Limited, Seek Red"
454983,tt3799232,The Kissing Booth,Komixx Entertainment
451955,tt6367558,Double Lover,"Mars Films, FOZ, Mandarin Cinéma"
10421,tt0054949,War of the Buttons,Les Productions de la Guéville
595975,tt9172422,La Belle Époque,"Les Films du Kiosque, Pathé, Orange Studio, France 2 Cinéma, Umedia, Hugar Prod, Fils"
22924,tt0042206,Armored Car Robbery,RKO Radio Pictures
349067,tt4823434,Tigers Are Not Afraid,"Peligrosa, Filmadora Nacional"
10954,tt0109771,Farinelli,"MG, Stéphan Films, Italian International Film"
214069,tt3102906,When Evening Falls on Bucharest or Metabolism,"Les films du Worso, 42 Km Film"
315205,tt5480782,Good Manners,"Dezenove Som e Imagem, Urban Factory, Good Fortune Films, Globo Filmes"
48487,tt1380799,Habermann,"Universal Production Partners, Art Oko Film, KN Filmcompany, Entertainment Value Associates, ZDF"
4997,tt0335563,Wonderland,Lions Gate Films
21566,tt0117437,Raja Hindustani,Cineyugg Entertainment Pvt. Ltd.
9960,tt0057261,Lord of the Flies,Two Arts Ltd.
3079,tt0050280,The Curse of Frankenstein,Hammer Film Productions
8951,tt1093382,Don't Think About It,"ITC Movie, Pupkin Production, 01 Distribution"
426253,tt5770620,The Lovers,A24
532444,tt7938092,On Your Wedding Day,"Filmmaker R&K, filmK, Megabox Plus M"
20431,tt0794338,Sakuran,Fellah Pictures
298729,tt3825738,Do You See Me?,"Italian International Film, 01 Distribution, RAI"
46705,tt1120985,Blue Valentine,"Cottage Industries, Incentive Filmed Entertainment, Silverwood Films, Hunting Lane Films, Chrysler Corporation, Shade Pictures, Motel Movies"
1628,tt0055032,Jules and Jim,"Les Films du Carrosse, Sédif Productions (as S.E.D.I.F.)"
43090,tt1376195,Gunless,"Alliance Films, Rhombus Media, Brightlight Pictures, Téléfilm Canada, Corus Entertainment, Astral Media, The Harold Greenberg Fund, Gunless Productions"
253154,tt3331028,Imperial Dreams,Super Crispy Entertainment
319373,tt4298958,Sweet Bean,"AEON ENTERTAINMENT CO.LTD, The Asahi Shimbun"
22073,tt0119311,Hoodlum,United Artists
40895,tt1092021,The Investigator,Fastnet Films
50476,tt0380689,Untold Scandal,Bom Film Productions
39141,tt0271219,Tadpole,"Dolly Hall Productions, IFC Productions, InDigEnt (Independent Digital Entertainment), Miramax"
10918,tt0298504,Undertaking Betty,"Spice Factory, Snowfall Films, Great British Films, Miramax"
11537,tt0078252,Snake in the Eagle's Shadow,Seasonal Film Corporation
352179,tt3661298,Septembers of Shiraz,"Eclectic pictures, AMBI Group"
10313,tt1234548,The Men Who Stare at Goats,"Ruby Films, BBC Films, Smoke House Pictures"
539445,tt8917752,Joy,"Freibeuterfilm, ORF"
479306,tt7431894,Never Say Die,"Fun Age Pictures, New Classics Media"
330982,tt2815902,The Childhood of a Leader,"Hepp Film, Bow + Arrow Entertainment, Filmteam, Bron Capital Partners"
69579,tt0067434,My Dear Killer,B.R.C. Produzione S.r.l.
13279,tt0947802,Lakeview Terrace,"Screen Gems, Overbrook Entertainment"
665888,tt11540272,Lapsis,Couple 3 Films
1697,tt0780180,Grave Decisions,"Roxy Film, ARD"
33391,tt0024968,Charlie Chan in London,Fox Film Corporation
24574,tt0758017,Steel Toes,Galafilm Productions
86825,tt1682180,Stoker,"Fox Searchlight Pictures, Indian Paintbrush, Scott Free Productions"
45874,tt0073559,Posse,"Zeeuwse Maatschappij N.V., Bryna Productions"
422929,tt6229786,Roza of Smyrna,"OTE TV, Feelgood Entertainment, Greek Film Centre, Argonauts Productions S.A."
10867,tt0213847,Malena,"Miramax, Medusa Produzione"
1609,tt0238660,There's Only One Jimmy Grimble,"Sarah Radclyffe Productions Limited, Impact Film & TV, Arts Council of England, Impact Pictures, Pathé Pictures International, Canal+"
156,tt0329767,Wilbur Wants to Kill Himself,"Les Films du Losange, Nordisk Film, Scottish Screen, TV 2, The Glasgow Film Fund"
193197,tt2198161,Seethamma Vakitlo Sirimalle Chettu,Sri Venkateswara Creations
49964,tt0093342,Where Is My Friend's House?,"Kanoon, Farabi Cinema"
62255,tt1414378,Tracker,"T.H.E. Films, Phoenix Wiley, Eden Films"
234961,tt0183570,I Neraida Kai to Palikari,Finos Film
22356,tt0039152,Angel and the Badman,Republic Pictures
13252,tt0896798,Cleaner,"Nu Image, Anonymous Content, Millennium Films"
3686,tt0058751,Winnetou: The Red Gentleman,"Jadran Film, Société Nouvelle de Cinématographie, Atlantis Film, Rialto Film Preben-Philipsen"
193440,tt0419787,Hamam in Amsterdam,
281992,tt3711164,Sathuranga Vettai,Manobala's Picture House
17263,tt0133985,A Murder of Crows,"Trilogy Entertainment Group, Motion International, Goodbros. Pictures Entertainment"
32082,tt0067217,The Hospital,Simcha Productions
434080,tt6136778,Double Date,"Dignity Film Finance, Merrymeet Films, Stigma Films"
356399,tt4949324,Mohalla Assi,Crossword Entertainment PVT LTD
109391,tt1618445,The We and the I,"Partizan, Jouror Productions, Next Stop Production"
136527,tt0364303,Dev,
12576,tt0286306,Deathwatch,"Q&Q Medien, Portobello Pictures, Bavaria Film, Odyssey Entertainment, ApolloMedia Distribution, Film and Music Entertainment (F&ME)"
9254,tt0278815,"If It Don't Fit, Use a Bigger Hammer",
19140,tt0035211,The Pride of the Yankees,Samuel Goldwyn Productions
117974,tt2023690,Sightseers,"Big Talk Productions, StudioCanal, British Film Institute, Film4 Productions"
428568,tt1068664,The Third Day,
47089,tt0379199,The Middle of the World,
67794,tt0084058,Heat and Dust,Merchant Ivory Productions
371743,tt4532818,Sophie and the Rising Sun,Sophie Film
36108,tt0973844,To Each His Own Cinema,"Elzévir Films, Cannes Film Festival"
25918,tt0041239,Champion,"Stanley Kramer Productions, Screen Plays, United Artists"
180651,tt2828840,Fists of Legend,Cinema Service
180900,tt2347144,Shield of Straw,"Nippon Television Network Corporation, OLM"
513,tt0116308,Fire,"Kaleidoscope Entertainment, Trial by Fire Films"
381890,tt4701660,The Mermaid,"China Film Group, Edko Films Ltd."
254736,tt3284178,"Arabian Nights: Volume 1, The Restless One","Shellac Sud, Komplizen Film, Box Productions, O Som e a Fúria"
158743,tt2007360,Computer Chess,Computer Chess
43939,tt1356864,I'm Still Here,They Are Going To Kill Us Productions
69661,tt0362548,Dhool,
696374,tt11316854,Gabriel's Inferno,PassionFlix
429417,tt5516328,Ghost Stories,"Lionsgate, Warp Films, Altitude Film Entertainment, Catalyst Global Media, IFC Midnight"
617385,tt10709232,Hero,KJR Studios
245692,tt2177827,The Search,"France 3 Cinéma, Wild Bunch, La Petite Reine, Ciné+, Orange Studio, La Classe Américaine, SofiTVCiné, Sarke Studio, NJJ Capital, Westart Invest, Canal+, France Télévisions"
868,tt0468565,Tsotsi,"Movieworld Productions, Industrial Development Corporation of South Africa, UK Film & TV Production Company, National Film & Video Foundation of South Africa"
82028,tt2114358,Black Out,"Nederlands Fonds voor de Film, Hazazah Pictures, CoBo Fonds, Inspire Pictures, BNN, Orange Film"
61202,tt1562872,Zindagi Na Milegi Dobara,"UTV Motion Pictures, Excel Entertainment, Eros International, Kanzaman"
13834,tt0384699,Missing in America,Angel Devil Productions
52264,tt1673702,A Cat in Paris,"Folimage, Digit Anima, France 3 Cinéma, Gébéka Films"
1901,tt0385267,In Good Company,Depth of Field
481984,tt7080960,Michael Inside,"Blank Page, Subotica Entertainment"
89199,tt0066482,Trash,Filmfactory
41110,tt1226236,I Am Love,RAI
69729,tt0056845,Magnet of Doom,"Sicilia Cinematografica, Spectacles Lumbroso, Ultra Film"
13633,tt0085210,Bad Boys,EMI Films
18707,tt0090342,"Twinkle, Twinkle, Lucky Stars",Paragon Films Ltd.
118632,tt0116407,Ghatak,
887,tt0036868,The Best Years of Our Lives,"Samuel Goldwyn Productions, RKO Radio Pictures"
128206,tt2181831,Shahid,"Anurag Kashyap Films, Bohra Bros Productions, Paramhans Creations"
503838,tt7363076,Raid,"Panorama Studios, T-Series"
9977,tt0115886,Children of the Revolution,"Australian Asset Securities Limited, Rev Kids, Australian Film Finance Corporation"
467263,tt6695212,Wajib,"Klinkerfilm, Ape&Bjørn, Philistine Films, Ciudad Lunar, JBA Production, Cactus World Films, Metafora Productions, Snowglobe"
22257,tt0083271,Vabank,"Zespól Filmowy ""Kadr"""
458302,tt6741368,"Remi, Nobody's Boy","Mars Films, TF1 Studio, TF1 Films Production"
1672,tt0082949,The Professional,
11000,tt0115685,The Birdcage,United Artists
28504,tt0058606,Spider Baby,Lasky-Monka
102489,tt0176422,Alice and Martin,"Les Films Alain Sarde, France 2 Cinéma"
17278,tt0061931,Mad Monster Party?,"Rankin/Bass Productions, Videocraft International, Embassy Pictures Corporation"
656007,tt8983166,Panga,Fox Star Studios
408921,tt6340112,Bogan,Prabhu Deva Studios
434714,tt5978724,My Days of Mercy,"Great Point Media, Killer Films, Lexis Media"
64316,tt0078517,Warriors Two,Golden Harvest Company Ltd.
244786,tt2582802,Whiplash,"Bold Films, Blumhouse Productions, Right of Way Films"
79785,tt0080842,Harlequin,"Farflight Investments, The Australian Film Commission, The Western Australian Film Council, ACE Theatres, The Greater Union Organisation Pty. Ltd., Caidin Film Co."
38621,tt0119125,Firelight,"Wind Dancer Productions, Hollywood Pictures"
330697,tt3544218,Belgica,"Topkapi Films, Menuet, Pyramide Productions"
14076,tt1038915,Shoot on Sight,"Aron Govil Productions, Cine Boutique Entertainment"
116488,tt2173264,All About My Wife,"Zip Cinema, Next Entertainment World, Soo Film, Daemyung Culture Factory"
78642,tt0887769,Kerala Varma Pazhassi Raja,Sree Gokulam Movies
38463,tt0036709,Charlie Chan in The Chinese Cat,Monogram Pictures
16391,tt0039192,Black Narcissus,"The Archers, J. Arthur Rank Organisation"
530588,tt7345930,Abrahaminte Santhathikal,Goodwill Entertainments
