tmdb_id,imdb_id,title,production_companies
220447,tt2630336,Black Butler,Tohei
43873,tt0027489,César,Les Films Marcel Pagnol
56287,tt0050817,Scandal in Sorrento,Titanus
412363,tt5991206,The Wedding Plan,Norma Productions
79767,tt0359254,Rolling Family,
9457,tt0118956,Deep Rising,"Calimari Productions, Hollywood Pictures, Cinergi Pictures Entertainment"
40580,tt1210837,"Hello, Schoolgirl","Chungeorahm Film, CJ Entertainment"
46091,tt0086477,The Three Veterans,Filmové studio Barrandov
463257,tt4364194,The Peanut Butter Falcon,"Armory Films, Roadside Attractions, Endeavor Content, Bona Fide, Lucky Treehouse"
382475,tt5160154,The Pass,Toledo Productions
413594,tt5544384,Sword Art Online: The Movie - Ordinal Scale,A-1 Pictures
44164,tt0265116,Chaos,
29260,tt0041983,Trapped,Eagle-Lion Films
554805,tt9099938,Kingdom,Toho Co.
14349,tt0888693,Sleepwalking,"Icon Entertainment International, Denver and Delilah Productions, FilmEngine, Infinity Features Entertainment"
28763,tt0060548,Island of Terror,"Planet Film Productions, Protelco"
25968,tt1068678,Veronika Decides to Die,"Velvet Steamroller Entertainment, Future Films, Muse Productions, PalmStar Media, Das Films"
100975,tt0162236,Just Looking,"Camellia Productions, Sweetland Films"
151227,tt0102421,Mother,"AMLF, TF1 Films Production"
659098,tt10869474,Safe,
33828,tt0205735,Criminal Lovers,"Fidélité Productions, ARTE France Cinéma, StudioCanal, Euro Space"
406042,tt5472758,Happy Bhag Jayegi,"Eros International, Colour Yellow Productions"
458,tt0049762,Sissi: The Young Empress,Erma-Film
8055,tt0976051,The Reader,"The Weinstein Company, Filmstiftung Nordrhein-Westfalen, Mirage Enterprises, Mitteldeutsche Medienförderung (MDM), Studio Babelsberg, FFA, Deutscher Filmförderfonds, Medienboard Berlin-Brandenburg, ARD"
10691,tt0250224,Crazy/Beautiful,"Touchstone Pictures, Ufland"
71632,tt0187601,The Escort,"Renn Productions, France 3 Cinéma, Pathé, CNC, Canal+"
15264,tt0037343,Tall in the Saddle,RKO Radio Pictures
382127,tt4511200,Manifesto,"Bayerischer Rundfunk, Schiwago Film"
310567,tt2614722,Umrika,Samosa Stories Private Limited
41927,tt0100822,Tune in Tomorrow...,"Odyssey, Polar Entertainment Corporation"
14510,tt0091083,From Beyond,"Taryn Prov, Empire Pictures"
21296,tt0044789,Kansas City Confidential,Associated Players & Producers
67884,tt1705786,Chinese Take-Away,
428836,tt5690810,Ophelia,"Bobker / Kruger Films, Covert Media, Forthcoming Films, Bert Marcus Film"
2675,tt0286106,Signs,"Touchstone Pictures, Blinding Edge Pictures, The Kennedy/Marshall Company"
16083,tt0432289,First Snow,"Yari Film Group, Furst Films"
95043,tt0095012,The Devil,Zespol Filmowy
41271,tt1454910,Copacabana,Avenue B Productions
44587,tt0118200,X: The Movie,"Bandai Visual, Marubeni, Victor Entertainment, Shelty Company Limited, Madhouse, Kadokawa Shoten"
12919,tt0092718,Can't Buy Me Love,"Silver Screen Partners II, Apollo Pictures, Touchstone Pictures"
349498,tt4195368,Flying Colors,Toho Co.
21793,tt0092752,The Chipmunk Adventure,"Bagdasarian Productions, Samuel Goldwyn Company"
30043,tt0436639,Green Chair,Park Chul-Soo Films Ltd.
398929,tt5657028,Alibi.com,"Fechner Films, TF1 Droits Audiovisuels, StudioCanal, TF1 Films Production"
194522,tt2198235,Monsoon Shootout,"DAR Motion Pictures, Sikhya Entertainment"
60592,tt1699491,The Importance of Tying Your Own Shoes,"Sonet Film, Filmgården, Hob, TV4, Nordisk Film Post Production, Europa Sound Production"
72987,tt0120835,A Soldier's Daughter Never Cries,"Capitol Films, British Screen Productions, Merchant Ivory Productions"
36046,tt0410454,The Work and the Glory,Manchester Pictures
43487,tt0039090,No Regrets for Our Youth,Toho Co.
375282,tt0022251,Pardon Us,Hal Roach Studios
351809,tt3655414,To Steal from a Thief,"Vaca Films, Morena Films, Telefónica Studios, Invasor Producción, K & S Films, Mare Nostrum Productions, Fox International Productions, Mediaset España, Movistar+, Canal+ España, Eurimages, ICAA, INCAA, Ibermedia, Canal+, Telecinco Cinema, Telefe"
565720,tt4169146,Give Me Liberty,Give Me Liberty Productions
426030,tt4538916,Finding Your Feet,"Powderkeg Pictures, Eclipse Films, Catalyst Global Media"
20969,tt0492650,The Art of Seduction,Showbox
70089,tt0240425,Comet in Moominland,"Telecable Benelux B.V., Shochiku Co., Ltd."
61237,tt0069159,"A Reason to Live, a Reason to Die",Atlántida Films
286301,tt3561348,The Dinner,"Rodeo Drive, RAI"
64736,tt0813541,Питер FM,
5622,tt0087188,And the Ship Sails On,"Societa Investimenti Milanese (S.I.M.), Vides Produzione, Gaumont, RAI"
14320,tt0038574,Great Expectations,Cineguild
84201,tt1570583,For Ellen,"DeerJen, RCR Media Group"
667995,tt11697832,DAU. Natasha,"Phenomen Films, Phenomen Berlin Filmproduktions (DE), Phenomen Ukraine"
36916,tt0038182,The Men Who Tread on the Tiger's Tail,Toho Co.
170125,tt2387806,The Girl with Nine Wigs,ARD
17591,tt0048990,The Battle of the River Plate,The Archers
641,tt0180093,Requiem for a Dream,Artisan Entertainment
105526,tt2066176,Any Day Now,PFM Pictures
9075,tt0389557,Black Book,"Studio Babelsberg, Motel Films, Motion Investment Group, Egoli Tossell Film, Nederlands Fonds voor de Film, uFilm, Le Tax Shelter du Gouvernement Fédéral de Belgique, Fu Works, Hector BV, Media Programme of the European Community, Euroimages Fund of the Council of Europe, VIP 4 Medienfonds, ContentFilm International, Clockwork Pictures, CoBo Fonds, FFA, Medienboard Berlin-Brandenburg, Sony Pictures Classics"
44690,tt0074703,J.D.'s Revenge,American International Pictures
11583,tt0079240,The First Great Train Robbery,"United Artists, Starling Films"
29481,tt0033107,Stranger on the Third Floor,RKO Radio Pictures
43584,tt0429898,Sacred Heart,R&C Produzioni
499789,tt7589670,Chalo,Ira Creations
50700,tt0469099,Hey Hey It's Esther Blueburger,"Tama Production, 120dB Films"
10531,tt0109579,Death and the Maiden,"Fine Line Features, Channel Four Films, Capitol Films, Les Films de l'Astre, Canal+, TF1 Films Production, Flach Film"
85810,tt1230544,Konchem Ishtam Konchem Kashtam,Sri Lakshmi Narasimha Productions
64468,tt1865569,Çalgı Çengi,
39145,tt0142249,Dragon Ball: Sleeping Princess in Devil's Castle,Toei Animation
510498,tt8128188,High Flying Bird,"Extension 765, Harper Road Films"
47549,tt0359045,Bear Cub,"Canal+ España, Generalitat Valenciana, Hispanocine Producciones Cinematográficas S.L., Institut Valencià de Cinematografia (IVAC), Star Line TV Productions S.L., TeleMadrid, TVE"
447758,tt6667360,Carnage: Swallowing the Past,BBC
491418,tt7401588,Instant Family,"Closest to the Hole Productions, Leverage Entertainment"
219998,tt0263743,Milyarder,Arzu Film
432799,tt5328350,Spoor,"Narodowy Instytut Audiowizualny, Studio Filmowe Tor, HBO Polska, Odra Film, Heimatfilm, Chimney Group, nutprodukcia, Nutprodukce, ZDF/Arte, Film i Väst, Česká televize, Agora Films"
6733,tt0487271,Where Is Fred?,Senator Film
367613,tt4480494,The Night My Mother Killed My Father,"Canal+ España, Rodajefilms, ONO, La Noche Movie, Movistar+, Post Eng Producciones, Sangam Films, TVE"
180048,tt2786278,Amen,Whitesands Media House
267970,tt3689910,Miss Hokusai,"The Asahi Shimbun, Production I.G, Studio Fuga"
13384,tt0064541,Kes,"Woodfall Film Productions, Kestrel Films Ltd."
13064,tt0106233,Airborne,
2054,tt0113862,Mr. Holland's Opus,"Hollywood Pictures, Interscope Communications, PolyGram Filmed Entertainment, The Charlie Mopic Company"
232357,tt0252437,Elephants and Grass,Panfilm
115470,tt0107479,La madre muerta,"Gazteizko Zinema, Sogepaq, Diputación Foral de Álava, Ministerio de Cultura España"
679888,tt10077544,Rosa's Wedding,"Tandem Films, Turanga Films, Setembro Cine, Movistar+"
296313,tt3877674,Men & Chicken,"M&M Productions, DCM Pictures, Danmarks Radio (DR), Det Danske Filminstitut, Film Fyn, Film i Väst"
465134,tt5597198,Punjab Nahi Jaungi,"Six Sigma Plus Productions, Salman Iqbal Films"
35963,tt1538819,Dragon Trap,
36264,tt0092713,The Deserters,"Studio Filmowe Zodiak, Hunnia Filmstúdió"
89495,tt1322302,The Zero Hour,Factor RH Producciones
36351,tt0102307,Light Sleeper,"Fine Line Features, Live Entertainment, Seven Arts Productions, Carolco Pictures"
22215,tt1179258,Cheri,"Cine Productions, Bill Kenwright Films, UK Film Council, Aramid Entertainment Fund, MMC Studios, Tiggy Films, Banque Populaire Images 9, Région Ile-de-France, Cheri Productions, Pathé Renn Productions, Erste MMC-Production, National Lottery through UK Film Council, CNC, Canal+, France 3 Cinéma, Filmstiftung Nordrhein-Westfalen, Pathé, Deutscher Filmförderfonds"
40364,tt0094860,The Church,"Reteitalia, Cecchi Gori Group Tiger Cinematografica, ADC Films"
21500,tt0085346,Class,Orion Pictures
101852,tt1488594,Shuffle,Screen Media Films
22592,tt0013201,Grandma's Boy,Hal Roach Studios
70580,tt0073363,Manila in the Claws of Light,Cinema Artists
27636,tt0057078,The Whip and the Body,"Leone Film, Francinor, Paris Interproductions (PIP), Vox Films S.p.a."
39378,tt1426374,The Wind Journeys,"World Cinema Fund, Ibermedia, Razor Film Produktion, Nederlands Fonds voor de Film, Cine Ojo, RCN Cine, Rotterdam Media Fund, ZDF/Arte, Hubert Bals Fund, Universidad Nacional de Colombia, Volya Films, Ciudad Lunar, Primer Plano Film Group, CineMart, Carboandes, Cinéfondation, Servientrega, Gobernacion del Cesar, Fondo para el Desarrollo Cinematografico"
31694,tt0090209,Trouble in Mind,"Pfeiffer/Blocker Production, Embassy Home Entertainment"
75197,tt0106538,The Mad Monk,"Shaw Brothers, Cosmopolitan Film Productions Co., Ltd."
400928,tt4481414,Gifted,"Grade A Entertainment, Dayday Films, FilmNation Entertainment, Fox Searchlight Pictures"
34282,tt0055618,Whistle Down the Wind,"Allied Film Makers, Beaver Films"
328595,tt3479316,Parallels,Fox Digital Studios
288036,tt3165612,Sleeping with Other People,"Sidney Kimmel Entertainment, Gary Sanchez Productions, IM Global"
10331,tt0063350,Night of the Living Dead,Image Ten
58151,tt1438176,Fright Night,"Touchstone Pictures, Gaeta / Rosenzweig Films, DreamWorks Pictures, Michael De Luca Productions, Reliance Big Entertainment, Dead Rabbit Films"
312669,tt3471098,Maggie's Plan,"Round Films, Rachael Horovitz Productions, Black Bear Pictures, Freedom Media, Hall Monitor, Hyperion Media Group, Locomotive"
9689,tt0278823,Hollywood Ending,"DreamWorks Pictures, Gravier Productions"
19252,tt0069847,Carry On Abroad,The Rank Organisation
38977,tt0461857,A Stranger of Mine,
9056,tt0089374,Police Story,"Golden Way Films Ltd., Paragon Films Ltd."
471892,tt6971752,Shubh Mangal Saavdhan,"Colour Yellow Productions, Eros International"
213938,tt0088992,The Runner,Kanoon
59847,tt0091507,Mélo,"Films A2, MK2 Productions, CNC"
40945,tt0314039,The Event,
26130,tt0498567,Summer Time Machine Blues,"Hakuhodo DY Media Partners, Robot Communications, Imagica"
55587,tt0015136,Michael,UFA
27593,tt0265713,"Scotland, PA","Veto Chip Productions, Abandon Pictures, Paddy Wagon Productions"
41975,tt0096336,Story of Women,"Films A2, Films du Camélia, Sofinergie Films, MK2 Productions"
32107,tt0051452,Carry On Nurse,"Peter Rogers Productions, Beaconsfield Productions"
60363,tt0089477,Letter to Brezhnev,
146591,tt2404801,Kumki,Thirupathi Brothers
126136,tt0025610,Our Daily Bread,"Viking Productions, United Artists"
381073,tt5052524,Operator,Cruze & Company
74948,tt0072206,Steppenwolf,
787,tt0356910,Mr. & Mrs. Smith,"Epsilon Motion Pictures, Weed Road Pictures, Regency Enterprises, New Regency Pictures, Summit Entertainment"
16693,tt0200309,The Tale of Zatoichi Continues,Daiei Film
70526,tt0333701,Cheese and Jam,"RTV Slovenija, Ata Produkcija d.o.o."
670,tt0364569,Oldboy,"Show East, CJ Entertainment, Egg Film, Cineclick Asia"
47215,tt0188653,Journey to the Sun,"The Film Company, Medias Res Filmproduktion, Istisnai Filmler ve Reklamlar (IFR)"
32985,tt0970452,Solomon Kane,"Davis Films, Czech Anglo Productions, Wandering Star Pictures"
515047,tt7231342,The Fall of the American Empire,Cinémaginaire
2009,tt1032846,"4 Months, 3 Weeks and 2 Days","Saga Film, Mobra Films, Mindshare Media, CNC, McCann-Erickson, Televiziunea Română, Hubert Bals Fund"
450456,tt6559642,Biz Size Döneriz,Pinema
596161,tt9340860,Let Him Go,"Mazur / Kaplan Company, Focus Features"
54441,tt1571402,Angel of Evil,"Babe Films, Cosmo Productions, Canal+"
3014,tt0046031,The Man Between,London Film Productions
52654,tt0211492,The Luzhin Defence,
116723,tt1900854,Comes a Bright Day,
67342,tt0089371,Mr. Vampire,"Toho-Towa, Bo Ho Film Company Ltd., Golden Harvest Company Ltd."
41784,tt0101465,Black Robe,"Téléfilm Canada, Alliance Communications Corporation, Samson Productions, First Choice Canadian Communication Corporation, Goldwyn Pictures Corporation (II), Rogers Telefund, Australian Film Finance Corporation"
9502,tt0441773,Kung Fu Panda,DreamWorks Animation
336669,tt4663992,Land and Shade,"Topkapi Films, Burning Blue, Preta Portê Filmes, Ciné-Sud Promotion"
43036,tt0054099,Mill of the Stone Women,"Faros Film, C.E.C. Films, Explorer Film '58"
400090,tt4068576,The Nightingale,"Bron Studios, Causeway Films, Made Up Stories, FilmNation Entertainment, Adelaide Film Festival Investment Fund, Screen Australia, Screen Tasmania, South Australian Film Corporation, Creative Wealth Media Finance"
399417,tt4027504,Lazy Eye,T42 Entertainment
43806,tt0032181,Abe Lincoln in Illinois,RKO Radio Pictures
12613,tt0114563,Street Fighter II: The Animated Movie,"Group TAC, CAPCOM, Sony Music Entertainment (Japan)"
12912,tt0460745,Chaos Theory,"W.I.P., Castle Rock Entertainment, Lone Star Film Group, Land Films Inc."
12207,tt0111512,The Legend of Drunken Master,"Orange Sky Golden Harvest, Hong Kong Stuntman Association, Paragon Films Ltd."
30634,tt0470883,Magic Carpet Ride,BKM Film
29887,tt0024914,Bright Eyes,Fox Film Corporation
47017,tt0863041,Uranya,"CL Productions, Cinegram, Finos Film, Greek Film Centre, EPT, Kappa Film, Nova, Odeon, Panorama Films"
14812,tt0427339,"Hawaii, Oslo",Paradox Spillefilm
27919,tt0429068,The Second Chance,"Ruckus Films, Cedar Partners, Provident Films"
483983,tt7125774,Balloon,"herbX Film, SevenPictures, StudioCanal, Sat.1"
36241,tt0407021,Los muertos,"Slot Machine, 4L, Fortuna Films Co."
291264,tt2097331,The Family Fang,"Tiberius Film, Olympus Pictures, QED International, Red Crown Productions, Blossom Films"
674533,tt9766160,Damayanthi,Sri Lakshmi Vrushadhri Productions
39269,tt0081291,Out of the Blue,Robson Street
54770,tt1614408,Time Traveller: The Girl Who Leapt Through Time,"Aniplex, Style Jam, Epic Records, Voice & Heart, Quaras, Culture Convenience Club (CCC)"
12538,tt0120820,Senseless,Dimension Films
45765,tt1289449,Me Too,"Promico Imagen, Alicia Produce"
24603,tt1433905,All the Best: Fun Begins,Ajay Devgn Films
382399,tt3451230,High Strung,"Sforzando Productions, Castel Film, Riviera Films"
60145,tt0104553,"All's Well, Ends Well","Ko Chi Sum Films Company Limited, Mandarin Film Company, Regal Films Company Ltd."
66540,tt0046695,Ali Baba and the Forty Thieves,Films du Cyclope
83342,tt1871236,Blutzbrüdaz,Corazón International
505379,tt2235695,Rebecca,Working Title Films
43026,tt0054156,Paris Belongs to Us,"Les Films du Carrosse, Ajym Films"
161444,tt0290839,Sainik,
502425,tt5797184,Escape from Pretoria,"MEP Capital, Momentum Pictures, Hamilton Entertainment, South Australian Film Corporation, Arclight Films, Particular Crowd, Spier Films, Enriched Media Group, Premiere Picture, Footprint Films, Beagle Pug Films"
255413,tt2323836,anohana: The Flower We Saw That Day - The Movie,A-1 Pictures
413644,tt5715410,The Son of Bigfoot,"StudioCanal, nWave Pictures"
157845,tt2345737,The Rover,"Porchlight Films, Screen Australia, Screen NSW, Blue-Tongue Films, Lava Bear Films, South Australian Film Corporation"
42225,tt0076517,Padre Padrone,"RAI, CINEMA S.r.l."
59570,tt1866205,Escort in love,"Italian International Film, 01 Distribution, RAI"
19542,tt0040725,The Red Shoes,"Independent Producers, The Archers, J. Arthur Rank Organisation"
59239,tt0054073,The Cloud-Capped Star,Chitrakalpa
382487,tt3995416,Dust Cloth,"ret film, Filmförderung Hamburg Schleswig-Holstein, CNC, roni film"
5516,tt0335245,The Ladykillers,"Touchstone Pictures, The Jacobson Company, Mike Zoss Productions"
190469,tt2275946,Redirected,"Wellington Films, Kinokultas"
45595,tt1366409,Miral,"Eran Riklis Productions, Pathé, The Weinstein Company, Eagle Pictures, India Take One Productions, Grandview Pictures, Canal+, CinéCinéma"
116008,tt0119278,Chicago Cab,"New Crime Productions, Child's Will Productions, GFT Entertainment"
280254,tt0133826,Guru,Janasammathi Creations
8088,tt0913425,Broken Embraces,El Deseo
44561,tt0097891,Wilt,"Talkback, The Rank Organisation, LWT, Picture Partnership"
140,tt0275491,Bad Education,"Canal+ España, El Deseo, TVE"
35225,tt0269483,Lone Star State of Mind,"Bedford Falls Productions, Screen Gems"
734819,tt12929738,London Confidential,"Jar Pictures, zee5"
34179,tt1442571,14 Blades,Shanghai Film Group
123623,tt0096189,A Summer Story,ITC Entertainment Group
39939,tt0247745,Super Troopers,"Fox Searchlight Pictures, Broken Lizard Industries, Jersey Shore, Cataland Films, Árpád Productions"
30913,tt0059440,At Midnight I'll Take Your Soul,Indústria Cinematográfica Apolo
361777,tt1713440,Smoke & Mirrors,"Sacromonte Films, Zeta Zinema, Atresmedia, Atípica Films"
454889,tt6053440,Princess Cyd,Sunroom Pictures
9495,tt0109506,The Crow,"Dimension Films, Miramax, Crowvision Inc., Entertainment Media Investment Corporation, Jeff Most Productions, Edward R. Pressman Film"
858,tt0108160,Sleepless in Seattle,TriStar Pictures
257258,tt1411956,Sold,Jaya International
436391,tt5969696,The Battleship Island,"Filmmaker R&K, CJ Entertainment, filmK"
43372,tt0043332,Bellissima,Film Bellissima
179519,tt0079615,"Uncle Marin, the Billionaire",Casa de Filme 4
20766,tt0898367,The Road,"Dimension Films, 2929 Productions, Nick Wechsler Productions, Chockstone Pictures"
86555,tt1592281,Take This Waltz,Joe's Daughter
46809,tt0064542,Spring,Tallinnfilm
336029,tt1135989,A Tale of Love and Darkness,"Handsomecharlie Films, Ram Bergman Productions, Black Bicycle Entertainment"
25696,tt0248036,Get Ready to Be Boyzvoiced,Nordisk Filmproduktion
11166,tt0368045,Mother's Elling,
463861,tt7156144,Jealous,"StudioCanal, Mandarin Films, Mandarin Cinéma"
5488,tt0497137,"I'm a Cyborg, But That's OK","Moho Film, CJ Entertainment"
12592,tt0078026,The Olsen Gang Goes to War,Nordisk Film
11561,tt0070707,Sleeper,"Rollins-Joffe Productions, United Artists"
28189,tt0018770,The Fall of the House of Usher,Films Jean Epstein
49020,tt1440292,Submarine,"Ffilm Cymru Wales, Warp (Submarine), Warp Films, Film4 Productions, Red Hour"
84002,tt0156849,Of Freaks and Men,CTB Film Company
38155,tt0086308,Zu: Warriors from the Magic Mountain,"Golden Harvest Productions, Paragon Films Ltd."
55116,tt0085768,"Like Grandpa, Like Grandson",Film Danas
13506,tt1101026,Admiral,Film Direction
17078,tt0191043,The Colour of Paradise,Varahonar Company
149,tt0094625,Akira,"Akira Committee Company Ltd., MBS, Sumitomo Corporation, Toho Co., Studio Fuga, Studio Aoi, TMS Entertainment, Kodansha, Bandai Entertainment Inc."
14765,tt0920470,The Last Deadly Mission,"LGM Productions, Gaumont, Medusa Produzione, Hassen Brahiti / Studio Canal"
18588,tt0090567,52 Pick-Up,"Cannon Group, Golan-Globus Productions"
36994,tt0195274,"Sun, Hay, Berries",
1811,tt0119809,Nowhere,"Desperate Pictures, UGC Images, Why Not Productions"
659,tt0078875,The Tin Drum,"Jadran Film, Artemis Film, Franz Seitz Filmproduktion, Argos Films, Film Polski, Hallelujah Films, GGB-14, Neue Bioskop Film"
94659,tt0034298,Brothers and Sisters of the Toda Family,"Shochiku Co., Ltd."
30575,tt0109277,Sailor Moon S the Movie: Hearts in Ice,"TV Asahi, Toei Animation"
5842,tt0275773,Versus,"KSS, napalm FiLMS, Suplex Inc., WEVCO Produce Company"
317925,tt4357170,A la mala,Pantelion Films
30637,tt0051542,Corridors of Blood,"Producers Associates, Amalgamated Productions"
32233,tt0374184,Running on Karma,"One Hundred Years of Film Company, Milkyway Image Company"
14823,tt0490166,London to Brighton,"LTB Films Limited, Steel Mill Pictures, Wellington Films"
482150,tt7089878,Liz and the Blue Bird,"Kyoto Animation, Lantis"
74903,tt0087855,Autumn Almanac,Mokép
314462,tt3176134,Consequences,"BKM Film, PToT Film"
54561,tt0129794,An Average Little Man,Auro Cinematografica
70460,tt0074888,The Best Way to Walk,Filmoblic
51010,tt1360887,Sweet Rush,"Akson Studio, TVP, Agencja Media Plus"
27964,tt0095936,Qayamat Se Qayamat Tak,"Nasir Hussain Films, United Producers"
14267,tt0072979,Female Trouble,"Dreamland, Saliva Films"
65534,tt0043927,Poison,Gaumont
166871,tt0246905,Saajan Chale Sasural,
44731,tt1206326,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",Toei Animation
505951,tt8042292,Kannum Kannum Kollaiyadithaal,"Anto Joseph Film Company, Viacom 18 Motion Pictures"
87380,tt1796406,Absent,Oh My Gomez! Films
1427,tt0396171,Perfume: The Story of a Murderer,"Rising Star, Constantin Film, VIP Medienfonds 4, Nouvelles Éditions de Films (NEF), Castelao Productions, Davis Films, Ikiru Films"
11624,tt0068555,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,United Artists
21240,tt0053699,Carry On Constable,Peter Rogers Productions
3059,tt0006864,Intolerance: Love's Struggle Throughout the Ages,"Triangle Film Corporation, Wark Producing Corp."
47473,tt0044060,Summer Interlude,SF Studios
456154,tt5222768,White Fang,"Bidibul Productions, Superprod Animation, Big Beach, France 3 Cinéma"
34935,tt0117876,Tenchi Muyo! In Love,
50247,tt0043313,Early Summer,"Shochiku Co., Ltd."
241180,tt0173283,Swarg,Paras Films International [IN]
47329,tt0100691,Stella,"Touchstone Pictures, Samuel Goldwyn Company"
9769,tt0119558,Lolita,"Pathé, Lolita Productions"
464403,tt6104268,Ramaleela,Mulakuppadam Films
251736,tt3093546,Listen Up Philip,"Faliro House Productions, Sailor Bear, Washington Square Films, Angostura"
42703,tt0062479,The Way West,"Harold Hecht Productions, United Artists"
307946,tt3640682,I Smile Back,"Koppelman-Levien, Egoli Tossell Film"
62972,tt1796395,Alzheimer's,Al Arabia Cinema
18175,tt0448993,The Art of Travel,
13008,tt0802948,An American Crime,"First Look International, Killer Films, Showtime Networks"
9391,tt0375735,Enduring Love,"Pathé Pictures International, UK Film Council, Film4 Productions"
41053,tt0050870,Pyaasa,Guru Dutt Films Pvt. Ltd.
43772,tt0290823,Secret Ballot,"Hubert Bals Fund, Payam Films, Fabrica, Sharmshir, Fondazione MonteCinemaVerità Locarno, RAI"
329809,tt4216908,Courted,"Gaumont, Albertine Productions"
27324,tt0286751,Pulse,"Daiei Film, Nippon Television Network Corporation, Hakuhodo Inc., Imagica"
66207,tt1712057,Vaanam,Cloud Nine Movies
133525,tt0427208,Borrowed Bride,Cinegram
103328,tt2076220,Holy Motors,"Canal+, Pandora Film, ARTE France Cinéma, Pierre Grise Productions, Théo Films, WDR/Arte, CNC, MEDIA Programme of the European Union, La Région Île-de-France, PROCIREP, Angoa-Agicoa, Medienboard Berlin-Brandenburg, Soficinéma 8, Wild Bunch"
25539,tt0086605,Winners & Sinners,Orange Sky Golden Harvest
432091,tt6841500,The Kitchen: World Chef Battle,"Yellow, Black & White, Cinema Fund"
373593,tt5214394,Su.. Su... Sudhi Vathmeekam,"Central Pictures Release, Dreams N Beyond"
159514,tt2650718,Matterhorn,Column Film
8703,tt0070832,Three Wishes for Cinderella,"DEFA, Filmové studio Barrandov"
117058,tt0843335,Desamuduru,Universal Media
44898,tt1037163,The Time That Remains,"France 3 Cinéma, Nazira Films"
108972,tt2308725,Helpless,Filament Pictures
6187,tt0119773,Dry Cleaning,
33951,tt0476148,Shattered Soul,
463319,tt6864046,Shadow,"Village Roadshow Pictures Asia, LeVision Pictures"
43657,tt0317052,AKA,
429197,tt6266538,Vice,"Plan B Entertainment, Gary Sanchez Productions, Annapurna Pictures"
16850,tt0059263,The Heroes of Telemark,Benton Film Productions
51867,tt1606183,Boss Engira Bhaskaran,"Vasan Visual Ventures, The Show People"
492008,tt7035004,The Swordsman,"Opus Pictures, Kiwi Media Group"
39468,tt0255198,Godzilla vs. Megaguirus,"Toho Pictures, Inc."
2015,tt0817225,Secret Sunshine,"Cinema Service, Pinehouse Film, CJ Entertainment"
564181,tt8180482,9,Prithviraj Productions
13825,tt0464041,The Lazarus Project,"Scion Films, Be Good Productions, Mandeville Films, Inferno Distribution"
44407,tt0028818,The Edge of the World,Joe Rock Productions
93162,tt0989831,Jibon Theke Neya,Cine Workshop
449742,tt6712026,Kavan,AGS Entertainment
46320,tt0107511,The Man on the Balcony,"Victoria Film, SVT Drama, Rialto Film, SF Studios, Nordisk Film & TV Fond"
36266,tt0112767,Cyclo,"Cofimage 5, Les Productions Lazennec, SFP, Lumière, La Sept Cinéma, Salon Films, Cofimage 6, Giai Phong Film Studio, CNC, Canal+"
352173,tt4430212,Drishyam,"Panorama Studios, Viacom 18 Motion Pictures"
73930,tt0098175,Recollections of the Yellow House,Invicta Filmes
180147,tt2222394,We Are the Nobles,Alazraki Films
356905,tt3401748,Oddball,"Kmunications, The Film Company, Practical Pictures"
597588,tt10011336,Lucky Grandma,"Parris Pictures, Treehead Films"
76638,tt1352765,Surviving Life (Theory and Practice),"ATHANOR, C-Ga Film"
612845,tt10147382,"My People, My Country",Huaxia Film Distribution Company
33356,tt0080715,The Falls,British Film Institute
123648,tt0064038,The Land,المؤسسة المصرية العامة للسينما والتلفزيون (والمسرح والموسيقى)
452731,tt6485928,The Land of Steady Habits,Likely Story
148697,tt0252249,Avanak Apdi,
173443,tt2231208,Rio 2096: A Story of Love and Fury,Gullane Entretenimento
18415,tt0119237,Gummo,"Independent Pictures (II), Fine Line Features"
23112,tt0978649,Bliss,"Greek Film Centre, ANS Prodüksiyon, Highway Productions, Eurimages Council of Europe, Dogan TV & Radio"
44103,tt0104046,Priest Daens,"Favourite Films NV, Dérives Productions, Shooting Star Filmcompany"
29388,tt1143110,High Life,
67793,tt1776143,Don't Go Breaking My Heart,"Milkyway Image Company, Media Asia Films"
61387,tt0429489,"Oh, Moon!",Metin Film
449132,tt6078840,Let Me Eat Your Pancreas,Toho Co.
123612,tt0253963,Yedi Bela Hüsnü,Cem Film
27605,tt0809533,The 13 Roses,"Pedro Costa Producciones Cinematográficas S.A., Enrique Cerezo"
115888,tt1359552,Antaheen,
499394,tt7761590,Retablo,"Siri Producciones, Dag Hoel Filmproduksjon"
27130,tt0036027,I Walked with a Zombie,RKO Radio Pictures
2577,tt0345061,Code 46,"BBC Films, BBC, Kailash Picture Company, Revolution Films, UK Film Council, United Artists"
12223,tt0073747,The Stepford Wives,"Fadsin Cinema Associates, Palomar Pictures International"
9885,tt0416315,Wolf Creek,"Dimension Films, Australian Film Finance Corporation, South Australian Film Corporation, 403 Productions, True Crime Channel"
6609,tt0074740,Keoma,Uranos Cinematografica
332718,tt3576728,Bilal: A New Breed of Hero,"Barajoun Entertainment, Resnick Interactive Development"
393624,tt5431890,Official Secrets,"Clear Pictures Entertainment, Classified Films, The Gordon Company, Screen Yorkshire"
473149,tt5670152,Traffik,"Hidden Empire Film Group, Lionsgate"
104237,tt0060635,Dragon Inn,Union Film Company
