imdbID,imdbDirectorID,DirectorName
tt4636298,nm2398203,Kôjirô Hashimoto
tt0115906,nm0668247,Alexander Payne
tt0107166,nm0080315,Mahesh Bhatt
tt0404802,nm0366004,Mary Harron
tt0046159,nm0173728,Luigi Comencini
tt0061882,nm0840671,Seijun Suzuki
tt0166175,nm0640740,Damien O'Donnell
tt0104558,nm0867262,Stanley Tong
tt4410000,nm0490771,Christoph Lauenstein
tt4410000,nm0490773,Wolfgang Lauenstein
tt4410000,nm6160669,Sean McCormack
tt0415833,nm1642229,Tommy Stovall
tt0052278,nm0780833,George Seaton
tt0054803,nm0739677,Mikhail Romm
tt0093940,nm0000095,Woody Allen
tt0298954,nm0660347,Thanasis Papathanasiou
tt0298954,nm0720109,Michalis Reppas
tt6832682,nm2086869,K.S. Ravi
tt0892791,nm0593610,Mike Mitchell
tt0075276,nm0001348,Werner Herzog
tt0093267,nm0000019,Federico Fellini
tt10127562,nm0945724,Takashi Yamazaki
tt0269743,nm0094435,Bong Joon Ho
tt0063173,nm0408076,Shohei Imamura
tt2994904,nm2283941,Tomislav Mrsic
tt5242548,nm0691223,Constantin Popescu
tt1258120,nm0350168,Robert Guédiguian
tt1361835,nm2171633,Baran bo Odar
tt0116851,nm0576529,Dariush Mehrjui
tt0479230,nm0407069,Carlos Iglesias
tt0072037,nm0728271,Dino Risi
tt1068956,nm2716176,Shoaib Mansoor
tt1653665,nm0193508,Simon Curtis
tt7322850,nm3902889,Anil Ravipudi
tt4129876,nm0381305,Ed Herzog
tt0099053,nm0534665,Guy Maddin
tt1815717,nm0478418,Bruce La Bruce
tt1386703,nm0936482,Len Wiseman
tt0426578,nm0745131,Marc Rothemund
tt1667354,nm0546905,Václav Marhoul
tt0054159,nm0612914,Andrzej Munk
tt0054159,nm0503982,Witold Lesiewicz
tt0790686,nm0014960,Alexandre Aja
tt6886080,nm1387503,Martha Stephens
tt0244479,nm0841232,Jan Sverák
tt0103190,nm0681207,Maurice Pialat
tt0083109,nm0320833,Jean Girault
tt0097676,nm0952480,Roman Zaluski
tt0079854,nm0000419,Jean-Luc Godard
tt0085838,nm0000626,John Sayles
tt1382339,nm1001345,Mohan Raja
tt0071807,nm0357891,Guy Hamilton
tt0066256,nm0607612,Hollingsworth Morse
tt4771896,nm1666855,Raúl Arévalo
tt0455957,nm0001232,Milos Forman
tt1213926,nm0024617,Marco Amenta
tt0049967,nm0635554,Leslie Norman
tt0049967,nm0521334,Joseph Losey
tt5086104,nm7630832,Krishnadev Yagnik
tt0308152,nm1125131,Jean-Baptiste Andrea
tt0308152,nm1125458,Fabrice Canepa
tt0281190,nm0798820,Cess Silvera
tt5323662,nm2210720,Naoko Yamada
tt0433387,nm0043742,David Ayer
tt0109872,nm0556065,Masami Ôbari
tt0486219,nm0323558,Krisztina Goda
tt0448909,nm0439397,Pekka Karjalainen
tt1650535,nm0005616,Aaron Woodley
tt7897102,nm2153450,Madeleine Sackler
tt0116456,nm0490487,Andrew Lau
tt0045554,nm0305557,Luis García Berlanga
tt4645368,nm0230859,Xavier Dolan
tt7301070,nm6567539,Nabeel Qureshi
tt0122234,nm0548648,Goran Markovic
tt1264914,nm3078459,Javor Gardev
tt7862330,nm0948012,Serra Yilmaz
tt0309565,nm0368690,Ebrahim Hatamikia
tt2808986,nm0814469,Sion Sono
tt1954315,nm0912334,Alex van Warmerdam
tt0150143,nm0449868,Lodge Kerrigan
tt0114790,nm0912224,Régis Wargnier
tt4276820,nm0359387,John Lee Hancock
tt0029855,nm0188669,John Cromwell
tt0401488,nm0398575,Jan Hrebejk
tt0119079,nm0276397,Martha Fiennes
tt0115744,nm0379179,Mark Herman
tt1925446,nm0797655,Jukka-Pekka Siili
tt0392465,nm0639033,Petter Næss
tt0055320,nm0647438,Ermanno Olmi
tt0050746,nm0802563,Robert Siodmak
tt4636042,nm2653170,David Pablos
tt3792960,nm0233757,Jaco Van Dormael
tt7961060,nm0619110,Tatsuya Nagamine
tt9507234,nm5263494,Tomohisa Taguchi
tt10514222,nm0938045,George C. Wolfe
tt0840322,nm0514662,Ryan Little
tt0099652,nm0764316,Rajkumar Santoshi
tt2415964,nm3668052,Yesim Sezgin
tt6802896,nm3476432,Jonas Carpignano
tt0118819,nm0000264,Pedro Almodóvar
tt0101649,nm0711745,Mani Ratnam
tt5016442,nm7578157,Ishaan Randeria
tt1293842,nm1475479,Jim Strouse
tt0107426,nm0000934,Bernardo Bertolucci
tt0066318,nm0001031,Claude Chabrol
tt0347457,nm0750275,Björn Runge
tt9124428,nm3446789,Ahmet Katiksiz
tt0074906,nm0671957,Arthur Penn
tt0395424,nm0280396,Thom Fitzgerald
tt0116164,nm0797841,Rolf Silber
tt0072368,nm0767110,Claude Sautet
tt1478338,nm0082450,Paul Feig
tt7605922,nm1287124,Gastón Duprat
tt6153538,nm0769754,Mike Schaerer
tt0036516,nm0002190,Anthony Asquith
tt0962736,nm0885249,Jean-Marc Vallée
tt1682186,nm0711579,Pen-Ek Ratanaruang
tt0112792,nm0808807,John N. Smith
tt0125971,nm0180912,Michael Corrente
tt4088268,nm0596407,Hans Petter Moland
tt0103772,nm0000682,Paul Verhoeven
tt0339535,nm0468169,Dusan Kovacevic
tt3454574,nm0306452,Raul Garcia
tt6704898,nm0170043,Isabel Coixet
tt0102817,nm0365408,Trent Harris
tt0039739,nm0167241,Henri-Georges Clouzot
tt0072274,nm0000265,Robert Altman
tt3170832,nm1049433,Lenny Abrahamson
tt1587828,nm1485793,Marcus Baldini
tt0110971,nm0001508,Penny Marshall
tt0021668,nm0532187,Hamilton MacFadden
tt2224317,nm0003939,Vikramaditya Motwane
tt0296574,nm0890060,Ram Gopal Varma
tt8980602,nm2530291,Evan Morgan
tt6418778,nm1257352,Julia Hart
tt0030018,nm0693281,H.C. Potter
tt0030018,nm0374702,Stuart Heisler
tt0030018,nm0943758,William Wyler
tt0112749,nm0740213,Darrell Roodt
tt2616810,nm1258777,Eskil Vogt
tt8122018,nm1296554,Ben Wheatley
tt2115388,nm1589702,Hua-Tao Teng
tt1426329,nm0258531,Rob Epstein
tt1426329,nm0295243,Jeffrey Friedman
tt0463381,nm0309697,Tony Gatlif
tt0078389,nm0789033,Don Sharp
tt0120257,nm0452319,Beeban Kidron
tt0373856,nm0422552,Prakash Jha
tt8094252,nm1421754,K. Selvaraghavan
tt0263273,nm0015570,Orhan Aksoy
tt0986264,nm0451148,Aamir Khan
tt0986264,nm1244760,Amole Gupte
tt0783522,nm0433347,Audrius Juzenas
tt0062425,nm0612322,Robert Mulligan
tt0217119,nm0710830,Bernard Rapp
tt1847746,nm0699932,Lucía Puenzo
tt1320297,nm0542069,Giulio Manfredonia
tt0414344,nm0144881,Joseph Castelo
tt2338151,nm0386246,Rajkumar Hirani
tt0118564,nm0001707,Paul Schrader
tt7638348,nm0138620,Joe Carnahan
tt2036388,nm3113346,Andrea Segre
tt1891845,nm4421810,Jean-Christophe Dessaint
tt0116931,nm0188521,Emma-Kate Croghan
tt1092016,nm0510681,Mauro Lima
tt2141751,nm1060010,Stuart Murdoch
tt0103743,nm0497097,Danny Lee
tt0103743,nm0946875,Herman Yau
tt1531924,nm0072600,Ned Benson
tt0082173,nm0006734,Alain Corneau
tt1142977,nm0000318,Tim Burton
tt0161216,nm0339254,Robert Greenwald
tt0308379,nm0620378,Hideo Nakata
tt7799386,nm1106163,Antoine Raimbault
tt5514296,nm1345541,Upi Avianto
tt8434380,nm0422638,Wen Jiang
tt2468774,nm3468066,Byung-gil Jung
tt2199543,nm0014694,Karim Aïnouz
tt2106741,nm0492305,Chi-Leung Law
tt0011904,nm0941637,Wallace Worsley
tt1166810,nm0998110,Daniel Sánchez Arévalo
tt0211387,nm0654830,François Ozon
tt1801071,nm0081449,Dragan Bjelogrlic
tt1094241,nm0813786,Ben Sombogaart
tt1379228,nm1220246,Bala
tt3662308,nm1758280,Emilio Portes
tt0098368,nm0000382,Atom Egoyan
tt7260048,nm1119645,Lynn Shelton
tt2034031,nm1119645,Lynn Shelton
tt0025101,nm0226189,William Dieterle
tt2076298,nm0948159,Wilson Yip
tt9663702,nm4518735,Khaled El Halafawy
tt0057254,nm0001379,John Huston
tt0113932,nm0028196,Mario Andreacchio
tt0058604,nm0435563,Mikhail Kalatozov
tt5083738,nm0487166,Yorgos Lanthimos
tt0108171,nm0515891,Luis Llosa
tt1575539,nm0174903,Nicole Conn
tt0090644,nm0000940,Bigas Luna
tt4613272,nm7267981,Bi Gan
tt0110942,nm0223522,David Dhawan
tt1437849,nm0276349,Shane Meadows
tt0118764,nm0768597,Louis Saia
tt1320239,nm0000484,John Landis
tt0074360,nm0767022,Carlos Saura
tt0338095,nm0014960,Alexandre Aja
tt0341384,nm1104118,Kim Ki-duk
tt0387596,nm0437652,Woo-Suk Kang
tt8726116,nm5469088,Siew Hua Yeo
tt0772105,nm0815204,Paolo Sorrentino
tt0855824,nm0158857,Ming-liang Tsai
tt3814316,nm0742323,Rudi Rosenberg
tt0016847,nm0003638,F.W. Murnau
tt0464049,nm0405336,Nicholas Hytner
tt0213985,nm0765225,Vic Sarin
tt0201899,nm0640964,Peter O'Fallon
tt1226774,nm0406334,Armando Iannucci
tt0415932,nm0596962,Dominik Moll
tt0054144,nm0621540,Mikio Naruse
tt0482901,nm0153263,César Charlone
tt0482901,nm0273483,Enrique Fernández
tt10834986,nm3797575,Srijit Mukherji
tt0080149,nm0001348,Werner Herzog
tt1495823,nm0309697,Tony Gatlif
tt0100234,nm0452102,Abbas Kiarostami
tt1440161,nm0975026,Nicole Kassell
tt0452971,nm0998110,Daniel Sánchez Arévalo
tt1850457,nm0601337,Jason Moore
tt0048432,nm0006452,Stanley Kramer
tt0065579,nm0001115,Ossie Davis
tt0064240,nm0308524,Sergio Garrone
tt0265307,nm0382584,George Hickenlooper
tt0103129,nm0005237,Anthony Minghella
tt0047834,nm0060742,Joy Batchelor
tt0047834,nm0354691,John Halas
tt0477916,nm1117808,Juan Carlos Cremata Malberti
tt0477916,nm2481369,Iraida Malberti Cabrera
tt0087020,nm0442454,Aki Kaurismäki
tt0093015,nm0005033,Sammo Kam-Bo Hung
tt0093015,nm0477035,Corey Yuen
tt0157016,nm0637615,Gaspar Noé
tt0362387,nm1066739,Yukihiko Tsutsumi
tt0498097,nm0149196,Nuri Bilge Ceylan
tt1307859,nm0892400,Jean van de Velde
tt6896536,nm1413443,Samuel Maoz
tt0421090,nm0192741,Martin Curland
tt1567448,nm0814716,Ömer Faruk Sorak
tt0345549,nm0711579,Pen-Ek Ratanaruang
tt0061647,nm0950109,Terence Young
tt6143422,nm4244515,Nila Madhab Panda
tt3799232,nm1479803,Vince Marcello
tt6367558,nm0654830,François Ozon
tt0054949,nm0002216,Yves Robert
tt9172422,nm1267707,Nicolas Bedos
tt0042206,nm0281507,Richard Fleischer
tt4823434,nm0411517,Issa López
tt0109771,nm0179216,Gérard Corbiau
tt3102906,nm1717949,Corneliu Porumboiu
tt5480782,nm1824290,Marco Dutra
tt5480782,nm2193400,Juliana Rojas
tt1380799,nm0381228,Juraj Herz
tt0335563,nm0185063,James Cox
tt0117437,nm0201710,Dharmesh Darshan
tt0057261,nm0111656,Peter Brook
tt0050280,nm0279807,Terence Fisher
tt1093382,nm0952820,Gianni Zanasi
tt5770620,nm0414337,Azazel Jacobs
tt7938092,nm9590075,Seok-Geun Lee
tt0794338,nm2242451,Mika Ninagawa
tt3825738,nm0586837,Riccardo Milani
tt1120985,nm0161834,Derek Cianfrance
tt0055032,nm0000076,François Truffaut
tt1376195,nm0680889,William Phillips
tt3331028,nm1174169,Malik Vitthal
tt4298958,nm0442905,Naomi Kawase
tt0119311,nm0004886,Bill Duke
tt1092021,nm1029564,Attila Gigor
tt0380689,nm0497489,Je-yong Lee
tt0271219,nm0935095,Gary Winick
tt0298504,nm0403541,Nick Hurran
tt0078252,nm0950759,Woo-Ping Yuen
tt3661298,nm0992370,Wayne Blair
tt1234548,nm0381416,Grant Heslov
tt8917752,nm2670854,Sudabeh Mortezai
tt7431894,nm7549814,Yang Song
tt7431894,nm9304112,Chiyu Zhang
tt2815902,nm1227232,Brady Corbet
tt0067434,nm0884547,Tonino Valerii
tt0947802,nm0001438,Neil LaBute
tt11540272,nm0404655,Noah Hutton
tt0780180,nm1455707,Marcus H. Rosenmüller
tt0024968,nm0285946,Eugene Forde
tt0758017,nm2128320,Mark Adam
tt0758017,nm0332900,David Gow
tt1682180,nm0661791,Park Chan-Wook
tt0073559,nm0000018,Kirk Douglas
tt6229786,nm1073151,George Kordellas
tt0213847,nm0868153,Giuseppe Tornatore
tt0238660,nm0370510,John Hay
tt0329767,nm0771054,Lone Scherfig
tt2198161,nm2639966,Srikanth Addala
tt0093342,nm0452102,Abbas Kiarostami
tt1414378,nm0789054,Ian Sharp
tt0183570,nm0227460,Dinos Dimopoulos
tt0039152,nm0335455,James Edward Grant
tt0896798,nm0001317,Renny Harlin
tt0058751,nm0718243,Harald Reinl
tt0419787,nm1564780,Said Hamed
tt3711164,nm6474441,H. Vinoth
tt0133985,nm0380705,Rowdy Herrington
tt0067217,nm0002137,Arthur Hiller
tt6136778,nm4193669,Benjamin Barfoot
tt4949324,nm1363374,Chandra Prakash Dwivedi
tt1618445,nm0327273,Michel Gondry
tt0364303,nm0631539,Govind Nihalani
tt0286306,nm1068186,M.J. Bassett
tt0278815,nm0861826,Peter Thorwarth
tt0035211,nm0939992,Sam Wood
tt2023690,nm1296554,Ben Wheatley
tt1068664,nm1650266,Mohammad Hossein Latifi
tt0379199,nm0025241,Vicente Amorim
tt0084058,nm0412465,James Ivory
tt4532818,nm0339245,Maggie Greenwald
tt0973844,nm0000766,Theodoros Angelopoulos
tt0973844,nm0000801,Olivier Assayas
tt0973844,nm0000806,Bille August
tt0041239,nm0733476,Mark Robson
tt2828840,nm0437652,Woo-Suk Kang
tt2347144,nm0586281,Takashi Miike
tt0116308,nm0576548,Deepa Mehta
tt4701660,nm0159507,Stephen Chow
tt3284178,nm0326937,Miguel Gomes
tt2007360,nm1216004,Andrew Bujalski
tt1356864,nm0000729,Casey Affleck
tt0362548,nm1359360,Dharani
tt11316854,nm0994379,Tosca Musk
tt5516328,nm0246037,Jeremy Dyson
tt5516328,nm0638762,Andy Nyman
tt10709232,nm9158938,P.S. Mithran
tt2177827,nm0371890,Michel Hazanavicius
tt0468565,nm0004303,Gavin Hood
tt2114358,nm1234631,Arne Toonen
tt1562872,nm0015295,Zoya Akhtar
tt0384699,nm1475144,Gabrielle Savage Dockterman
tt1673702,nm0271246,Jean-Loup Felicioli
tt1673702,nm0300944,Alain Gagnol
tt0385267,nm0919369,Paul Weitz
tt7080960,nm1162577,Frank Berry
tt0066482,nm0607407,Paul Morrissey
tt1226236,nm0345174,Luca Guadagnino
tt0056845,nm0578483,Jean-Pierre Melville
tt0085210,nm0742819,Rick Rosenthal
tt0090342,nm0005033,Sammo Kam-Bo Hung
tt0116407,nm0764316,Rajkumar Santoshi
tt0036868,nm0943758,William Wyler
tt2181831,nm0576554,Hansal Mehta
tt7363076,nm2955107,Raj Kumar Gupta
tt0115886,nm0242064,Peter Duncan
tt6695212,nm1486975,Annemarie Jacir
tt0083271,nm0532702,Juliusz Machulski
tt6741368,nm2463233,Antoine Blossier
tt0082949,nm0491626,Georges Lautner
tt0115685,nm0001566,Mike Nichols
tt0058606,nm0384335,Jack Hill
tt0176422,nm0029242,André Téchiné
tt0061931,nm0060072,Jules Bass
tt8983166,nm6436658,Ashwiny Iyer Tiwari
tt6340112,nm7121260,Lakshman
tt5978724,nm3394592,Tali Shalom-Ezer
tt0078517,nm0005033,Sammo Kam-Bo Hung
tt2582802,nm3227090,Damien Chazelle
tt0080842,nm0934578,Simon Wincer
tt0119125,nm0629933,William Nicholson
tt3544218,nm0886976,Felix van Groeningen
tt1038915,nm0612730,Jag Mundhra
tt2173264,nm0590855,Kyu-dong Min
tt0887769,nm0363030,T. Hariharan
tt0036709,nm0005847,Phil Rosen
tt0039192,nm0003836,Michael Powell
tt0039192,nm0696247,Emeric Pressburger
tt7345930,nm3263608,Shaji Padoor
tt2452386,nm0122427,Rob Burnett
tt1038988,nm0049371,Jaume Balagueró
tt1038988,nm0687042,Paco Plaza
tt0279064,nm0639033,Petter Næss
tt0298491,nm0075150,Joel Bergvall
tt0298491,nm0762217,Simon Sandquist
tt9448332,nm9652572,Anuraj Manohar
tt0248185,nm0006765,Vidhu Vinod Chopra
tt3170900,nm1258346,Christina Rosendahl
tt9817070,nm7920254,Saeed Roustayi
tt0090579,nm0912334,Alex van Warmerdam
tt0089716,nm0843640,István Szabó
tt9670480,nm2356507,Harish Shankar
tt2243299,nm0701650,György Pálfi
tt1342402,nm3258830,Atalay Tasdiken
tt0449061,nm1862705,Hunter Richards
tt2316868,nm2270935,A.J. Edwards
tt0995718,nm2067985,Sanjay M. Khanduri
tt4990516,nm4492920,Milind Dhaimade
tt1440180,nm0836715,Philipp Stölzl
tt5927420,nm2380484,Onur Saylak
tt0284494,nm0264220,Chris Eyre
tt2139919,nm1383301,Adam Leon
tt0313300,nm0690794,Léa Pool
tt0151479,nm0684596,Lucian Pintilie
tt0166556,nm0017623,Aldo Baglio
tt0166556,nm0316034,Giacomo Poretti
tt0166556,nm0320495,Giovanni Storti
tt3788052,nm1012778,David Storey
tt0400234,nm0440604,Anurag Kashyap
tt1172994,nm1488800,Ti West
tt1810683,nm1920049,Alejandro Monteverde
tt0924225,nm1459445,Meccartin
tt0924225,nm1459905,Raffi
tt0108252,nm0031992,Stephan Apelgren
tt0342012,nm0880928,Ümit Ünal
tt1204340,nm0175916,Paddy Considine
tt0055082,nm0578483,Jean-Pierre Melville
tt5513920,nm3618781,Mostofa Sarwar Farooki
tt2402623,nm3460363,David Lambert
tt0907134,nm0299134,Jorge Furtado
tt2404461,nm1410815,Asghar Farhadi
tt10344522,nm0006554,Rodrigo García
tt0464196,nm1247462,Christopher Smith
tt1235124,nm0662529,Oliver Parker
tt7645122,nm1088461,Jeff Chan
tt7645122,nm2671270,Andrew Rhymer
tt0373283,nm0514662,Ryan Little
tt4447076,nm1272853,Julien Rappeneau
tt0099073,nm0001469,Barry Levinson
tt6286796,nm0846369,Christian Tafdrup
tt9614440,nm1580890,Annabelle Attanasio
tt0080025,nm0583292,Nicholas Meyer
tt2363047,nm3351235,Aashiq Abu
tt1602472,nm0000365,Julie Delpy
tt5096536,nm1580395,Katell Quillévéré
tt0126938,nm0156017,Christopher Scott Cherot
tt0847897,nm0804556,Kari Skogland
tt0123335,nm0409270,Akira Inoue
tt0094374,nm0477035,Corey Yuen
tt1351672,nm2056836,Giorgio Diritti
tt0405022,nm0002758,Jean-Claude Schlim
tt0119861,nm0007131,Subhash Ghai
tt9034290,nm8631915,Can Ulkay
tt2886926,nm0890367,António-Pedro Vasconcelos
tt0058249,nm0000320,Luis Buñuel
tt0380609,nm1071898,Dylan Kidd
tt1560970,nm0611932,Peter Mullan
tt1139797,nm0019247,Tomas Alfredson
tt4969044,nm0474233,Pieter Kuijpers
tt1986843,nm0154312,Pascal Chaumeil
tt1567437,nm2277869,Marjane Satrapi
tt1113810,nm2202052,Rasool Mollagholi Poor
tt0058743,nm0496746,J. Lee Thompson
tt0316824,nm0317638,Tony Giglio
tt0425321,nm1441566,Marwan Hamed
tt6366854,nm7609198,Ernest Prakasa
tt2608224,nm12483011,Ismail Ciydem
tt2608224,nm0258784,Yilmaz Erdogan
tt2150371,nm0000247,John Woo
tt0045112,nm0003226,Kenji Mizoguchi
tt1806954,nm0370510,John Hay
tt2922440,nm1085510,Benjamin Guedj
tt0263488,nm0759207,Victor Salva
tt0060560,nm0408076,Shohei Imamura
tt0043303,nm0002193,Claude Autant-Lara
tt0112573,nm0000154,Mel Gibson
tt2635006,nm1645774,Chris Eska
tt0054632,nm0720297,Alain Resnais
tt1458175,nm0353673,Paul Haggis
tt0189142,nm0749914,Raoul Ruiz
tt0086650,nm0681207,Maurice Pialat
tt0025004,nm0498174,Rowland V. Lee
tt0043147,nm0497442,Jack Lee
tt0043147,nm0198202,Ian Dalrymple
tt0104036,nm0001403,Neil Jordan
tt0100581,nm0811714,Michele Soavi
tt0283111,nm0065608,Walt Becker
tt10845262,nm0622734,Nuel C. Naval
tt0112744,nm0000576,Sean Penn
tt5457772,nm2264823,Boyapati Srinu
tt0412798,nm0742194,Craig Rosenberg
tt2103281,nm0716257,Matt Reeves
tt6304046,nm1258686,Joachim Trier
tt0266391,nm0000953,Peter Bogdanovich
tt8737614,nm8526249,Shiva Nirvana
tt0065769,nm0320833,Jean Girault
tt0052644,nm0402161,André Hunebelle
tt0228687,nm0840905,Jan Svankmajer
tt1439572,nm0533284,David Mackenzie
tt0192788,nm0206767,Lyman Dayton
tt0192788,nm0683578,Sam Pillsbury
tt2980516,nm1016428,James Marsh
tt9564270,nm0001747,Charles Martin Smith
tt0342258,nm0504642,Louis Leterrier
tt4695012,nm4099092,Trey Edward Shults
tt1417299,nm3442103,Chakri Toleti
tt4353996,nm0691547,Erik Poppe
tt2556308,nm1436693,A.R. Murugadoss
tt0436854,nm0245361,Sergei Dvortsevoy
tt0783640,nm0733149,Todd Robinson
tt0075932,nm0330848,Claude Goretta
tt0119843,nm0000788,Gillian Armstrong
tt1712261,nm0384825,John Hillcoat
tt0189154,nm0945899,Vladimir Yanchev
tt0042692,nm0000019,Federico Fellini
tt0042692,nm0490444,Alberto Lattuada
tt0253377,nm0251027,Ertem Egilmez
tt0120660,nm0001716,Tony Scott
tt0040558,nm0000080,Orson Welles
tt2268732,nm0169486,Jem Cohen
tt0376144,nm1419055,Hari
tt0074916,nm0521334,Joseph Losey
tt0040723,nm0542649,Anthony Mann
tt1837613,nm4311206,Elaine Constantine
tt0212573,nm0586841,Tahmineh Milani
tt1901040,nm1189197,Quentin Dupieux
tt0285665,nm0820269,P.C. Sreeram
tt1277728,nm0223924,Gianni Di Gregorio
tt5556784,nm5650556,R.S. Durai Senthilkumar
tt0059015,nm0598102,Mario Monicelli
tt4373956,nm0882445,Yesim Ustaoglu
tt0064975,nm0793983,Masahiro Shinoda
tt0088334,nm0651900,Mamoru Oshii
tt2670882,nm1425385,Jim Loach
tt0086199,nm0442454,Aki Kaurismäki
tt0074103,nm0956022,Claude Zidi
tt3510452,nm0000782,Asia Argento
tt0087428,nm0724798,Tony Richardson
tt7549892,nm1899608,Demián Rugna
tt0105017,nm0000953,Peter Bogdanovich
tt1714014,nm4043787,Seren Yüce
tt0060586,nm0840671,Seijun Suzuki
tt2907640,nm2346369,Taisuke Kawamura
tt0119698,nm0594503,Hayao Miyazaki
tt4703048,nm1089736,Toa Fraser
tt1518812,nm0716980,Kelly Reichardt
tt3485166,nm2463304,Seok-hoon Lee
tt1606376,nm1220246,Bala
tt0810988,nm0041864,John August
tt0097499,nm0000110,Kenneth Branagh
tt0087799,nm0248054,Thom Eberhardt
tt6914542,nm4259286,Min-ho Woo
tt0056800,nm0712947,Nicholas Ray
tt0056800,nm0337885,Guy Green
tt0056800,nm0554249,Andrew Marton
tt4643844,nm2640138,Edoardo Maria Falcone
tt0813547,nm0752328,Stefan Ruzowitzky
tt0242572,nm0579766,Rajiv Menon
tt0429715,nm0522393,Nick Love
tt1217243,nm0001429,Takeshi Kitano
tt2402091,nm5058908,Anna Odell
tt0119608,nm0342829,Wiktor Grodecki
tt2132324,nm0871086,Pablo Trapero
tt0116041,nm0609549,Greg Mottola
tt0133385,nm0956022,Claude Zidi
tt0289080,nm0451262,Mohamed Khan
tt0096827,nm0801870,Singeetam Srinivasa Rao
tt0119578,nm0544079,Joe Mantello
tt0284880,nm0994330,Tanit Jitnukul
tt6892400,nm2621810,Donato Carrisi
tt2231630,nm1061623,Philippe Claudel
tt1196141,nm0294457,Thor Freudenthal
tt3142872,nm2912689,Kerem Deren
tt1309449,nm2213511,Tôya Satô
tt2035630,nm0048918,Sean Baker
tt1016321,nm1104944,Heitor Dhalia
tt0255306,nm0698184,Priyadarshan
tt0116905,nm0000626,John Sayles
tt0084555,nm0688585,Jean-Marie Poiré
tt0307919,nm0574217,Conor McPherson
tt9074574,nm1672969,J.-P. Valkeapää
tt0069946,nm0001566,Mike Nichols
tt0117104,nm0000907,Richard Benjamin
tt10594792,nm8678191,Karthick Naren
tt0117786,nm0005033,Sammo Kam-Bo Hung
tt0283003,nm0959774,Jonas Åkerlund
tt0838233,nm0911061,Wayne Wang
tt0400761,nm0756406,Yôichi Sai
tt0034928,nm0466113,Zoltan Korda
tt2233170,nm2319653,Clenet Verdi-Rose
tt0064296,nm0948950,Yoshishige Yoshida
tt0114808,nm0868153,Giuseppe Tornatore
tt0170691,nm0001708,Joel Schumacher
tt0468094,nm1475971,Mat Whitecross
tt0468094,nm0935863,Michael Winterbottom
tt1648186,nm3043248,Chris Foggin
tt0058652,nm0331471,Hideo Gosha
tt0074851,nm0001676,Nicolas Roeg
tt0079696,nm0906667,Andrzej Wajda
tt5114154,nm0597673,Karen Moncrieff
tt7139936,nm0000095,Woody Allen
tt0088315,nm0772522,Volker Schlöndorff
tt0930902,nm4444775,Hiroshi Harada
tt0083865,nm0029161,Ferenc András
tt6921496,nm5747900,Jérémie Guez
tt0410369,nm0015121,Ezel Akay
tt0446009,nm1410090,Cyrill Boss
tt0446009,nm1360908,Philipp Stennert
tt0069792,nm0169540,Larry Cohen
tt0122770,nm0900712,Frantisek Vlácil
tt11958344,nm0766218,Jun'ichi Satô
tt11958344,nm2034008,Tomotaka Shibayama
tt1657299,nm0284308,Sheree Folkson
tt4575930,nm0487567,James Lapine
tt0279778,nm0451884,Callie Khouri
tt9737688,nm3892733,Chayanop Boonprakob
tt0098532,nm0442454,Aki Kaurismäki
tt0089961,nm0844358,Jeannot Szwarc
tt2734566,nm2315216,Paula Ortiz
tt5372466,nm3201973,Anand Shankar
tt0069833,nm0836328,John Sturges
tt0069833,nm0171385,Duilio Coletti
tt2218988,nm2057169,Anwar Rasheed
tt1610452,nm1834891,Maneesh Sharma
tt5437928,nm0922903,Wash Westmoreland
tt0027869,nm0782707,George B. Seitz
tt0092068,nm0088397,Bertrand Blier
tt1424361,nm0735134,João Pedro Rodrigues
tt1051907,nm0889943,Ömer Vargi
tt0372594,nm0617407,Aleksi Mäkelä
tt0292886,nm0407067,Álex de la Iglesia
tt5037996,nm0218547,Zeki Demirkubuz
tt0061115,nm0370868,Sidney Hayers
tt0253875,nm0862605,Kartal Tibet
tt0116282,nm0001054,Joel Coen
tt0116282,nm0001053,Ethan Coen
tt2355791,nm4274575,Vetrimaaran
tt0430377,nm0723704,Richard Rich
tt2069715,nm0889943,Ömer Vargi
tt2573198,nm2606944,Ryôtarô Makihara
tt0116502,nm0933604,Jim Wilson
tt0097557,nm0847749,Tibor Takács
tt0087373,nm0577396,André Mélançon
tt0072325,nm0438279,Jonathan Kaplan
tt2473794,nm0005139,Mike Leigh
tt0143334,nm0149196,Nuri Bilge Ceylan
tt1496832,nm1416190,N. Linguswamy
tt1646127,nm1257259,Fabrice Gobert
tt0037135,nm0644048,Clifford Odets
tt1171721,nm2322079,Iraz Okumus
tt1171721,nm1699895,Mustafa Ugur Yagcioglu
tt0149601,nm0022858,Mustafa Altioklar
tt1232826,nm1128037,Ruben Östlund
tt7133554,nm3987270,Piotr Domalewski
tt6408226,nm2035886,Drake Doremus
tt0810809,nm0265852,Philippe Falardeau
tt7863198,nm3550991,Alexey Nuzhny
tt0098087,nm0002218,Claude Miller
tt0061132,nm0001596,Pier Paolo Pasolini
tt2072145,nm1730629,Teppo Airaksinen
tt2182121,nm3116234,Ricky Rijneke
tt0047238,nm0560395,Mario Mattoli
tt8910408,nm1228395,Arman Nshanian
tt0770829,nm0596403,Andrea Molaioli
tt0910554,nm0140617,Gareth Carrivick
tt2725962,nm0357725,Andy Hamilton
