imdbID,imdbDirectorID,DirectorName
tt4430212,nm1723225,Nishikant Kamat
tt0098175,nm0599214,João César Monteiro
tt2222394,nm1890752,Gary Alazraki
tt3401748,nm0568018,Stuart McDonald
tt10011336,nm2118553,Sasie Sealy
tt1352765,nm0840905,Jan Svankmajer
tt10147382,nm0155280,Kaige Chen
tt10147382,nm1299690,Hu Guan
tt10147382,nm1928500,Hao Ning
tt0080715,nm0000425,Peter Greenaway
tt0064038,nm0149631,Youssef Chahine
tt6485928,nm0392237,Nicole Holofcener
tt2231208,nm0093252,Luiz Bolognesi
tt2231208,nm0210485,Jean Cullen De Moura
tt2231208,nm0210487,Marcelo Fernandes De Moura
tt0119237,nm0005101,Harmony Korine
tt0978649,nm1283973,Abdullah Oguz
tt0104046,nm0174659,Stijn Coninx
tt1143110,nm0946750,Gary Yates
tt1776143,nm0864775,Johnnie To
tt0429489,nm0258732,Reha Erdem
tt6078840,nm2620778,Shô Tsukikawa
tt0809533,nm0554880,Emilio Martínez Lázaro
tt1359552,nm2287772,Aniruddha Roy Chowdhury
tt7761590,nm5461014,Alvaro Delgado Aparicio
tt0036027,nm0869664,Jacques Tourneur
tt0345061,nm0935863,Michael Winterbottom
tt0073747,nm0285302,Bryan Forbes
tt0416315,nm0572562,Greg McLean
tt0074740,nm0144758,Enzo G. Castellari
tt3576728,nm6735778,Khurram H. Alavi
tt3576728,nm6336449,Ayman Jamal
tt5431890,nm0004303,Gavin Hood
tt5670152,nm1938064,Deon Taylor
tt0060635,nm0002254,King Hu
tt2515030,nm0224331,Andrea Di Stefano
tt5258850,nm0243355,Albert Dupontel
tt0469021,nm0523276,Declan Lowney
tt3294746,nm0000389,Emilio Estevez
tt2592336,nm2604863,Sung-hyun Byun
tt0058567,nm0000878,Mario Bava
tt0084556,nm0169540,Larry Cohen
tt0103112,nm0677943,Daniel Petrie Jr.
tt0106315,nm0367895,Patrick Hasburgh
tt0216986,nm0149134,Sinan Çetin
tt0050458,nm0000774,Michelangelo Antonioni
tt9310328,nm2411128,Takeru Nakajima
tt9310328,nm2731492,Yoshiyuki Okada
tt9310328,nm12557839,Shouta Kitamoto
tt3019694,nm0861826,Peter Thorwarth
tt7204006,nm0542023,Antonio Manetti
tt7204006,nm0542029,Marco Manetti
tt0471041,nm1470993,Scott Mann
tt5989220,nm0393254,Sang-soo Hong
tt1133989,nm1503575,Barry Jenkins
tt0058946,nm0690597,Gillo Pontecorvo
tt0255094,nm0070159,Jafar Panahi
tt0098598,nm0350758,József Gémes
tt7591430,nm5402965,Marija Kavtaradze
tt3289724,nm0000709,Robert Zemeckis
tt4266076,nm9572719,Dominique Rocher
tt7362036,nm6337063,Muye Wen
tt2957774,nm0150802,Benny Chan
tt0086886,nm0742819,Rick Rosenthal
tt0792992,nm0419829,Olivier Jean Marie
tt1488606,nm1170855,J.C. Chandor
tt0330536,nm0634601,Takashi Nomura
tt0379918,nm0716153,Anna Reeves
tt1726888,nm1198000,Benjamín Ávila
tt4641248,nm1715466,Sébastien Betbeder
tt0069293,nm0001789,Andrei Tarkovsky
tt0838241,nm0952726,Chris Zamoscianyk
tt4065842,nm0945282,Yôji Yamada
tt0185101,nm0038609,Ash Baron-Cohen
tt0827713,nm0996471,Samuel Benchetrit
tt14430410,nm12477211,Suku Purvaj
tt5586052,nm3189680,Claus Räfle
tt6146586,nm0821432,Chad Stahelski
tt0118111,nm0001302,Christopher Guest
tt1031951,nm2155554,Spiros Stathoulopoulos
tt0051720,nm0654868,Yasujirô Ozu
tt0466103,nm1959192,Sergey Loban
tt0045056,nm0623768,Ronald Neame
tt0091355,nm0945981,Edward Yang
tt0363504,nm0179959,Al Corley
tt0456144,nm0386246,Rajkumar Hirani
tt1124052,nm1283651,Chuan Lu
tt0029453,nm0245213,Julien Duvivier
tt0277909,nm0687739,Bill Plympton
tt0091670,nm0001789,Andrei Tarkovsky
tt0305392,nm0796361,Harald Sicheritz
tt0074870,nm0006445,Éric Rohmer
tt0180748,nm0647718,Lasse Spang Olsen
tt2253939,nm0527852,Noémie Lvovsky
tt2386285,nm0597388,Jason Momoa
tt2118689,nm0880928,Ümit Ünal
tt0344273,nm0221611,Arnaud Desplechin
tt0113922,nm0368031,Ryosuke Hashiguchi
tt1596365,nm1220140,James Watkins
tt1866249,nm0506802,Ben Lewin
tt0097457,nm0564319,Jim McBride
tt1037228,nm0237527,Andreas Dresen
tt1369667,nm0065615,Wolfgang Becker
tt2093995,nm0616673,Claudia Myers
tt0076868,nm0001692,Ken Russell
tt4619940,nm1417409,Woon-hak Baek
tt0022436,nm0896542,King Vidor
tt0082594,nm0025627,Tinnu Anand
tt1683040,nm0748919,Péter Rudolf
tt3700804,nm1733017,Emily Ting
tt2776106,nm3814074,Tomasz Wasilewski
tt1067583,nm1349376,Francis Lawrence
tt0139615,nm0505660,Marc Levin
tt1436481,nm1419055,Hari
tt4344878,nm1970591,Leste Chen
tt3296658,nm1963886,Grímur Hákonarson
tt0169102,nm0332950,Ashutosh Gowariker
tt0389340,nm1564780,Said Hamed
tt1008017,nm0000694,Wim Wenders
tt0303830,nm0000626,John Sayles
tt0112818,nm0000209,Tim Robbins
tt5723286,nm1423438,Jeremy Rush
tt3008014,nm1954072,Jae-rim Han
tt0375063,nm0668247,Alexander Payne
tt2859246,nm1159782,Seiji Mizushima
tt6850820,nm0603628,Pierre Morel
tt4669986,nm2158772,Jeff Nichols
tt0498311,nm0659380,Danny Pang
tt0498311,nm0161152,Oxide Chun Pang
tt0006333,nm0665737,Stuart Paton
tt0045659,nm0294243,Charles Frend
tt0173102,nm0592583,Aziz Mirza
tt0066227,nm0375224,Olle Hellbom
tt0064866,nm0690597,Gillo Pontecorvo
tt3172126,nm0001515,Joseph Mazzello
tt2883512,nm0269463,Jon Favreau
tt0185335,nm0315912,Partho Ghosh
tt0092067,nm0594503,Hayao Miyazaki
tt0064107,nm0006837,Bill Melendez
tt0050271,nm0652631,Gerd Oswald
tt0106534,nm0547616,Serban Marinescu
tt0453467,nm0001716,Tony Scott
tt4971824,nm5073582,Mir-Jean Bou Chaaya
tt0074553,nm0319663,Frank D. Gilroy
tt0311648,nm0373282,Peter Hedges
tt4560008,nm2868171,Simon Aboud
tt0083630,nm0181741,Don Coscarelli
tt0154506,nm0634240,Christopher Nolan
tt3732252,nm0393254,Sang-soo Hong
tt1772264,nm0026442,Brad Anderson
tt0098546,nm0505409,Jay Levey
tt0949489,nm1165953,Yu Li
tt0081099,nm0333823,Göran Graffman
tt1068649,nm1061623,Philippe Claudel
tt9482230,nm0001206,Abel Ferrara
tt0486551,nm0151540,Jay Chandrasekhar
tt0093371,nm0889513,Agnès Varda
tt1360875,nm3270827,Peter Strickland
tt1690483,nm0441176,Kazuyoshi Katayama
tt3531824,nm1160962,Henry Joost
tt3531824,nm1413364,Ariel Schulman
tt3896016,nm3954274,Han Han
tt0072196,nm0502391,Umberto Lenzi
tt0227277,nm0686304,Marcelo Piñeyro
tt0120643,nm0640466,Pat O'Connor
tt6412452,nm0001053,Ethan Coen
tt6412452,nm0001054,Joel Coen
tt0085524,nm0661345,Neri Parenti
tt0117561,nm0001752,Steven Soderbergh
tt0078916,nm0001090,Joe D'Amato
tt2758880,nm0149196,Nuri Bilge Ceylan
tt0164212,nm0394280,Stephen Hopkins
tt0411118,nm1362432,Jérôme Salle
tt4426738,nm1170520,Sophie Hyde
tt0857190,nm0522393,Nick Love
tt0810868,nm0918326,Hans Weingartner
tt0116790,nm0841232,Jan Sverák
tt1319694,nm0689081,Stephen Poliakoff
tt0780536,nm1732981,Martin McDonagh
tt4900716,nm2439708,Shakun Batra
tt0234000,nm0004363,Rakesh Roshan
tt7542576,nm0900284,Eva Vives
tt6095616,nm1267707,Nicolas Bedos
tt1401636,nm0774420,Frédéric Schoendoerffer
tt0287425,nm0811498,Keith Snyder
tt4450706,nm1738966,Kivanç Baruönü
tt0036400,nm0000041,Akira Kurosawa
tt3347976,nm3252853,Selçuk Aydemir
tt3347976,nm8466331,Birkan Pusa
tt0991346,nm1018908,Vivek Sharma
tt1720114,nm0284677,José Henrique Fonseca
tt2835548,nm2294243,Rebecca Zlotowski
tt0049147,nm0826264,Karel Steklý
tt0098160,nm0364578,Damian Harris
tt11697690,nm0393254,Sang-soo Hong
tt5697870,nm3826513,Ranjit Tewari
tt3129564,nm0772522,Volker Schlöndorff
tt0080813,nm0854697,Julien Temple
tt2675914,nm0596407,Hans Petter Moland
tt0296166,nm0136603,Patricia Cardoso
tt0456658,nm0911075,Xiaoshuai Wang
tt0048579,nm0408348,Hiroshi Inagaki
tt6012380,nm2443600,Lisa Barros D'Sa
tt6012380,nm2441296,Glenn Leyburn
tt0080905,nm0516316,Lieh Lo
tt0201840,nm0634897,Khyentse Norbu
tt0054371,nm0000485,Fritz Lang
tt0859635,nm0151540,Jay Chandrasekhar
tt0419952,nm0324660,Theo van Gogh
tt1596352,nm1235949,Gabriel Range
tt8688912,nm4591136,Rahul Ravindran
tt1124037,nm0002657,Gary Ross
tt1677603,nm0593056,Kôki Mitani
tt0074565,nm0453953,Masud Kimiai
tt0253791,nm0251027,Ertem Egilmez
tt0056917,nm0894577,Henri Verneuil
tt6838702,nm0239498,Franck Dubosc
tt0221069,nm0908037,Michael Walker
tt0383678,nm0154104,Mike Clattenburg
tt3478962,nm0494069,Maïwenn
tt2342810,nm1959340,Halder Gomes
tt0450680,nm0241622,Bruno Dumont
tt0113133,nm0155093,Peter Chelsom
tt0255195,nm0492309,Clara Law
tt0142244,nm0973260,Mitsuo Hashimoto
tt0291131,nm0749439,Christophe Ruggia
tt5629340,nm0850366,Carine Tardieu
tt4412362,nm0407067,Álex de la Iglesia
tt3882082,nm0068587,William Brent Bell
tt4702346,nm7343521,Scott Elliott
tt4702346,nm7087685,Sid Sadowskyj
tt0013086,nm0000485,Fritz Lang
tt4601102,nm0099398,Nicolas Boukhrief
tt1496005,nm0078465,Julie Bertuccelli
tt8075260,nm3066492,Jennifer Kaytin Robinson
tt0038452,nm0439597,Phil Karlson
tt5883632,nm2039399,Papu Curotto
tt8590896,nm1762795,Parasuram
tt0138946,nm0336695,James Gray
tt0159696,nm0144660,P.J. Castellaneta
tt0066344,nm0623768,Ronald Neame
tt0263334,nm0854248,Bora Tekay
tt0107103,nm0662186,David Parker
tt1126596,nm0164929,Noel Clarke
tt4642192,nm1455707,Marcus H. Rosenmüller
tt9000388,nm3745186,Aditya Kripalani
tt5435084,nm7900893,Mahmoud Sabbagh
tt0453190,nm1417119,Ameer Sultan
tt1660379,nm0094274,Bertrand Bonello
tt0083931,nm0417757,Marcell Jankovics
tt2456536,nm0049326,Aleksey Balabanov
tt0388364,nm0393799,Tom Hooper
tt0274309,nm0935863,Michael Winterbottom
tt0473709,nm0440458,Jake Kasdan
tt7203520,nm3423765,Adrian Panek
tt3531852,nm4318159,Nitesh Tiwari
tt0444112,nm0860019,Danièle Thompson
tt0038650,nm0001008,Frank Capra
tt8388508,nm9825418,Bharat Kamma
tt0482930,nm0948159,Wilson Yip
tt0115438,nm0381273,John Herzfeld
tt0103010,nm0001325,Hal Hartley
tt0279854,nm0947998,Atif Yilmaz
tt0488414,nm0080235,Vishal Bhardwaj
tt2062969,nm0576732,Ursula Meier
tt2848324,nm3297673,Paul Dalio
tt0094155,nm0001469,Barry Levinson
tt0036824,nm0524995,Edward Ludwig
tt0430710,nm1754432,Roshan Andrews
tt0056352,nm0460246,Pavel Klushantsev
tt0119225,nm0193554,Vondie Curtis-Hall
tt0414195,nm0313227,Henrik Ruben Genz
tt0107358,nm0862514,Zhuangzhuang Tian
tt0462485,nm0442207,Lloyd Kaufman
tt0167404,nm0796117,M. Night Shyamalan
tt0041866,nm0000406,John Ford
tt6189022,nm0006846,Ric Roman Waugh
tt0079489,nm0236769,Stan Dragoti
tt0045607,nm0454028,Anthony Kimmins
tt10767426,nm2568708,Klim Shipenko
tt1885299,nm0341722,Megan Griffiths
tt1099196,nm3578603,Manish Tiwary
tt0396184,nm0716347,Nicolas Winding Refn
tt0126029,nm0011470,Andrew Adamson
tt0126029,nm0421776,Vicky Jenson
tt2374002,nm2520299,Iura Luncasu
tt0819810,nm1055105,Madhur Bhandarkar
tt0428649,nm0004354,Caveh Zahedi
tt3233224,nm1738966,Kivanç Baruönü
tt0094105,nm0496312,Patrice Leconte
tt6083230,nm0948027,Soon-rye Yim
tt1934205,nm0002178,Alexandre Arcady
tt6485666,nm5961051,Atlee Kumar
tt0113375,nm0205289,Phil Davis
tt0339450,nm0639297,Elmo Nüganen
tt0165196,nm0185187,Paul Cox
tt1563704,nm0198991,Mel Damski
tt1194104,nm0700872,Puri Jagannadh
tt0756725,nm0820905,Salvatore Stabile
tt0084359,nm0000032,Charlton Heston
tt0084359,nm0381699,Fraser C. Heston
tt1019452,nm0001053,Ethan Coen
tt1019452,nm0001054,Joel Coen
tt0483703,nm0591925,Reza Mirkarimi
tt0488905,nm1168657,Andrey Zvyagintsev
tt3300904,nm4890808,Kamaleswar Mukherjee
tt2304655,nm2356507,Harish Shankar
tt0049682,nm0780764,Fred F. Sears
tt0105306,nm0001949,Andrew Birkin
tt3717532,nm0462076,Tsuneo Kobayashi
tt1301308,nm0862343,Guy Lee Thys
tt8490894,nm5056902,Tharun Bhascker Dhaassyam
tt0106749,nm0644861,Orhan Oguz
tt2922382,nm4733887,Alphonse Puthren
tt0060908,nm0003606,Philippe de Broca
tt0041841,nm0245385,Allan Dwan
tt7818580,nm0024622,Alejandro Amenábar
tt0119675,nm0868219,Guillermo del Toro
tt1655420,nm0193508,Simon Curtis
tt0043769,nm0099589,John Boulting
tt0060758,nm0783733,Ousmane Sembene
tt0059496,nm0392519,Seth Holt
tt7984766,nm2391575,David Michôd
tt0237820,nm0539034,Sibi Malayil
tt0257231,nm0782213,Santiago Segura
tt0258960,nm0586281,Takashi Miike
tt4882376,nm0001401,Angelina Jolie
tt7794052,nm6138551,Leninbharati
tt1179259,nm2337991,Marcelo Galvão
tt3907584,nm1417640,Brett Haley
tt0065963,nm0000797,Hal Ashby
tt0119577,nm0562266,John Maybury
tt0961097,nm0074426,Bibo Bergeron
tt0052046,nm0006249,Satyajit Ray
tt0146516,nm0360144,Mark Hanlon
tt3714720,nm1024677,John Krasinski
tt0247394,nm0623178,Raja Nawathe
tt0014538,nm0166836,Edward F. Cline
tt0014538,nm0000036,Buster Keaton
tt0065436,nm0001348,Werner Herzog
tt10993566,nm1028575,Jesús del Cerro
tt0117695,nm0893872,Carlo Verdone
tt10228168,nm0586281,Takashi Miike
tt0457430,nm0868219,Guillermo del Toro
tt3742284,nm2480204,Navdeep Singh
tt0105417,nm0001915,Emile Ardolino
tt4254584,nm3258390,Justin Tipping
tt0329393,nm0031967,Aparna Sen
tt1509636,nm0524516,Daniele Luchetti
tt0147556,nm0831207,Gorcin Stojanovic
tt0310281,nm0001302,Christopher Guest
tt5584732,nm0752328,Stefan Ruzowitzky
tt0217505,nm0000217,Martin Scorsese
tt1703957,nm0334787,Michael Grandage
tt0147800,nm0432627,Gil Junger
tt0105097,nm0598102,Mario Monicelli
tt0090670,nm0001226,James Foley
tt1198408,nm0589782,Mike Million
tt0442781,nm0433893,K.S. Ravikumar
tt4292596,nm0077345,Zoe Berriatúa
tt0100083,nm0259326,Claes Eriksson
tt0058191,nm0901138,Alfred Vohrer
tt0119863,nm0099828,Didier Bourdon
tt0119863,nm0132064,Bernard Campan
tt0415978,nm0432380,Miranda July
tt0483180,nm1720336,Blessy
tt0119746,nm0294505,Bart Freundlich
tt0052735,nm0357891,Guy Hamilton
tt0052735,nm0533241,Alexander Mackendrick
tt0201265,nm0839268,Kjell Sundvall
tt9477520,nm4274575,Vetrimaaran
tt3387520,nm0004217,André Øvredal
tt1186357,nm0905343,Andrucha Waddington
tt0041098,nm0059106,Charles Barton
tt2872718,nm0319659,Dan Gilroy
tt2848876,nm0592350,Maziar Miri
tt0188640,nm0645549,Takao Okawara
tt1010265,nm0878763,Morten Tyldum
tt1014774,nm0765225,Vic Sarin
tt5190958,nm2347196,Subodh Bhave
tt1037850,nm1727100,Jay Chou
tt2027140,nm0327273,Michel Gondry
tt0271459,nm0430782,Joshiy
tt0022718,nm0719756,Jean Renoir
tt0108355,nm0305557,Luis García Berlanga
tt0183992,nm0379773,Felix Herngren
tt0183992,nm0512494,Fredrik Lindström
tt0940642,nm1420683,Yong-hwa Kim
tt0045186,nm0374702,Stuart Heisler
tt0011387,nm0113284,Clarence Brown
tt0011387,nm0869665,Maurice Tourneur
tt8368032,nm0076081,Joyce Bernal
tt5474036,nm0440604,Anurag Kashyap
tt0405743,nm0001709,Til Schweiger
tt1880418,nm0122653,Edward Burns
tt1674773,nm0903137,Margarethe von Trotta
tt1073535,nm0308042,Philippe Garrel
tt2403393,nm1995070,Richard Raymond
tt1937264,nm0662530,Ol Parker
tt0020451,nm0017893,Grigoriy Aleksandrov
tt0020451,nm0001178,Sergei M. Eisenstein
tt0054049,nm0038895,Robert Asher
tt0416212,nm0697656,Gina Prince-Bythewood
tt0124718,nm0000490,Spike Lee
tt0059160,nm0521334,Joseph Losey
tt6412864,nm0393254,Sang-soo Hong
tt6504538,nm1961079,Tom Oesch
tt0765833,nm0015570,Orhan Aksoy
tt0286152,nm0206782,Drew Daywalt
tt0286152,nm0003771,David Schneider
tt0083449,nm0518644,Richard Loncraine
tt0096908,nm0396284,Hsiao-Hsien Hou
tt0116985,nm0472495,Lisa Krueger
tt0499041,nm1887138,Mohit Suri
tt0396818,nm0308520,Matteo Garrone
tt5598764,nm1459601,Nadirsha
tt3257072,nm3640095,Shahram Mokri
tt3646946,nm2013928,Tetsurô Araki
tt7851428,nm2342088,Mark Lund
tt9827834,nm0038811,Eugene Ashe
tt1337057,nm0093051,Uwe Boll
tt0070299,nm0139239,Heiner Carow
tt0488763,nm0453754,Young-jun Kim
tt0054494,nm0001501,Louis Malle
tt2577622,nm2572228,Jeethu Joseph
tt0346336,nm0320285,Marco Tullio Giordana
tt9318280,nm3821224,Andrew Ahn
tt1244754,nm0001282,Tony Goldwyn
tt1446192,nm0709056,Peter Ramsey
tt0054653,nm0588183,David Miller
tt0164983,nm0593014,Kenji Misumi
tt1535491,nm1922242,Hun Jang
tt5844488,nm8251673,Oleg Trofim
tt0250809,nm0775447,Barbet Schroeder
tt0772168,nm1475479,Jim Strouse
tt0114129,nm0368981,Kayo Hatta
tt2911342,nm5672919,Yuefeng Song
tt0070788,nm0923613,Claude Whatham
tt0171359,nm0021899,Michael Almereyda
tt0079315,nm0000329,Jackie Chan
tt0086863,nm0333570,Krzysztof Gradowski
tt0183649,nm0001708,Joel Schumacher
tt0105619,nm0864775,Johnnie To
tt0102456,nm0619762,Mira Nair
tt0424430,nm0950834,Isao Yukisada
tt0090812,nm0154113,Basu Chatterjee
tt4831682,nm1070665,Yô Yoshinari
tt0295192,nm0403297,Jin-ho Hur
tt0055852,nm0889513,Agnès Varda
tt0100757,nm0526732,Pavel Lungin
tt0432972,nm0423804,Jannik Johansen
tt0041503,nm0523893,Arthur Lubin
tt0034587,nm0869664,Jacques Tourneur
tt0065969,nm0165412,James Clavell
tt0036807,nm0869664,Jacques Tourneur
tt1626146,nm0155093,Peter Chelsom
tt3121604,nm2198077,Sanjay Jadhav
tt5335314,nm3212856,Daniel Sandu
tt0133059,nm0530865,Joe Ma
tt0462477,nm0792120,Adrian Shergold
tt0050634,nm0435563,Mikhail Kalatozov
tt0424992,nm0846281,Sven Taddicken
tt6096884,nm7898723,Althaf Salim
tt1024943,nm0007134,Farah Khan
tt2431286,nm0001241,Stephen Frears
tt0120714,nm0597516,Craig Monahan
tt0026199,nm0864006,James Tinling
tt9526826,nm10365311,Ratheesh Balakrishnan Poduval
tt0079135,nm0210811,Jean Rollin
tt0369258,nm0593986,Darko Mitrevski
tt0337909,nm0170719,Nigel Cole
tt1701210,nm0000269,Jean-Jacques Annaud
tt3368222,nm0659023,Pan Nalin
tt4176776,nm0001429,Takeshi Kitano
tt0019901,nm0000485,Fritz Lang
tt0208196,nm0026442,Brad Anderson
tt0107121,nm0310168,Nils Gaup
tt11013572,nm2808147,Tristan Séguéla
tt5068280,nm3265321,G. Marthandan
tt1397492,nm0070867,Shyam Benegal
tt0423176,nm0422605,"Jia, Zhangke"
tt0065555,nm0813177,Sergio Sollima
tt4888834,nm7479043,R.S. Vimal
tt0061568,nm0245213,Julien Duvivier
tt0124901,nm0940790,Skip Woods
tt0087910,nm0706296,Stewart Raffill
tt4158876,nm6287571,Chris Kelly
tt0964516,nm1055105,Madhur Bhandarkar
tt0096928,nm0378893,Stephen Herek
tt0061722,nm0001566,Mike Nichols
tt0427944,nm0718646,Jason Reitman
tt0041870,nm0000041,Akira Kurosawa
tt0087414,nm0001241,Stephen Frears
tt4093680,nm1615371,Sanna Lenken
tt0772187,nm0110292,Fausto Brizzi
tt0065908,nm0158582,Tadeusz Chmielewski
tt2210834,nm0221611,Arnaud Desplechin
tt0182765,nm0947998,Atif Yilmaz
tt3541262,nm3482943,Han-min Kim
tt0040366,nm0689796,Abraham Polonsky
tt0997184,nm0633729,Nobuhiro Yamashita
tt0270288,nm0000123,George Clooney
tt1830792,nm0076473,Sabine Bernardi
tt0093593,nm0958558,Andrzej Zulawski
tt0409904,nm0067457,Timur Bekmambetov
tt1077248,nm1437189,Sriram Raghavan
tt0048641,nm0000005,Ingmar Bergman
tt0253378,nm0393254,Sang-soo Hong
tt2295196,nm1137030,Reshef Levi
tt0064704,nm0005711,Freddie Francis
tt2359024,nm1099918,Jeremy Saulnier
tt0422491,nm0219136,Claire Denis
tt1531901,nm0001403,Neil Jordan
tt0108291,nm0686304,Marcelo Piñeyro
tt0108069,nm0097529,Dave Borthwick
tt1043835,nm0890367,António-Pedro Vasconcelos
tt1483797,nm1238086,Takeshi Koike
tt4909984,nm3172532,Mehmet Can Mertoglu
tt0067302,nm0542720,Delbert Mann
tt4273292,nm2035118,Babak Anvari
tt0077914,nm0001681,George A. Romero
tt0200087,nm0559877,John Mathew Matthan
tt0058500,nm0002338,Jack Clayton
tt0092632,nm0772259,John Schlesinger
tt6141656,nm8504168,Csaba M. Kiss
tt6141656,nm1482207,Gábor Rohonyi
tt0100054,nm0393591,Harry Hook
tt6972140,nm3218978,Abhinay Deo
tt5616176,nm0393678,Lance Hool
tt1139328,nm0000591,Roman Polanski
tt0091859,nm0164639,Alan Clarke
tt0489325,nm0617407,Aleksi Mäkelä
tt7876510,nm9557050,Antonio Lukich
tt0089160,nm0000265,Robert Altman
tt0119772,nm0103622,Eugene Brady
tt0054098,nm0039339,K. Asif
tt3345472,nm0945724,Takashi Yamazaki
tt0875025,nm1569807,Dong-hoon Choi
tt4721400,nm1729237,Lorenzo Vigas
tt1781827,nm1189755,Jonathan Jakubowicz
tt1179933,nm0870469,Dan Trachtenberg
tt0082407,nm0661345,Neri Parenti
tt0461936,nm1027719,Farhan Akhtar
tt0043892,nm0003226,Kenji Mizoguchi
tt0098606,nm0000019,Federico Fellini
tt0119893,nm0932216,Nick Willing
tt0804463,nm0000382,Atom Egoyan
tt0120867,nm0007210,Saul Rubinek
tt0355611,nm0509633,Jens Lien
tt11385128,nm1990335,Mohana Krishna Indraganti
tt7853292,nm8623146,Sankalp Reddy
tt0826631,nm0814716,Ömer Faruk Sorak
tt0164003,nm0000369,Matt Dillon
tt1535108,nm0088955,Neill Blomkamp
tt0413466,nm0164187,Larry Clark
tt0089079,nm0946811,Peter Yates
tt4781612,nm2495732,Daniel Ragussis
tt0935075,nm0593463,John Cameron Mitchell
tt0046313,nm0000774,Michelangelo Antonioni
tt0086856,nm0725379,W.D. Richter
tt0032339,nm0332531,Alfred J. Goulding
tt0115928,nm0221611,Arnaud Desplechin
tt0071448,nm0959746,Per Åhlin
tt0156794,nm0000766,Theodoros Angelopoulos
tt1565958,nm0025534,Jean-Pierre Améris
tt0053793,nm0112218,Richard Brooks
tt0030637,nm0002190,Anthony Asquith
tt0030637,nm0001366,Leslie Howard
tt0059014,nm0858873,Gerald Thomas
tt10937670,nm1564544,Giuseppe Bonito
tt0308878,nm0001438,Neil LaBute
tt5093026,nm1840064,Michael Noer
tt9675464,nm1653460,Vikram K. Kumar
tt0367790,nm0005522,Mario Van Peebles
tt0113568,nm0651900,Mamoru Oshii
tt0092513,nm0001060,Chris Columbus
tt2398149,nm0000591,Roman Polanski
tt3331846,nm0031407,Tony Oliver
tt3331846,nm2395339,Ryuichi Yagi
tt3331846,nm0945724,Takashi Yamazaki
tt7339826,nm2584046,Mari Okada
tt12851324,nm9514022,Prasanth Varma
tt5871080,nm0030735,Nimród Antal
tt3715854,nm3973064,Hitoshi Ône
tt1906386,nm0950361,Nasiruddin Yousuff
tt5459644,nm5338753,Deeraj Vaidy
tt0439695,nm1093669,Maria Blom
tt5628792,nm0502133,Blandine Lenoir
tt1660302,nm1050098,Joachim Lafosse
tt0417072,nm0477456,Su-chang Kong
tt1181791,nm1247462,Christopher Smith
tt0194104,nm0892400,Jean van de Velde
tt1017428,nm1691239,Amin Matalqa
tt0272152,nm0812200,Iain Softley
tt4431392,nm6662527,Kranthi Madhav
tt5596352,nm3619844,Qing Yang
tt0401445,nm0000631,Ridley Scott
tt4964310,nm1089985,Gábor Herendi
tt0041182,nm0711855,Gregory Ratoff
tt0041182,nm0000080,Orson Welles
tt0243017,nm0000500,Richard Linklater
tt0104922,nm0793522,Barry Shils
tt1121786,nm0437246,Adam Kane
tt0039224,nm0202088,Jules Dassin
tt0034299,nm0437717,Garson Kanin
tt0116736,nm0839268,Kjell Sundvall
tt7476116,nm0500976,Gilles Lellouche
tt11448936,nm1941926,Ercan Kesal
tt2094890,nm0234506,Andrew Dosunmu
tt5865326,nm0001752,Steven Soderbergh
tt0049357,nm0003836,Michael Powell
tt0049357,nm0696247,Emeric Pressburger
tt5653294,nm0495536,Nikolay Lebedev
tt5540188,nm0757975,Tarik Saleh
tt0119051,nm0848414,Lee Tamahori
tt0128985,nm0097899,Satyen Bose
tt2396589,nm2011696,Dee Rees
tt0040109,nm0587277,Lewis Milestone
tt10579952,nm7992231,Lokesh Kanagaraj
tt0051759,nm0347086,John Guillermin
tt0343996,nm0000412,Andy Garcia
tt10182822,nm0815204,Paolo Sorrentino
tt1152850,nm0716980,Kelly Reichardt
tt3863552,nm1203138,Kabir Khan
tt0467406,nm0718646,Jason Reitman
tt0044829,nm0187769,Charles Crichton
tt5189894,nm0351772,Trent Haaga
tt3265462,nm3964742,Su-jin Lee
tt0078243,nm0514906,Chia-Liang Liu
tt0082054,nm0088397,Bertrand Blier
tt6663582,nm2573005,Susanna Fogel
tt0037630,nm0000975,Robert Bresson
tt0174268,nm0002140,Agnieszka Holland
tt4429160,nm1406845,Sung-ho Hong
tt4429160,nm7464857,Moo-Hyun Jang
tt4429160,nm9045599,Young Sik Uhm
tt0063185,nm0000736,Robert Aldrich
tt3067274,nm2726915,Adam Brooks
tt3067274,nm2377041,Matthew Kennedy
tt0209322,nm0205542,Tamra Davis
tt1043800,nm1245735,Oskar Santos
tt0102223,nm0008150,Daoud Abdel Sayed
tt0105655,nm0155642,Siu-Tung Ching
tt0105655,nm0498064,Raymond Lee
tt0110280,nm0474837,Mehul Kumar
tt1181920,nm1066739,Yukihiko Tsutsumi
tt10661848,nm5366274,Karthik Subbaraj
tt2204080,nm1883918,Frank Hall Green
tt0113326,nm0867262,Stanley Tong
tt2316801,nm0304521,Christophe Gans
tt1572491,nm0407067,Álex de la Iglesia
tt0017075,nm0000033,Alfred Hitchcock
tt0295700,nm0003343,Rob Schmidt
tt0066495,nm0000316,Mel Brooks
tt0074147,nm0000005,Ingmar Bergman
tt0144604,nm0836610,Susanna Styron
tt8902990,nm1773569,Shonali Bose
tt0272118,nm0858239,M.A. Thirumugham
